id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,4,2,32,0.13518832966333477,2048,1,DLMT,1,False,2048,8,2,1,29,False,False,10,0.014719979769347505,0.1443117,True,True,0.1534350703366652
2,8,2048,8,1,1.3939736507075855,16,2048,DLMT,1,False,64,1,16,9,1,False,False,10,2.315167380557483e-05,1.3939879999999998,True,False,1.394002349292414
3,1,2048,1,4,1.591841350430307,2,1,DLMT,512,False,1,7,1,7,1,False,False,10,2.202271554558365e-05,1.591855,True,False,1.591868649569693
4,2,512,32,2,3.028036567709975,1,32,DLMT,128,False,512,2,256,1,21,True,False,10,6.200806399175454e-05,3.0280750000000003,True,False,3.0281134322900254
5,4,1,16,2,2.4240428486065966,1,16,DLMT,32,False,2,25,1,3,1,False,False,10,0.008327190642707785,2.429204,True,True,2.4343651513934033
6,16,128,2,2,1.6251856508298148,1,8,DLMT,2048,True,32,16,1,1,29,False,False,10,0.005097409636276086,1.6283450000000002,True,True,1.6315043491701855
7,2,1,16,1,2.0314066368325117,512,2048,DLMT,16,False,1,10,512,1,3,False,False,10,0.003232299491074377,2.03341,True,True,2.035413363167488
8,2,2048,1,32,1.019960913390515,1,2,DLMT,4,True,2048,9,1024,1,24,True,False,10,0.003820757647378304,1.0223289999999998,True,True,1.0246970866094847
9,4,16,8,8,0.15374720762136224,32,4,DLMT,4,False,128,30,8,27,1,False,False,10,0.010806786162407394,0.1604452,True,True,0.16714319237863778
10,1,8,8,4,1.604988456601594,1024,8,DLMT,4,False,2048,1,512,5,30,True,False,10,0.0018305138622802019,1.6061229999999997,True,True,1.6072575433984055
11,1,2048,32,1,1.3745749642208345,256,2,DLMT,4,True,2048,8,1,1,2,True,False,10,3.232645975050524e-05,1.3745949999999998,True,False,1.374615035779165
12,2,1,16,4,1.075068311508022,8,2048,DLMT,1,True,128,1,8,18,30,True,False,10,2.6925824035667495e-05,1.075085,True,False,1.0751016884919782
13,1,256,1,8,1.65315455778953,2048,8,DLMT,1,False,1,20,512,1,22,False,False,10,3.136877428276461e-05,1.653174,True,False,1.65319344221047
14,1,128,8,1,3.2576494212732636,4,4,DLMT,2,False,4,1,16,7,22,False,False,10,1.868154169239179e-05,3.257661,True,False,3.2576725787267367
15,4,8,1,16,1.281883703645882,256,1,DLMT,8,False,2048,1,1,6,8,True,False,10,0.0001295530779255926,1.2819639999999999,True,False,1.2820442963541179
16,8,2048,4,1,2.041910271365347,2048,8,DLMT,128,False,2048,1,512,29,10,True,False,10,2.5377155080872793e-05,2.041926,True,False,2.041941728634653
17,1,2048,8,2,0.558850845410077,4,1024,DLMT,16,True,512,1,256,21,17,False,False,10,0.0018415032880774338,0.5599921999999999,True,True,0.5611335545899229
18,4,4,2,2,1.9893389192581712,16,1,DLMT,8,False,64,1,2048,20,17,True,False,10,0.0005115896793329251,1.989656,True,False,1.989973080741829
19,4,4,4,4,1.6068643402198433,4,2,DLMT,2048,False,256,30,1,5,1,True,False,10,0.005539992418767365,1.6102980000000002,True,True,1.6137316597801572
20,2,2048,1,8,0.693269018172475,64,1,DLMT,128,True,128,26,128,1,29,False,False,10,0.0017894332315009638,0.6943781,True,True,0.695487181827525
21,2,16,32,1,1.7445788412691412,128,16,DLMT,2048,True,1024,1,2048,15,14,False,False,10,0.003807966517709949,1.746939,True,True,1.7492991587308588
22,1,2048,8,8,0.10785770420084115,1,1,DLMT,1,True,512,24,16,1,4,False,False,10,0.012944579064029084,0.11588069000000001,True,True,0.12390367579915887
23,32,16,1,2,2.8844473679106217,4,8,DLMT,256,True,1,1,512,20,24,True,False,10,0.0015063561995756949,2.8853809999999998,True,False,2.8863146320893778
24,2,1,16,4,0.4702801205196371,2048,2048,DLMT,1,False,2048,14,1,1,20,True,False,10,0.12520974747378896,0.5478845000000001,True,True,0.6254888794803631
25,1,16,2,8,1.4151969515200509,1,8,DLMT,64,True,16,4,512,1,22,False,False,10,0.006497387474977951,1.419224,True,True,1.4232510484799492
26,8,2,8,4,2.7949734068337286,2,1,DLMT,2048,True,1,1,2048,18,19,True,False,10,2.1931712199440973e-05,2.794987,True,False,2.795000593166271
27,32,1,1,1,0.9475477921976938,1,16,DLMT,2048,False,128,1,2048,1,4,True,False,10,0.002043591407302351,0.9488144000000001,True,True,0.9500810078023063
28,1,1024,2,32,0.987393843027632,2048,32,DLMT,128,True,1,28,128,22,1,True,False,10,1.8323755073668386e-05,0.9874051999999999,True,False,0.9874165569723677
29,1,1,8,1,inf,1,8,DLMT,1,False,64,13,256,12,1,False,False,1,inf,inf,False,False,inf
30,4,256,16,1,inf,32,128,DLMT,2048,False,256,9,1,19,1,True,False,1,inf,inf,False,False,inf
31,16,1,1,1,1.4663715847321646,128,2,DLMT,1,False,2048,2,128,24,1,False,False,10,0.6161898617479843,1.848283,True,True,2.2301944152678352
32,16,128,1,1,inf,4,128,DLMT,2,False,2048,29,2048,1,9,False,False,1,inf,inf,False,False,inf
33,1,256,32,1,1.2349130712514191,16,16,DLMT,16,True,512,1,2048,30,6,True,False,10,0.00372531018842723,1.2372219999999998,True,True,1.2395309287485805
34,16,1,1,1,2.92985361861867,16,256,DLMT,2,False,1,16,8,10,1,True,False,10,3.611094017050159e-05,2.9298759999999997,True,False,2.9298983813813293
35,32,512,2,2,2.056044975337081,2048,16,DLMT,32,True,2048,1,2048,18,30,False,False,10,0.0029832840964279525,2.057894,True,True,2.0597430246629194
36,4,2048,8,4,1.0269787554116787,4,16,DLMT,128,False,4,16,1024,1,2,True,False,10,0.006149201574188328,1.03079,True,True,1.0346012445883215
37,1,512,32,2,3.025072076650538,4,2,DLMT,2,True,4,1,256,16,5,False,False,10,5.957348403444124e-05,3.0251089999999996,True,False,3.025145923349461
38,2,2,1,1,1.07984854330389,4,2,DLMT,8,True,1,19,256,1,6,True,False,10,2.655183609468511e-05,1.079865,True,False,1.0798814566961101
39,2,512,4,2,inf,128,1,DLMT,1,False,1,30,64,1,17,True,False,1,inf,inf,False,True,inf
40,8,32,4,2,1.4879103576089165,256,2,DLMT,128,False,512,1,2048,1,6,True,False,10,2.685144316421886e-05,1.487927,True,False,1.4879436423910835
41,2,1,2,8,0.3530508807751175,1024,128,DLMT,1,True,1024,1,64,1,3,False,False,10,0.05927946709780715,0.389792,True,True,0.4265331192248826
42,2,512,1,2,1.0879120175083719,256,256,DLMT,1,True,256,7,1024,9,1,False,False,10,0.0017457101706755543,1.088994,True,True,1.0900759824916282
43,4,256,4,8,1.0997537828978703,8,2,DLMT,32,True,2048,21,1,18,1,True,False,10,3.261901286058379e-05,1.099774,True,False,1.0997942171021298
44,4,1024,2,1,2.294823147954986,1,256,DLMT,1,False,2,1,1,23,28,True,False,10,3.848376280976519e-05,2.294847,True,False,2.2948708520450136
45,2,4,8,2,1.2758289406498091,128,1,DLMT,512,True,2048,26,1024,30,1,True,False,10,0.0037287477790808403,1.27814,True,True,1.280451059350191
46,32,2048,2,2,2.838901327670639,16,512,DLMT,2,False,256,1,1024,30,21,False,False,10,0.00013499999999991893,2.838985,True,False,2.839068672329361
47,2,1024,1,2,2.796730926968902,1,1024,DLMT,8,False,1024,16,8,27,1,True,False,10,3.399999999999547e-05,2.796752,True,False,2.7967730730310985
48,2,8,32,1,0.694538628204388,2048,1,DLMT,128,True,1,28,128,20,1,True,False,10,0.0001183807416770185,0.694612,True,False,0.694685371795612
49,1,1,1,1,2.8969084654211974,1,1,DLMT,1,False,1,1,1,1,1,False,True,10,2.0223748416120093e-05,2.8969210000000003,True,False,2.896933534578803
50,1,512,2,1,0.9500607408845634,2048,2,DLMT,256,True,1,30,512,1,11,False,False,10,1.945661841121565e-05,0.9500728,True,False,0.9500848591154367
51,1,2048,8,8,1.4392858047714878,1,2048,DLMT,1,False,256,30,1024,1,1,False,False,10,0.006223340019635729,1.4431430000000003,True,True,1.4470001952285128
52,4,2048,2,8,1.1670297755578374,64,8,DLMT,16,True,128,30,16,5,1,True,False,10,0.05349385315155379,1.200185,True,True,1.2333402244421627
53,1,1,1,1,3.355200706031751,16,16,DLMT,2,True,1,30,1024,1,24,False,False,10,4.88773976393965e-05,3.355231,True,False,3.355261293968249
54,1,512,32,2,inf,128,1,DLMT,512,False,2048,30,512,19,1,False,False,1,inf,inf,False,True,inf
55,2,2048,16,1,1.7351631544454151,128,1,DLMT,2048,False,128,30,2048,8,1,False,False,10,0.003807461227642405,1.7375230000000002,True,True,1.7398828455545852
56,1,128,4,4,1.1309200091580953,2048,8,DLMT,1024,True,1,30,1,1,19,False,False,10,2.4186773244884262e-05,1.130935,True,False,1.1309499908419047
57,1,64,4,8,0.6846228546142377,4,8,DLMT,4,False,2048,30,32,1,14,True,False,10,0.590042556530298,1.0503282999999999,True,True,1.416033745385762
58,1,512,1,32,inf,1,32,DLMT,512,False,1,30,512,24,1,True,False,1,inf,inf,False,False,inf
