id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,32,2048,RS,8,1,True,1,16,False,1,32,8,False,0.13866424229833862,16,16,256,1,False,True,True,256,False,256,False,1,False,16,8,256,True,12,1,8,1,4,1,4,4.747780577086625e-05,35,0.1386957005588042,16,0.1386799714285714,1,8,8,True,2048,128,16,1024,True,1,1,32,4
2,1,1024,RS,1,32,True,1,1,False,1,64,32,False,0.34381996911624035,64,16,512,128,True,True,True,16,False,256,False,512,False,4,8,64,False,16,1,4,1,16,1,8,0.00021612896754540594,35,0.34396317374090246,16,0.3438915714285714,12,1,32,True,1024,256,8,64,False,8,1,32,1
3,1,512,RS,8,32,True,1,16,False,1,1,8,True,0.1327814396128702,128,512,256,1024,False,True,False,1,False,16,False,1024,True,16,16,1024,True,4,1,4,1,16,1,12,0.0005111219080590826,35,0.13312010324427254,4,0.13295077142857137,4,1,1,True,128,256,1,128,True,1,1,1,1
4,16,256,RS,8,1,False,1,1,True,16,512,8,True,0.0841316670514884,128,1,64,256,False,False,False,128,False,32,False,2048,False,1,4,1,False,12,1,1,16,1,4,1,2.403155748390086e-05,35,0.08414759009136875,4,0.08413962857142858,12,8,8,True,1,512,1,1,True,8,1,1,1
5,128,2048,RS,1,1,True,1,128,False,32,256,1,False,0.08759742613419245,32,64,1,1,False,True,False,32,False,64,False,128,False,4,12,256,True,16,1,1,4,8,16,1,3.8479830285168935e-05,35,0.08762292243723609,12,0.08761017428571427,8,1,1,True,2048,128,8,256,True,16,1,8,1
6,256,512,RS,32,8,True,1,16,False,1,16,1,True,0.12508076699986329,1,32,512,2048,True,False,True,256,True,16,False,128,True,8,4,1024,False,4,1,8,1,16,16,1,2.605839595984359e-05,35,0.1250980330001367,12,0.1250894,8,1,8,True,2048,256,16,1024,False,8,8,8,1
7,64,512,RS,1,1,True,1,1,False,1,64,32,True,0.21335067078185824,64,128,256,1024,True,False,True,128,True,32,True,256,False,8,16,128,False,1,16,12,1,8,4,1,6.834859029942313e-05,35,0.21339595778957024,1,0.21337331428571424,8,8,1,True,1024,1024,8,512,False,16,1,32,1
8,16,256,RS,8,32,False,1,512,True,64,16,1,True,0.13198784511844772,32,64,64,128,True,False,False,32,True,32,True,128,True,4,1,2048,False,16,1,16,1,12,12,1,6.37689963693884e-05,35,0.1320300977386951,12,0.1320089714285714,4,32,1,True,1,1024,8,2048,True,1,1,1,8
9,512,256,RS,1,1,False,8,64,True,1,512,8,False,0.11873426774166264,256,128,1,64,False,True,False,32,True,512,False,1024,True,8,4,2048,True,1,4,12,1,8,4,1,2.8169081327887205e-05,35,0.11875293225833734,16,0.11874359999999999,8,1,8,True,1024,128,1,512,False,1,8,1,8
10,1,2048,RS,1,1,True,1,512,True,64,256,1,True,0.1321063264013519,64,128,1,256,True,True,True,1,True,32,True,1024,True,12,1,64,True,4,1,4,1,1,1,1,6.37823723328611e-05,35,0.13214858788436235,12,0.13212745714285712,8,1,32,True,64,1,4,1024,False,12,32,1,1
11,256,1,RS,32,1,True,8,16,False,1,256,1,False,0.12080392542604122,16,512,1024,128,True,False,True,128,False,64,False,128,True,8,4,256,False,1,1,8,1,16,1,4,0.00019271682938065219,35,0.12093161743110169,8,0.12086777142857145,16,8,8,True,1,1,4,1,False,1,32,1,1
12,1,2048,RS,1,8,True,8,128,False,64,1,32,True,0.14523056992108196,16,32,1,128,False,True,False,64,False,128,True,1024,True,1,8,1,False,8,1,1,1,8,12,1,4.1831830474132056e-05,35,0.1452582872217752,12,0.14524442857142858,4,1,1,True,1024,256,8,64,True,1,1,32,8
