id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,True,True,512,DLMT,1.3567125016508594,2048,32,1,2,1,30,8,8,10,1.357745,False,False,True,0.0016658706432373458,1.3587774983491405,False
2,True,True,2048,DLMT,1.3532652260684568,8,128,2048,16,1,7,128,256,10,1.35547,True,False,False,0.0035572629928078085,1.3576747739315431,False
3,True,True,256,DLMT,0.15190389611166605,8,8,32,23,5,1,256,2048,10,0.1702279,True,True,False,0.02956461883890945,0.18855190388833393,False
4,True,True,8,DLMT,1.230067458966845,128,2,2048,1,6,20,32,256,10,1.2311900000000002,False,True,True,0.001811148806697028,1.2323125410331555,False
5,False,True,128,DLMT,0.2620160704755597,1,16,256,1,9,13,32,64,10,0.26902780000000004,True,True,False,0.011312981161479935,0.2760395295244404,False
6,False,True,1,DLMT,0.29755930325682817,512,4,1,1,9,6,1,128,10,0.3053878,True,True,True,0.012630783299542437,0.3132162967431718,False
7,True,True,4,DLMT,2.6036483782051323,2,4,2048,3,1,4,1,2,10,2.6039010000000005,False,False,False,0.00040758925402911147,2.6041536217948686,False
8,False,True,1,DLMT,1.3939256670141145,2,2048,2048,1,6,17,1,1,10,1.3966129999999999,True,False,True,0.0043358414408278655,1.3993003329858853,False
9,True,True,8,DLMT,1.1609122604780595,8,1,64,14,1,8,64,1,10,1.16129,False,True,False,0.000609458776292534,1.1616677395219404,False
10,True,True,64,DLMT,0.1349207906081113,1,1,256,3,1,30,256,512,10,0.1468698,True,True,False,0.01927896928676427,0.1588188093918887,False
11,True,True,256,DLMT,0.20541768600408025,1,1,16,30,1,2,2,128,10,0.2078662,True,False,False,0.00395052213764206,0.21031471399591975,False
12,False,True,2,DLMT,0.3761914686544999,1,1,2,1,5,3,32,2048,10,0.3954584,True,False,False,0.031085972525240382,0.41472533134550005,False
13,True,True,8,DLMT,0.6096092709515182,1024,1,1,1,25,4,1,512,10,0.6108491,True,False,False,0.002000385585331002,0.6120889290484819,False
14,True,True,2048,DLMT,1.1824258691831677,16,2048,512,1,6,7,4,16,10,1.1825180000000002,False,True,True,0.00014864723340854107,1.1826101308168326,False
15,False,True,1,DLMT,1.4780667865774764,256,2048,1,1,3,21,4,1024,10,1.4782920000000002,False,False,False,0.0003633675824836409,1.478517213422524,False
16,True,True,1,DLMT,0.20817496152050957,1,32,64,9,12,1,16,512,10,0.2171928,True,True,True,0.014549710806748016,0.2262106384794904,False
17,True,True,512,DLMT,0.2058614183000893,8,2,1,5,1,18,2,2048,10,0.2103195,True,True,True,0.0071928322550995185,0.21477758169991068,False
18,False,True,512,DLMT,0.5632304608833445,256,128,512,1,11,1,64,1,10,0.5711389,True,False,False,0.012759765252150997,0.5790473391166555,False
19,False,True,2048,DLMT,1.1777810957289683,1,32,32,9,1,14,1024,1,10,1.1781190000000001,False,False,False,0.0005451871238391722,1.178456904271032,False
20,False,True,1024,DLMT,1.1802333956035618,32,1,32,1,17,6,512,512,10,1.181257,False,True,True,0.0016515208142799853,1.1822806043964382,False
21,False,True,1,DLMT,1.104872979509417,2048,1024,2048,10,1,5,512,2048,10,1.1051920000000002,False,True,False,0.0005147193410005183,1.1055110204905834,False
22,True,True,64,DLMT,0.2091299065940312,2,16,256,20,1,2,2048,2048,10,0.2204181,True,False,True,0.018212784578147293,0.23170629340596882,False
23,False,True,32,DLMT,4.801665143582194,4,2,2048,6,10,1,8,8,10,4.803838,True,False,True,0.0035057661074291333,4.806010856417806,False
24,False,True,2048,DLMT,1.3379237830284396,8,1,1024,1,8,15,2048,2048,10,1.3382399999999999,False,False,False,0.00051019604075297,1.3385562169715601,False
25,True,True,1024,DLMT,1.6309318533828978,64,128,1,22,4,1,1,4,10,1.6311410000000002,False,True,True,0.00033744481030236346,1.6313501466171025,False
26,True,True,32,DLMT,0.6731576419228077,512,4,1,3,30,1,128,2048,10,0.7043402,True,True,True,0.05031108100567904,0.7355227580771923,False
27,True,True,2048,DLMT,2.766833446497205,1,256,512,30,1,2,128,256,10,2.767121,False,True,True,0.00046394935068388846,2.767408553502795,False
28,False,True,256,DLMT,2.118831542792628,2048,1,1,1,1,2,8,32,10,2.1190539999999998,False,False,True,0.00035892060403375334,2.1192764572073717,False
29,False,True,32,DLMT,3.9884171370706127,4,32,1,30,1,2,4,512,10,3.988776,False,False,False,0.0005790025906677636,3.9891348629293875,False
30,False,True,1,DLMT,0.19825919153209443,32,16,64,4,1,26,8,8,10,0.1995917,True,True,False,0.0021499179542484865,0.2009242084679056,False
31,False,True,1,DLMT,1.5001305771812934,512,1,2048,23,1,3,2048,1,10,1.500516,False,True,True,0.0006218552886323402,1.5009014228187065,False
32,False,True,64,DLMT,2.031554425590566,128,8,512,16,5,1,1,1024,10,2.0318950000000005,False,False,True,0.0005494952229091588,2.0322355744094347,False
33,False,True,2048,DLMT,2.5598888809664953,2048,8,2048,8,9,1,2,1,10,2.5635149999999998,True,True,False,0.0058505132253504,2.5671411190335043,False
