id,speedup,T2_J,T2_I,T3_J,T3_I,T2_Ja,T2_Ia,technique,T3_Ja,VEC2,VEC3,U2_J,SCREP,RT2_I,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,points,T3_Ia,U3_I,U3_J
1,1.0053615791957762,16,8,512,4,2048,64,RS,512,False,True,2,True,32,1,32,False,6.941052000000001,8,False,32,301,128,1,23
