id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.12764928844908158,1,1,64,16,21,28,1,SIMA,1,512,1,2048,0.1276067115509184,6.425840689857615e-05,8,0.127628,1
2,True,35,0.12048803902072444,8,512,64,32,9,21,1,SIMA,10,1,1024,1,0.12043790383641839,7.566561238739236e-05,8,0.12046297142857142,1
3,True,35,0.43832089566827515,1,32,16,16,24,1,1,SIMA,5,64,1,128,0.4382625329031534,8.808293865234841e-05,1,0.4382917142857143,1
4,True,35,0.124562676652493,1,1,64,128,1,11,5,SIMA,17,256,1,512,0.12453509477607848,4.1627443851775625e-05,8,0.12454888571428574,1
5,True,35,0.1368687176785147,8,32,256,64,1,14,12,SIMA,6,1,512,2048,0.13682242517862822,6.98661110223515e-05,1,0.13684557142857146,1
6,True,35,0.15270423493112995,32,32,64,1,1,5,2,SIMA,24,1024,128,1024,0.15265907935458434,6.815023020908228e-05,1,0.15268165714285714,1
7,True,35,0.14692056706844903,1,128,64,16,23,1,10,SIMA,22,1024,256,256,0.14678429007440813,0.0002056735673987568,1,0.14685242857142858,1
8,True,35,0.12989772464889437,8,32,16,128,2,1,14,SIMA,23,512,1,2048,0.12985707535110558,6.134921119530232e-05,1,0.12987739999999998,8
9,True,35,0.1352827689706786,1,16,256,256,1,25,5,SIMA,29,1,256,256,0.13520317388646425,0.00012012742893974665,32,0.13524297142857142,1
10,True,35,0.12542093562952364,1,16,256,1,5,1,8,SIMA,15,2048,2048,256,0.12538437865619065,5.517294515930083e-05,1,0.12540265714285714,32
11,True,35,0.12268036933606309,1,1,1,32,1,6,21,SIMA,11,2048,64,64,0.12263894494965123,6.251899956111326e-05,8,0.12265965714285716,8
12,False,1,inf,1,1,1,16,1,6,20,SIMA,11,2048,1,128,inf,inf,1,inf,32
13,True,35,0.2568034853919382,1,16,16,64,1,7,22,SIMA,10,2048,128,128,0.2550602860366332,0.002630891828926117,1,0.2559318857142857,1
14,True,35,0.12295345883349339,1,1,1,32,1,5,21,SIMA,10,2048,64,64,0.1228304840236495,0.00018559748854739911,8,0.12289197142857144,8
15,True,35,0.1777503206500895,1,1,1,1,1,1,1,SIMA,1,1,1,1,0.17753939363562476,0.00031833774901663514,1,0.17764485714285713,1
