id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,256,512,1,1,14.421185169799802,1,False,2048,RS,16,False,True,True,True,6,1,True,1,23,2,10,20,32,14.421750000000003,0.0009113177272500599,True,False,4,32,4,14.422314830200204,16
2,1,1,8,4,2.4975276552147445,1,False,128,RS,256,False,False,True,True,22,1,True,1,1,16,10,22,4,2.539783,0.06817632052993175,True,True,8,8,1,2.5820383447852553,14
3,1,64,4,1,6.827513974476957,4,False,64,RS,128,True,False,False,True,1,14,True,30,27,16,10,1,1,6.828232,0.0011584886706394193,True,False,1,8,64,6.828950025523043,22
4,2048,32,16,2,4.688614770858822,2048,False,2048,RS,1024,False,True,True,True,30,11,True,1,21,4,10,1,2,4.689186,0.0009216420129311064,True,False,1,16,128,4.689757229141178,26
5,32,1024,8,4,12.333192260044935,128,False,1024,RS,32,True,True,False,True,1,1,True,25,22,2,10,28,16,12.33639,0.005159350734346504,True,False,1,2,64,12.339587739955064,4
6,64,256,4,2,10.5783275435276,2048,False,512,RS,16,True,True,True,False,1,16,True,4,1,1,10,1,16,10.579229999999999,0.001456056317592233,True,False,8,1,2,10.580132456472398,7
7,32,1,2,4,8.68631497989753,2048,False,128,RS,16,True,True,True,True,1,22,False,2,12,1,10,1,8,8.686519999999998,0.0003307869404918643,True,False,32,4,64,8.686725020102466,14
8,8,2,1,8,2.582628953519061,8,False,8,RS,256,True,False,False,False,6,1,False,1,4,32,10,15,2,2.6143050000000003,0.051107293266225685,True,True,4,2,1024,2.6459810464809395,5
9,256,256,2,1,20.09397140637346,2048,False,1,RS,64,False,False,True,True,1,1,True,2,26,4,10,13,16,20.0973,0.005370474839341503,True,False,8,2,256,20.100628593626542,24
10,1024,128,16,4,2.1691298855264463,1,False,256,RS,2048,True,True,False,False,1,30,True,26,8,8,10,1,4,2.2839579999999997,0.18526788452400483,True,True,8,2,1,2.398786114473553,25
11,2048,64,8,256,5.265016921612194,2048,False,1,RS,512,True,False,True,False,21,8,True,1,4,2,10,1,1,5.265257,0.00038735126177679395,True,False,16,2,2048,5.265497078387806,1
12,64,64,8,4,5.292981610208708,256,False,64,RS,64,True,False,False,True,1,1,True,20,12,4,10,24,1,5.293234,0.00040721493096416604,True,False,4,8,4,5.293486389791292,17
