id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,8,1,8,4.606178548454056,False,1,DLMT,2,True,True,False,22,6,0.0004234489343474674,10,1,3,4.606440999999999,True,False,4.606703451545942
2,1,1,32,512,3.3051426421364667,False,64,DLMT,4,False,False,False,23,19,0.00016998823488698864,10,1,29,3.3052479999999997,True,False,3.305353357863533
3,4,2,1,32,0.29131809443433887,False,4,DLMT,32,False,True,False,17,2,0.03814907240825129,10,1,22,0.31496270000000004,True,True,0.3386073055656612
4,1,128,1,1,inf,False,8,DLMT,8,True,False,True,12,4,inf,1,16,1,inf,False,False,inf
5,8,4,1,1,3.4048984845326733,False,2048,DLMT,16,False,True,False,25,15,0.00043000581391421696,10,10,1,3.4051649999999993,True,False,3.4054315154673254
6,2,512,512,1,2.4344725940852507,False,512,DLMT,4,True,False,False,24,21,0.0006379623813360615,10,1,4,2.434868,True,False,2.435263405914749
7,8,1,128,128,inf,False,1,DLMT,4,True,True,True,5,4,inf,1,1,24,inf,False,False,inf
8,2,256,1,256,inf,False,128,DLMT,2,False,True,True,6,7,inf,1,1,14,inf,False,False,inf
9,1,2048,4,1,inf,False,512,DLMT,16,True,True,False,30,3,inf,1,1,12,inf,False,True,inf
10,8,1,4,16,inf,False,512,DLMT,4,False,False,True,18,21,inf,1,21,1,inf,False,True,inf
11,32,2048,128,1,inf,False,1,DLMT,2,False,True,True,21,13,inf,1,1,30,inf,False,False,inf
12,4,1,8,2048,inf,False,1,DLMT,1,False,True,True,28,1,inf,1,11,1,inf,False,True,inf
13,4,2048,1,1,inf,False,2048,DLMT,16,False,False,True,19,9,inf,1,1,1,inf,False,False,inf
14,2,16,256,512,8.555218027612883,False,2048,DLMT,16,False,False,False,24,17,0.014257894830584051,10,29,1,8.564055,True,True,8.572891972387117
15,8,256,2048,2048,inf,False,2048,DLMT,16,True,True,True,11,12,inf,1,1,24,inf,False,False,inf
16,4,1,1,2048,inf,False,256,DLMT,32,True,True,True,1,23,inf,1,19,1,inf,False,False,inf
17,16,128,256,256,1.338290493717595,False,1,DLMT,2,True,True,False,1,19,0.042629425705725824,10,11,1,1.3647120000000001,True,True,1.3911335062824053
18,2,8,2048,512,inf,False,1,DLMT,32,True,False,True,9,17,inf,1,1,10,inf,False,True,inf
19,2,2,4,8,inf,False,8,DLMT,2,True,True,True,1,21,inf,1,1,30,inf,False,True,inf
20,32,1,1,256,inf,False,1024,DLMT,2,True,False,True,26,28,inf,1,6,1,inf,False,True,inf
21,2,4,256,16,inf,False,512,DLMT,32,False,False,True,30,23,inf,1,23,1,inf,False,False,inf
22,16,4,8,8,11.60347294259001,False,2048,DLMT,1,False,False,False,11,1,0.00022113344387477375,10,1,7,11.60361,True,False,11.60374705740999
23,4,1,2048,32,2.508141763815647,False,1,DLMT,2,True,True,False,2,4,0.0001681784766252304,10,27,1,2.5082459999999998,True,False,2.5083502361843526
24,1,1,128,2,inf,False,2048,DLMT,32,False,False,False,4,15,inf,1,1,6,inf,False,True,inf
25,8,4,1,2048,6.997288678644609,False,1024,DLMT,4,False,False,False,22,7,0.01795484115774908,10,1,30,7.008417,True,True,7.01954532135539
26,8,1,2048,1,2.5558464770860634,False,2048,DLMT,2,False,True,False,20,29,0.00026060698378974284,10,1,14,2.5560080000000003,True,False,2.556169522913937
27,1,128,128,256,inf,False,2048,DLMT,1,True,False,True,21,7,inf,1,21,1,inf,False,False,inf
28,2,16,1,1024,inf,False,512,DLMT,4,False,True,True,4,1,inf,1,1,1,inf,False,True,inf
29,2,32,16,1,0.2802478469089766,False,64,DLMT,2,False,False,False,30,7,0.0224171740121274,10,3,1,0.29414190000000007,True,True,0.30803595309102355
30,32,512,8,512,2.55319512959749,False,256,DLMT,4,False,True,False,12,7,0.0001885629868240467,10,10,1,2.553312,True,False,2.55342887040251
31,8,2,32,1,0.5212508140833817,False,128,DLMT,1,False,True,True,12,28,0.0293656531078401,10,24,1,0.5394515,True,True,0.5576521859166182
32,4,1024,128,2048,2.34392847066593,False,2048,DLMT,2,True,False,False,30,30,0.00029772638445386935,10,11,1,2.344113,True,False,2.3442975293340704
33,16,128,4,2048,0.24406181203959723,False,16,DLMT,1,False,False,True,18,21,0.034769701009499644,10,30,1,0.2656119,True,True,0.2871619879604028
34,2,512,4,1,0.16106477328522764,False,1,DLMT,8,False,True,False,1,25,0.04519869514056795,10,1,20,0.1890787,True,True,0.21709262671477234
35,16,1,4,128,inf,False,16,DLMT,8,True,True,False,30,6,inf,1,1,2,inf,False,True,inf
36,1,64,1,1024,4.044930189567441,False,4,DLMT,4,False,False,False,29,27,0.00035787707386751274,10,22,1,4.045152,True,False,4.045373810432559
37,2,64,8,1,inf,False,1,DLMT,32,True,False,True,2,1,inf,1,1,1,inf,False,False,inf
38,32,128,1,1,inf,False,1024,DLMT,1,True,False,False,4,21,inf,1,1,29,inf,False,False,inf
39,1,1024,1,1024,0.4760831096078282,False,128,DLMT,1,False,False,True,6,19,0.06951328769444012,10,1,1,0.5191671,True,True,0.5622510903921718
40,1,32,256,64,6.220829550449085,False,512,DLMT,16,False,False,False,29,30,0.00024435425103728564,10,7,1,6.220981,True,False,6.2211324495509155
41,1,16,8,1,inf,False,512,DLMT,2,True,True,True,17,16,inf,1,30,1,inf,False,False,inf
42,32,4,32,2048,inf,False,64,DLMT,4,True,False,False,1,15,inf,1,1,20,inf,False,True,inf
43,1,1,1,1,1.9322575334973922,True,1,DLMT,1,False,False,False,1,1,0.0010672342760612572,10,1,1,1.932919,True,False,1.933580466502608
