id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,20,25,0.1890787,43,DLMT,10.222827848932745,8,1,1,512,4,True,False,True,1,False,2
