id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,21,1,0.36307789999999995,43,DLMT,5.2987802342142,1,16,26,8,1,True,True,True,32,False,2
