id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,4,128,16,1,3.7926462197148654,False,16,DLMT,8,False,False,False,24,20,0.0005240124044333224,10,1,20,3.792970999999999,True,False,3.793295780285133
2,4,1,8,1,inf,False,1024,DLMT,8,False,True,True,14,1,inf,1,1,9,inf,False,False,inf
3,1,1024,2048,2048,2.718982378115197,False,1,DLMT,4,False,True,False,8,18,0.00013653204751989235,10,1,30,2.7190670000000003,True,False,2.7191516218848037
4,4,128,512,256,inf,False,1,DLMT,32,False,True,True,18,5,inf,1,7,1,inf,False,True,inf
5,4,32,4,1,inf,False,1024,DLMT,32,True,False,True,1,30,inf,1,1,30,inf,False,False,inf
6,2,1,16,4,inf,False,32,DLMT,32,True,False,True,18,30,inf,1,1,22,inf,False,False,inf
7,32,1,128,2048,7.907053201920021,False,1,DLMT,2,False,False,False,30,30,0.0022262167459615734,10,1,17,7.9084330000000005,True,False,7.90981279807998
8,32,8,8,8,2.7714693898338116,False,128,DLMT,4,False,False,False,23,21,0.06712801490436017,10,1,7,2.8130750000000004,True,True,2.8546806101661892
9,8,2048,1,1,2.1040150766135377,False,16,DLMT,2,True,False,True,22,30,0.0008437037394725681,10,28,1,2.104538,True,False,2.105060923386462
10,2,1,1,1,3.167521540788216,False,128,DLMT,16,False,False,False,5,16,0.00018467268341584275,10,1,15,3.1676359999999995,True,False,3.167750459211783
11,2,8,1,32,0.3384912097009769,False,16,DLMT,1,True,True,False,26,1,0.039669066413138596,10,1,21,0.36307789999999995,True,True,0.387664590299023
12,8,32,1,512,inf,False,1024,DLMT,8,False,True,True,18,11,inf,1,1,23,inf,False,True,inf
13,8,1,2048,512,4.6552639062517445,False,2048,DLMT,1,False,True,True,4,19,0.03668001930206687,10,12,1,4.6779980000000005,True,True,4.700732093748257
14,1,32,16,1024,6.7044138454265,False,2048,DLMT,32,False,True,False,3,2,0.051130055779355414,10,30,1,6.736104,True,True,6.7677941545735
15,2,128,4,1,3.8865532580679196,False,128,DLMT,32,False,True,False,30,30,0.0004432786933747489,10,1,1,3.886828,True,False,3.8871027419320803
16,1,2048,8,1,1.9221627075931462,False,1,DLMT,2,True,False,True,11,17,0.0009298112711727819,10,1,10,1.922739,True,False,1.9233152924068537
17,8,2,32,2,0.3635348208950113,False,64,DLMT,4,False,True,False,8,29,0.05209025148998611,10,23,1,0.3958201,True,True,0.4281053791049887
18,2,1024,4,2048,0.7273280791104801,False,256,DLMT,16,False,False,False,28,14,0.060902102989059424,10,30,1,0.7650749,True,True,0.8028217208895199
19,1,4,2048,1,4.2040576549553235,False,2048,DLMT,4,False,False,False,30,4,0.0001844884820251554,10,13,1,4.204172,True,False,4.204286345044676
20,8,1,4,8,4.380986911527752,False,16,DLMT,4,True,True,False,5,6,9.210863151736892e-05,10,30,1,4.381043999999999,True,False,4.3811010884722466
21,2,1,64,256,2.960161222010433,False,2048,DLMT,2,False,True,False,11,14,0.00015291827882891687,10,1,30,2.9602559999999998,True,False,2.9603507779895666
22,8,1,1024,512,3.422092382808236,False,1024,DLMT,16,True,True,False,25,11,0.013889458196776455,10,1,1,3.430701,True,True,3.439309617191764
23,32,128,128,2048,inf,False,1024,DLMT,2,False,True,True,24,24,inf,1,30,1,inf,False,False,inf
24,32,16,512,256,inf,False,1,DLMT,4,True,True,True,3,4,inf,1,9,1,inf,False,False,inf
25,4,2,128,4,0.5894541614802217,False,1,DLMT,1,True,True,True,2,20,0.02913162832661436,10,26,1,0.6075098000000001,True,True,0.6255654385197785
26,32,128,1024,128,inf,False,2048,DLMT,2,True,False,True,29,18,inf,1,21,1,inf,False,True,inf
27,8,8,4,1024,inf,False,8,DLMT,8,True,False,True,30,29,inf,1,6,1,inf,False,True,inf
28,1,4,2,64,7.500521987170672,False,256,DLMT,1,False,False,True,15,24,0.0021200764137171814,10,1,2,7.501836,True,False,7.503150012829328
29,8,8,128,256,3.4316722067012853,False,256,DLMT,1,True,True,False,8,11,0.00047240342928484295,10,1,10,3.4319649999999995,True,False,3.4322577932987137
30,32,2048,16,2048,inf,False,1024,DLMT,1,False,True,True,2,2,inf,1,1,18,inf,False,False,inf
31,4,64,1,2048,inf,False,8,DLMT,8,True,True,True,14,10,inf,1,1,5,inf,False,False,inf
32,16,256,256,256,inf,False,512,DLMT,2,True,False,True,2,1,inf,1,20,1,inf,False,True,inf
33,2,256,1,1024,2.187199660940018,False,1024,DLMT,4,False,True,False,1,30,0.00014898322053172458,10,1,12,2.1872920000000002,True,False,2.1873843390599825
