id,speedup,T2_J,T2_I,T4_I,T4_J,T2_Ja,T2_Ia,technique,T4_Ia,VEC4,points,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,U2_I,RT2_J,cost_mean,OMP,RT4_J,RT4_I,T4_Ja,U3_I
1,3.550946244574614,64,4,2048,128,2048,1,DLMT,2048,True,80,True,True,False,1,1,True,30,17,32,7,4,1.8136960000000002,True,32,2,128,11
