id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,8,1,64,8,7.3176915030248,1,False,8,DLMT,512,False,False,True,False,1,8,False,25,18,8,10,1,16,7.3188130000000005,0.0018094642853618776,True,False,32,1,32,7.3199344969752005,30
2,1,64,512,64,22.861858757494876,1,False,1,DLMT,1,False,False,False,False,15,1,False,1,12,4,10,10,16,22.86276,0.00145409765834349,True,False,4,16,1,22.863661242505128,26
3,1,2048,16,128,2.586203960117729,128,False,2048,DLMT,64,False,False,True,True,1,19,True,17,4,1,10,1,32,2.63821,0.08390844903822263,True,True,2,32,1,2.6902160398822708,9
4,64,8,8,16,7.324818953693691,256,False,2048,DLMT,512,True,True,False,False,16,4,False,1,11,16,10,1,1,7.325171,0.0005680044013915152,True,False,4,16,256,7.3255230463063095,11
5,256,128,64,1,2.523034602223113,1,False,1024,DLMT,128,False,True,True,True,1,1,True,26,22,16,10,11,1,2.5736660000000002,0.08169055113047033,True,True,1,1,128,2.6242973977768873,1
6,1,64,1024,4,5.192353848658804,512,False,256,DLMT,2048,True,True,False,True,11,16,True,1,8,16,10,1,4,5.193794,0.002323592907546445,True,False,2,8,32,5.195234151341195,9
7,2,2,64,2048,2.5351014554530993,512,False,1,DLMT,1024,True,False,True,False,7,28,False,1,18,2,10,1,1,2.585814,0.08182147630054101,True,True,2,4,2048,2.636526544546901,23
8,32,64,512,256,8.046394926661318,128,False,256,DLMT,1,True,False,False,True,1,1,False,29,12,2,10,30,8,8.046783999999999,0.0006277451712281101,True,False,2,2,2048,8.04717307333868,9
9,1,2,1,64,inf,1,False,16,DLMT,256,False,True,False,True,1,1,True,20,14,2,1,1,4,inf,inf,False,True,32,2,64,inf,17
10,4,8,2048,512,2.2841625341024083,32,False,256,DLMT,1,False,False,True,False,15,30,False,1,9,8,10,1,4,2.3452110000000004,0.09849783027559537,True,True,32,4,512,2.4062594658975924,5
11,16,32,4,256,23.035837445933808,32,False,1,DLMT,2048,False,False,True,True,20,1,False,1,30,8,10,1,16,23.03723,0.0022467977212023552,True,False,4,32,512,23.038622554066194,24
12,1,32,2,2048,5.42059358214948,128,False,128,DLMT,128,True,False,True,False,1,1,True,2,2,16,10,27,2,5.420912,0.0005137470194560073,True,False,8,2,2048,5.421230417850521,28
