id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,64,128,2048,0.20630966702063272,1,1,16,64,RS,False,True,True,True,False,11,1,35,0.20634256155079586,4.964546961265602e-05,0.2063261142857143,4,1,True,15,1
2,1,256,2048,0.11720933220635317,1,1,64,256,RS,True,False,False,False,False,29,1,35,0.11723701065078969,4.177318737747273e-05,0.11722317142857143,1,18,True,8,1
3,1,1024,1024,inf,1,32,128,256,RS,True,False,True,True,False,21,32,1,inf,inf,inf,28,1,False,28,1
4,1,1024,1,inf,32,256,128,1,RS,False,False,False,True,True,25,1,1,inf,inf,inf,1,23,False,30,1
5,256,128,2048,0.24889746394892326,8,256,128,1,RS,False,False,False,True,True,8,1,35,0.24901979319393397,0.0001846231815988258,0.24895862857142861,26,1,True,1,1
6,512,256,1,0.1908288990180533,1,128,1,256,RS,True,False,True,False,True,21,1,35,0.19090047241051813,0.0001080208369921728,0.19086468571428572,1,30,True,1,1
7,1,1024,256,0.2840343636671255,1,16,16,1,RS,True,False,False,True,True,1,1,35,0.2840877506185889,8.057328265343938e-05,0.2840610571428572,18,16,True,1,1
8,512,512,1024,0.1349457359394722,1,128,16,16,RS,False,False,False,True,True,16,8,35,0.13497346406052776,4.184816090855845e-05,0.13495959999999999,1,30,True,12,8
9,64,1024,256,0.12190970402511195,1,64,128,16,RS,True,True,True,False,True,30,1,35,0.12192709597488804,2.624848294936003e-05,0.1219184,11,1,True,9,8
10,1,1,512,inf,32,1,1,1,RS,True,True,False,False,True,8,1,1,inf,inf,inf,1,19,False,11,1
11,512,512,2048,0.10849070596325547,8,16,128,512,RS,True,False,False,False,True,30,1,35,0.10852152260817313,4.650945920905106e-05,0.1085061142857143,3,1,True,17,8
12,2048,1,512,0.12519611961338334,1,256,512,16,RS,False,True,False,True,True,30,1,35,0.1253126803866167,0.00017591722079270355,0.12525440000000002,1,11,True,5,8
13,1024,64,2048,0.2399611297765206,8,1,16,64,RS,False,True,False,True,True,3,8,35,0.240019898794908,8.869606898313685e-05,0.2399905142857143,13,1,True,16,1
14,2048,512,1024,0.16104844636620602,1,64,128,1,RS,False,False,False,True,False,26,8,35,0.16116543934807975,0.00017656952379925127,0.1611069428571429,1,25,True,15,1
15,64,1,512,0.1574766167156236,1,128,1,1,RS,False,True,False,True,True,27,8,35,0.15750995471294785,5.031476433616655e-05,0.15749328571428572,1,22,True,5,1
16,2048,1024,1024,0.10561685109743268,1,16,1,16,RS,False,True,True,True,True,8,8,35,0.10568200604542446,9.833391675141165e-05,0.10564942857142857,27,4,True,1,8
