id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,128,512,256,1,5,8,DLMT,6,1.5738359719384198,1,1,1,116,8,0.11309005714285716,1
