id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
25,16,4,False,1,4,4,2,1,4,1.349160081655748,128,1,RS,True,False,1,True,1024,True,1,24,32,8,10,256,8,4,1.350802,29,True,0.0026491311783300095,True,1.352443918344252
26,4,128,False,4,32,16,1024,1024,2,0.8496141543828247,4,16,RS,False,True,1,True,256,False,12,1,32,1,10,1,8,4,0.8497622,9,False,0.00023886221969998404,True,0.8499102456171753
27,8,1,False,1,4,64,16,256,3,0.3771897257771896,4,256,RS,False,True,1,False,256,True,1,19,128,32,10,64,32,4,0.38322629999999996,18,True,0.009739629890812078,True,0.3892628742228103
28,1,64,False,16,4,4,16,2048,30,0.6981069699794041,8,64,RS,True,False,1,False,256,False,4,1,64,32,10,128,2,4,0.7022020999999999,1,True,0.006607232725581871,True,0.7062972300205957
29,8,128,False,2,2,4,1,64,3,2.298416054584055,1024,4,RS,False,False,24,False,2048,True,11,1,8,4,10,32,1,32,2.301335,1,False,0.004709533416379951,True,2.3042539454159447
30,2,1024,False,32,8,16,1024,128,10,0.9028208627075777,64,16,RS,True,False,7,True,512,False,1,26,32,8,10,2048,4,32,0.9053712,1,True,0.004114807572657571,True,0.9079215372924224
31,2,1,False,16,1024,2,1,512,13,1.006025455867253,8,128,RS,False,False,1,False,2048,False,1,26,1024,32,10,16,32,32,1.0206935000000001,9,True,0.023665959499880852,True,1.0353615441327473
32,16,2048,False,8,4,128,512,256,11,1.1781477540383976,1,2,RS,False,True,1,True,16,True,18,1,4,1,10,1,8,4,1.186734,9,True,0.013853363634872218,True,1.1953202459616024
33,1,1,False,4,512,32,2,128,1,0.302364044835772,4,256,RS,False,False,2,False,128,True,1,15,1024,32,10,64,2,1,0.3262531,22,True,0.03854347634152892,True,0.35014215516422803
34,1,32,False,4,16,32,128,256,15,0.8534478008534403,16,8,RS,True,True,1,False,2048,False,1,1,1,1,10,128,8,16,0.8603794,4,True,0.011183695875693315,True,0.8673109991465597
35,1,512,False,32,64,2,16,256,1,0.7908963719029215,64,1,RS,True,True,14,False,1024,True,1,22,512,4,10,1,1,16,0.8030853,6,True,0.01966606291076076,True,0.8152742280970785
36,8,1024,False,1,1,16,64,1,8,1.2534514294256645,256,256,RS,True,True,1,False,512,True,1,9,32,8,10,256,4,32,1.255806,7,False,0.0037989503813553732,True,1.2581605705743355
37,4,256,False,4,4,16,16,32,9,0.7306666433870393,64,1,RS,False,True,1,False,1024,True,1,23,256,2,10,64,16,4,0.7380242000000001,6,True,0.011870951249162818,True,0.7453817566129609
38,8,512,False,16,32,128,16,1,1,1.2694457290384589,256,4,RS,False,False,26,False,256,True,1,13,128,1,10,512,2,32,1.271311,3,False,0.0030094964695111604,True,1.2731762709615413
39,8,1,False,32,2,128,8,512,26,1.2182506961208617,64,128,RS,True,False,3,False,1024,True,4,1,64,2,10,1024,16,16,1.220175,1,False,0.00310474234035613,True,1.2220993038791383
40,4,64,False,1,32,32,4,512,2,0.23900424310208532,2,32,RS,False,True,10,True,256,True,25,1,512,2,10,16,8,2,0.24833649999999996,1,True,0.015057004996014315,True,0.2576687568979146
41,32,8,False,4,4,4,2,1024,1,0.7465691714479756,4,4,RS,True,False,2,True,16,False,1,9,1024,1,10,4,1,4,0.7619993,10,True,0.024895534406997568,True,0.7774294285520245
42,32,1,False,4,32,64,8,256,26,1.3067992888112072,64,256,RS,True,False,1,False,1024,True,15,1,512,4,10,1024,4,16,1.309349,3,False,0.00411379739413599,True,1.311898711188793
43,1,256,False,2,512,64,256,1024,4,0.7184940956615123,2,32,RS,True,True,12,False,1,True,21,1,1,4,10,1024,1,32,0.7257684,1,True,0.011736628981100162,True,0.7330427043384876
44,8,32,False,2,512,32,32,128,8,0.6875188279600132,1,16,RS,False,True,8,False,256,True,10,1,512,32,10,512,32,4,0.6887465999999999,1,False,0.0019809323663366033,True,0.6899743720399866
45,1,1,False,4,4,4,32,512,2,2.4325206156922263,2048,128,RS,False,False,11,False,1,True,1,13,256,4,10,1024,16,16,2.435028,1,False,0.004045505654426849,True,2.4375353843077736
46,16,512,False,1,128,128,4,128,1,0.47552599075369484,16,512,RS,True,True,17,True,32,False,22,1,512,8,10,64,1,16,0.4815696,6,True,0.009750980455318326,True,0.48761320924630513
47,4,32,False,4,16,128,512,1,4,1.4372610514358308,16,2,RS,True,True,24,True,128,False,1,15,16,16,10,1024,2,1,1.437371,1,False,0.00017739503938947183,True,1.437480948564169
48,32,32,False,2,2,8,1024,128,11,1.392840389310293,8,32,RS,True,True,1,True,1024,False,1,24,2,4,10,1,4,2,1.395148,6,True,0.003723183583977569,True,1.3974556106897071
49,16,128,False,2,16,8,2,64,1,1.181693681622363,4,32,RS,False,False,21,False,4,True,23,1,1,8,10,32,1,16,1.189187,1,False,0.012089994251446093,True,1.1966803183776369
50,1,256,False,8,16,8,16,128,14,0.12292921114656144,16,64,RS,True,True,4,True,64,True,2,1,256,1,10,1,8,4,0.13886,1,True,0.02570331806985238,True,0.15479078885343858
51,1,256,False,16,32,128,8,512,3,0.1621768916873327,1,32,RS,True,True,17,False,32,True,1,19,1024,1,10,16,2,8,0.179986,1,True,0.028733867463326266,True,0.1977951083126673
52,16,256,False,1,32,1,512,8,13,0.48751558255670846,8,16,RS,True,True,1,True,64,True,1,16,64,32,10,1,8,16,0.4954129,2,True,0.012741821137105959,True,0.5033102174432915
53,2,128,False,4,4,1,8,16,1,0.49157930588791227,2048,1,RS,False,True,3,True,2048,False,1,6,4,4,10,1,8,8,0.4968266,30,True,0.008466176459299668,True,0.5020738941120878
54,1,1,False,16,8,8,512,64,1,1.7339532133332882,256,64,RS,True,True,1,False,512,False,1,30,8,4,10,1024,16,4,1.738471,5,True,0.007289162434738281,True,1.742988786666712
55,16,1,False,32,16,8,128,256,1,0.7646501394158827,128,64,RS,True,True,3,True,2048,False,21,1,128,8,10,1024,8,2,0.7665219999999999,10,True,0.003020128407866129,True,0.7683938605841172
56,2,64,False,16,1,64,4,2048,1,inf,16,2,RS,False,False,23,True,32,False,1,1,1,32,1,256,1,4,inf,3,False,inf,False,inf
57,8,1,False,32,4,1,2048,64,27,1.005899699322199,1024,1024,RS,True,True,1,True,2048,True,1,29,64,1,10,1,2,8,1.008324,1,True,0.003911455483576435,True,1.010748300677801
58,2,2048,False,1,64,1,2,512,1,0.9877255065150059,128,64,RS,True,False,3,False,256,False,17,1,1,32,10,64,4,2,0.9970776999999998,23,True,0.015089171415621175,True,1.0064298934849938
59,32,256,False,32,2,32,2,1024,8,0.9008416783861735,16,64,RS,True,False,5,False,128,True,30,1,32,8,10,512,2,16,0.9067162999999999,1,True,0.009478329621299308,True,0.9125909216138264
60,4,2048,False,16,32,256,16,1,12,0.5513413181325059,2,256,RS,False,True,1,True,256,True,1,24,1,32,10,32,8,4,0.5548862000000001,2,False,0.005719442207068801,True,0.5584310818674943
61,1,256,False,4,64,2,512,32,10,1.1289551092373455,4,16,RS,True,False,1,True,2048,True,1,27,128,32,10,512,2,4,1.130948,11,False,0.0032154029296497257,True,1.1329408907626546
62,16,128,False,1,2,1,2,2,4,0.8123109614125954,1,64,RS,True,True,1,False,1024,False,1,13,16,1,10,1,8,32,0.8409186,5,True,0.04615661161567214,True,0.8695262385874045
63,8,512,False,1,8,32,128,1,3,0.4659402537288763,128,32,RS,False,False,18,True,128,True,1,19,128,16,10,512,4,1,0.4757455000000001,1,False,0.015820143370083594,True,0.4855507462711239
64,8,8,False,1,32,2,128,128,24,1.5507520848617933,2,4,RS,False,True,1,True,1024,True,1,14,512,1,10,2048,1,16,1.555061,3,False,0.006952161462451825,True,1.5593699151382068
65,32,1,False,32,32,1024,16,1024,8,1.7512188755961837,16,16,RS,False,True,1,True,64,False,20,1,64,4,10,2048,1,4,1.751795,13,False,0.0009295402089205175,True,1.7523711244038163
66,16,512,False,16,1,4,2,4,10,0.8546052208726589,2,2,RS,False,False,1,False,512,False,11,1,64,8,10,128,4,4,0.8623061,3,True,0.012424880365218823,True,0.870006979127341
67,16,8,False,16,32,64,4,2048,2,0.8626667568897182,2048,4,RS,False,False,17,False,2048,True,1,29,512,1,10,256,8,2,0.8674241,1,True,0.007675671572572665,True,0.8721814431102819
68,8,128,False,8,8,8,2,1024,1,1.1824746541084554,16,8,RS,False,False,11,False,16,True,14,1,16,4,10,512,16,2,1.189766,2,True,0.011764124446808619,True,1.1970573458915448
69,1,64,False,8,32,512,128,1024,1,0.945999682498197,256,1,RS,True,True,19,False,256,True,17,1,256,32,10,1024,1,16,0.9474473999999999,3,False,0.0023358004281188007,True,0.9488951175018029
70,32,1024,False,4,16,512,128,2048,9,0.5879299763446993,1,1024,RS,False,False,10,True,64,True,1,17,32,2,10,2048,32,16,0.5929036,1,True,0.008024626523396581,True,0.5978772236553006
71,32,1024,False,16,2048,32,8,128,17,0.12282322574174319,1,512,RS,False,True,1,False,4,True,1,1,2048,2,10,32,2,8,0.13807730000000001,5,True,0.024611481962896916,True,0.15333137425825685
72,16,256,False,16,1,4,2,1,16,1.1124560527907161,8,128,RS,True,True,1,False,512,True,20,1,2048,32,10,1024,2,4,1.1157949999999999,2,False,0.005387179688853886,True,1.1191339472092836
73,32,2048,False,4,64,1,32,1024,1,0.7084634589117437,8,8,RS,True,False,1,False,16,True,25,1,1024,32,10,32,16,32,0.7192119000000001,13,False,0.017341928424774455,True,0.7299603410882566
74,8,1024,False,32,2,64,4,64,24,1.5363865803692285,1,16,RS,False,True,1,False,32,True,1,28,64,4,10,8,4,4,1.538668,3,False,0.0036809259704590645,True,1.5409494196307714
75,2,128,False,16,128,8,2048,256,1,inf,2,64,RS,False,True,26,False,1024,False,1,14,1,16,1,1,1,32,inf,4,False,inf,False,inf
76,2,512,False,8,2,32,1,1,10,0.7701972483998135,1,2,RS,True,False,4,False,512,True,1,6,64,1,10,32,4,16,0.7818819,1,True,0.018852444745708713,True,0.7935665516001865
77,32,32,False,4,2,4,128,16,14,2.1388348760904883,32,2,RS,False,True,5,False,32,False,29,1,512,4,10,1,32,1,2.1392650000000004,1,False,0.0006939776653466863,True,2.1396951239095126
78,4,512,False,2,2,16,2,32,10,2.7026124759509496,4,1,RS,True,False,1,False,16,True,1,21,8,32,10,2048,32,4,2.7086859999999997,6,True,0.009799246093450216,True,2.71475952404905
79,32,64,False,8,1,4,2,2048,1,1.2624918144565238,32,4,RS,False,True,1,True,1,False,1,15,2048,4,10,8,1,4,1.2626519999999999,11,False,0.00025844922131819896,True,1.262812185543476
80,32,1,False,16,1,4,1,1024,7,1.4140182786283222,16,128,RS,True,True,8,False,512,True,11,1,4,32,10,512,1,32,1.4155440000000001,1,True,0.00246165472802339,True,1.417069721371678
81,16,1,False,4,2,32,16,256,5,0.4938295321613829,1,8,RS,True,False,1,True,128,True,26,1,2,16,10,512,8,1,0.5012531,22,False,0.011977456177753278,True,0.5086766678386171
82,32,1024,False,8,1,1,32,2,3,1.202056974528819,16,2,RS,True,False,7,True,2048,True,29,1,32,4,10,32,32,2,1.2038440000000001,1,False,0.00288325233026869,True,1.2056310254711813
83,8,1024,False,1,2,2,64,4,2,1.2268738594957365,512,4,RS,False,True,18,True,1,True,8,1,512,16,10,256,4,2,1.238301,1,True,0.018436966914327297,True,1.2497281405042637
84,32,1024,False,16,1,256,32,1024,1,0.8236051753958269,512,32,RS,False,True,7,True,2048,True,1,1,2048,16,10,64,4,1,0.825606,2,False,0.0032282036800672987,True,0.827606824604173
85,32,64,False,2,128,4,8,16,22,1.0966695677572318,2,4,RS,True,True,3,True,256,False,8,1,1,2,10,64,1,4,1.096935,1,False,0.0004282580997482648,True,1.0972004322427682
86,8,2048,False,4,32,128,2048,1024,5,1.0023243730222313,2048,1,RS,True,True,7,False,2048,False,1,7,2048,8,10,2048,8,16,1.0063549999999999,1,True,0.006503161154392502,True,1.0103856269777685
87,16,8,False,8,4,1,1024,8,8,7.004774662567876,4,2,RS,False,False,1,False,2048,True,1,6,128,8,10,1,32,16,7.0076909999999994,11,True,0.0047053255997857885,True,7.0106073374321225
88,8,32,False,8,64,2,8,4,8,inf,4,16,RS,False,True,1,False,1,False,1,24,512,4,1,1,1,4,inf,6,False,inf,False,inf
89,2,256,False,32,32,16,512,256,1,inf,8,64,RS,False,True,16,True,2048,False,29,1,1024,16,1,1,16,4,inf,7,False,inf,False,inf
90,32,128,False,2,1,1,16,1,14,1.327781281822449,64,32,RS,True,True,1,False,1,False,1,7,64,16,10,256,32,32,1.3279330000000003,2,False,0.00024478766308785594,True,1.3280847181775515
91,2,1,False,32,32,1,32,256,1,0.6608607556452519,32,2048,RS,False,False,2,False,1024,False,17,1,64,4,10,128,2,1,0.6693011999999999,8,True,0.013618121983592295,True,0.6777416443547479
92,8,1024,False,4,16,4,4,32,7,0.8320911191701054,64,4,RS,True,False,1,False,1024,True,30,1,2048,16,10,128,4,2,0.8390528000000002,12,True,0.01123223076507956,True,0.8460144808298949
93,1,256,False,1,8,16,32,128,1,1.6401415012702378,1024,1,RS,False,True,17,False,2048,False,1,17,64,1,10,1024,4,16,1.6402370000000002,5,False,0.00015408114745159673,True,1.6403324987297625
94,32,1,False,8,4,2,2,1024,13,3.2692101092558685,8,4,RS,False,True,1,True,16,False,1,1,256,8,10,8,4,2,3.270832,8,False,0.002616817914949427,True,3.2724538907441314
95,8,1,False,8,512,256,8,256,18,0.6480453599738722,1,128,RS,False,False,1,False,128,True,1,5,1,32,10,16,8,4,0.6565019999999999,2,False,0.013644252672828948,True,0.6649586400261276
96,8,128,False,2,8,4,1,16,2,1.5849035856615914,8,4,RS,False,False,1,True,256,True,27,1,512,8,10,256,16,4,1.587097,17,True,0.0035389350092930724,True,1.5892904143384086
97,32,64,False,8,8,16,2,32,8,0.3403936809199088,64,2,RS,False,True,1,True,256,True,1,25,1024,8,10,32,16,1,0.34442229999999996,3,True,0.006499921538757216,True,0.3484509190800911
98,1,64,False,8,128,16,16,256,1,1.2998273242283083,1,4,RS,True,True,6,False,2,False,1,6,1024,1,10,256,1,1,1.30008,6,False,0.00040767634221281336,True,1.3003326757716915
99,32,1024,False,1,128,2,4,2,1,0.6056940380431193,8,512,RS,True,True,1,True,32,False,1,25,128,16,10,1,1,16,0.6243903,22,True,0.030165233637583503,True,0.6430865619568806
100,1,1,False,32,16,1,32,1,2,0.7459798967170214,128,1024,RS,False,True,1,True,1024,True,1,19,128,32,10,64,8,8,0.7565557999999999,23,True,0.017063549611965267,True,0.7671317032829784
101,16,512,False,16,16,16,32,256,3,0.8476360794834276,2048,16,RS,False,True,17,True,2048,True,1,20,64,1,10,256,16,2,0.8492887999999998,1,False,0.002666559798691955,True,0.8509415205165721
102,2,256,False,32,1,128,4,512,2,1.3784095467991675,512,128,RS,False,False,9,True,1024,False,24,1,8,16,10,1,4,32,1.3784500000000002,1,False,6.526867548833202e-05,True,1.3784904532008329
103,2,1,False,1,32,8,1,128,1,inf,1,2048,RS,False,False,2,True,2048,True,7,1,64,1,1,1024,4,2,inf,12,False,inf,False,inf
104,1,256,False,16,16,2,8,4,1,1.9973399358555508,32,16,RS,True,False,2,True,64,False,1,30,32,8,10,16,2,16,1.9974040000000002,28,False,0.00010336343647539292,True,1.9974680641444496
105,32,2048,False,2,1024,32,8,1024,4,1.3462203105581783,32,8,RS,True,True,1,False,2048,False,1,27,2048,2,10,1024,1,4,1.347926,14,True,0.002752021802239204,True,1.3496316894418217
106,32,1024,False,2,2,16,16,1,1,1.1667274498164049,8,128,RS,True,True,17,True,16,True,28,1,512,4,10,512,32,8,1.1769560000000001,2,True,0.01650311740247887,True,1.1871845501835954
107,4,64,False,16,16,1,2,2048,3,inf,4,1,RS,False,True,1,False,8,False,1,12,256,4,1,2048,16,2,inf,26,False,inf,False,inf
108,2,512,False,16,1,1,4,16,6,inf,4,1,RS,True,False,4,True,1024,False,11,1,8,2,1,4,16,4,inf,1,False,inf,False,inf
109,4,2048,False,32,4,64,1,512,3,4.312468313479673,32,1024,RS,False,False,1,False,1,False,1,26,16,16,10,512,4,32,4.312841000000001,24,False,0.0006013060784658304,True,4.313213686520328
110,1,1,False,1,8,32,64,256,5,0.6910028587971965,16,4,RS,True,False,5,True,256,True,1,8,2048,16,10,2048,8,16,0.6935844999999999,1,False,0.004165314447913873,True,0.6961661412028034
111,8,1,False,8,128,8,64,2048,1,0.4488906399526647,8,1,RS,False,False,4,True,16,True,1,21,128,16,10,512,4,2,0.4560887,7,True,0.011613613649936863,True,0.4632867600473353
112,4,1,False,2,256,2,128,2048,11,1.3596589318443673,2048,8,RS,True,False,8,False,1,False,17,1,256,4,10,1,16,16,1.3597810000000001,1,False,0.000196949232037103,True,1.359903068155633
113,2,8,False,4,128,512,1,1,1,1.0187393874448776,32,8,RS,True,True,9,True,128,False,4,1,128,32,10,8,1,32,1.018878,14,False,0.00022364257197590354,True,1.0190166125551223
114,32,1024,False,2,32,2,16,128,1,0.6489094372788,64,128,RS,True,False,3,False,512,True,23,1,128,16,10,1,4,16,0.6679041,17,True,0.030646684357202508,True,0.6868987627212
115,8,256,False,2,2048,1,1024,32,26,0.6740894025032051,1,128,RS,False,False,2,False,4,True,1,29,1,16,10,1,1,16,0.6797626999999999,1,False,0.009153505919045457,True,0.6854359974967947
116,4,512,False,8,1,64,1,256,27,0.20246712314498955,1,128,RS,False,False,3,False,16,True,1,4,128,8,10,1,1,4,0.2235671,1,True,0.03404347527045381,True,0.24466707685501043
117,8,1024,False,2,16,2,1,512,4,2.3088270836508165,4,2,RS,False,True,1,False,4,True,18,1,1,1,10,1,1,2,2.3209740000000005,20,False,0.019598279618374553,True,2.3331209163491846
118,1,8,False,8,1,1,16,256,20,1.1261787249098072,512,1,RS,False,True,3,False,1024,False,1,11,128,8,10,128,1,4,1.126255,1,False,0.00012306502346316286,True,1.1263312750901928
119,16,1024,False,1,2,2,2,8,1,13.52229270905696,128,128,RS,False,True,4,False,128,True,1,27,1024,8,10,2048,16,32,13.531600000000001,27,True,0.015016724010249562,True,13.540907290943043
120,2,128,False,1,16,1,1,16,1,1.17738958419076,2,1,RS,False,True,8,False,1,True,1,26,16,16,10,2,32,8,1.1835689999999999,14,False,0.009970095736751963,True,1.1897484158092397
121,16,64,False,1,1,128,64,512,29,0.26186701459705974,1,2,RS,False,False,4,False,64,True,1,26,8,1,10,128,32,2,0.27229960000000003,1,True,0.01683231529647661,True,0.2827321854029403
122,32,1,False,4,16,8,2,1024,23,0.6416823104109655,1,128,RS,False,False,1,False,8,True,1,2,1024,4,10,512,4,4,0.6505833000000001,4,False,0.014361182528259991,True,0.6594842895890347
123,2,32,False,2,1,16,32,16,1,1.487629573140626,8,4,RS,False,True,4,False,2048,True,6,1,1,16,10,1,16,1,1.489767,2,False,0.003448602760539406,True,1.4919044268593742
124,8,32,False,2,4,16,16,512,14,0.3969863835603404,16,2,RS,True,False,9,True,256,True,1,26,4,2,10,16,32,32,0.4131538,1,True,0.02608510168199465,True,0.42932121643965965
125,2,8,False,4,8,64,1,512,15,0.22494652373845142,64,1,RS,True,True,1,True,64,True,16,1,64,1,10,4,1,8,0.251905,6,True,0.04349579273217123,True,0.27886347626154856
126,32,1,False,32,1,1,256,32,1,0.7004663164326038,16,32,RS,True,False,22,True,64,False,29,1,256,16,10,1,2,1,0.7045307000000001,4,True,0.006557625272154549,True,0.7085950835673963
127,2,16,False,8,64,2,8,256,1,1.3655735722588584,128,1,RS,True,True,25,True,1024,True,1,18,2048,1,10,16,4,32,1.3682229999999997,3,False,0.004274683730991078,True,1.370872427741141
128,16,2048,False,1,8,2,128,64,1,inf,1024,2048,RS,True,True,4,False,1,True,22,1,1024,2,1,256,8,32,inf,4,False,inf,False,inf
129,2,128,False,32,64,4,1,256,1,1.6247591254252058,32,16,RS,True,False,13,False,512,False,13,1,1,16,10,4,16,8,1.6248359999999997,4,False,0.00012403225386968005,True,1.6249128745747936
130,2,32,False,2,64,64,16,256,3,0.5330640538446246,1,32,RS,True,False,1,True,8,True,28,1,1,32,10,16,32,8,0.5415461000000001,4,False,0.013685243852047353,True,0.5500281461553757
131,32,256,False,1,2,16,16,64,1,0.31632887551918626,8,256,RS,True,False,10,False,8,True,1,24,64,8,10,128,4,16,0.3218647,4,True,0.008931701921246588,True,0.32740052448081375
132,16,512,False,8,1,32,256,64,1,3.762372314685467,64,64,RS,False,False,5,True,1,False,1,5,2,32,10,256,2,32,3.764762,5,False,0.0038556057889779565,True,3.7671516853145333
133,32,512,False,2,2,32,64,2048,4,5.542845357826877,2,512,RS,False,True,1,False,256,False,21,1,32,1,10,256,1,2,5.550962,24,True,0.013095687687174054,True,5.559078642173123
134,8,512,False,8,4,8,128,1024,7,0.967798586270231,2,2,RS,False,True,1,True,512,False,1,21,64,8,10,128,8,32,0.9724813999999998,11,True,0.007555423141029241,True,0.9771642137297687
135,16,8,False,32,1,4,16,64,1,0.9590817501955625,4,8,RS,True,False,2,True,1,True,1,14,16,32,10,2048,16,32,0.9675931999999999,23,True,0.01373268477610989,True,0.9761046498044373
136,2,64,False,2,1,64,2,1,1,1.262268445554176,2,1,RS,True,False,27,False,512,True,29,1,256,1,10,2048,32,2,1.265042,4,True,0.004474954301442618,True,1.267815554445824
137,1,128,False,16,4,128,4,128,1,1.0741328841701372,1,4,RS,False,True,6,True,1,True,1,4,1,16,10,16,1,16,1.106961,4,False,0.05296608413881473,True,1.139789115829863
138,16,1,False,2,4,4,2,8,26,2.483403400512078,2,2,RS,False,True,1,True,1024,True,19,1,1024,4,10,2048,16,16,2.488072,4,True,0.007532489362753831,True,2.4927405994879215
139,1,1,False,8,8,256,16,256,7,0.6236335392850352,8,1,RS,False,False,1,True,32,True,1,6,128,8,10,256,1,2,0.6327692,3,True,0.014739809515729858,True,0.6419048607149649
140,1,32,False,2,4,1,1,64,10,1.2533915567088527,2,4,RS,True,False,6,False,2048,True,1,11,1,1,10,4,4,32,1.2554900000000002,1,False,0.0033857052441108974,True,1.2575884432911477
141,4,8,False,2,512,16,64,2048,6,1.0249644854412063,512,1,RS,True,False,1,False,2048,True,17,1,1024,8,10,2048,8,8,1.027851,9,True,0.004657208283940046,True,1.0307375145587938
142,32,2048,False,1,128,2,8,128,15,0.48952818333495324,4,2048,RS,False,True,1,True,512,True,10,1,1,16,10,32,2,2,0.5012212,5,True,0.01886594124765581,True,0.5129142166650468
143,2,32,False,1,4,32,512,32,1,1.4860810212946018,4,32,RS,True,False,8,False,32,False,1,14,512,8,10,1,32,4,1.490205,2,True,0.006653778249986975,True,1.4943289787053982
