id,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,T1_I,T1_J,technique,speedup,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,points
1,8,32,16,64,1,2,1,5,8,1,RS,14.374916470805399,True,True,8,True,32,True,1,6,512,1,32,32,2,0.09854339,1,True,301
