id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,512,2048,DLMT,1,32,False,1,32,True,1,16,32,False,0.21437555874485867,16,32,512,2048,False,True,False,128,False,32,True,2048,True,1,8,1,False,1,8,1,16,8,1,12,0.00013612786905954866,35,0.2144657555408556,8,0.21442065714285713,1,1,32,True,128,512,1,512,False,1,1,32,1
2,1,1024,DLMT,32,1,True,32,1,False,1,64,1,True,0.15387317518983026,1,512,1024,1024,False,True,True,128,True,64,False,256,True,16,1,2048,True,16,1,12,1,16,1,12,0.0005186469209119338,35,0.1542168248101697,1,0.154045,4,32,1,True,1024,64,1,2048,False,1,8,8,4
3,1,64,DLMT,1,32,True,1,32,False,64,256,32,True,0.15949510872782133,64,1,1,1,False,True,False,32,False,16,True,2048,True,4,1,2048,True,16,1,1,12,1,1,8,8.306764393786287e-05,35,0.15955014841503581,12,0.15952262857142857,4,1,1,True,1,128,16,2048,True,1,32,1,8
4,1,1024,DLMT,32,1,True,8,256,False,16,16,1,False,0.09334696922868631,256,128,1024,128,False,False,False,1,True,32,True,256,False,4,1,256,False,12,1,1,1,12,8,1,2.788861899391555e-05,35,0.09336544791417083,8,0.09335620857142857,8,1,8,True,1,512,8,1,True,1,32,1,1
5,256,128,DLMT,1,1,False,8,64,False,128,1,1,False,0.10018998026037972,256,16,2048,128,True,True,False,1,True,16,True,64,True,1,1,2048,False,12,1,16,1,16,16,1,5.327078304784551e-05,35,0.10022527688247744,1,0.10020762857142858,8,1,1,True,256,256,4,512,True,1,1,8,16
6,16,256,DLMT,32,32,True,1,1,True,256,1,1,True,0.1565486161597147,32,1,512,1024,True,True,True,1,True,1,False,256,True,1,12,1,True,16,1,1,8,1,1,16,0.0003149063300962584,35,0.156757269554571,16,0.15665294285714285,12,1,32,True,512,64,1,128,True,1,8,8,12
7,512,1024,DLMT,1,8,True,1,128,False,32,16,8,False,0.1169117586554294,512,512,1024,1,True,True,False,128,True,512,True,1,False,1,8,2048,True,4,1,1,16,1,1,16,0.00010335624937909904,35,0.11698024134457057,4,0.11694599999999998,12,8,8,True,1,128,8,1,False,1,8,8,12
8,512,512,DLMT,1,1,False,32,512,True,64,1,1,True,0.18606233095581193,16,16,2048,128,False,False,False,512,False,64,False,1,False,16,8,1,True,12,1,1,8,8,16,1,5.69555214932807e-05,35,0.18610006904418808,4,0.1860812,12,1,32,True,1,2048,1,128,True,1,1,32,16
9,512,1,DLMT,1,32,False,1,16,False,1,128,8,True,0.21619548362870317,16,512,512,1,True,False,True,128,True,128,False,1,False,16,1,512,False,16,1,1,4,16,1,12,7.762392856403515e-05,35,0.2162469163712969,4,0.21622120000000003,1,8,8,True,1024,2048,1,128,False,1,8,8,8
10,1,2048,DLMT,1,1,False,32,64,False,64,32,32,True,0.1409019803358198,512,128,128,256,True,False,False,256,True,512,False,2048,True,8,8,2048,False,1,1,4,1,1,8,1,0.0001376150501973401,35,0.1409931625213231,12,0.14094757142857145,8,1,32,True,2048,1024,8,256,True,1,1,1,12
