id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.15094547899963598,1,512,1,1,1,29,18,DLMT,29,2048,256,2048,0.15090977814322112,5.388086631729211e-05,1,0.15092762857142855,1
2,True,35,0.20346847253846703,32,512,512,1,25,15,1,DLMT,4,1024,1024,512,0.20329129889010436,0.00026739609692936887,1,0.2033798857142857,1
3,True,35,0.27561094943891046,1,256,256,512,4,3,1,DLMT,29,1,512,512,0.27533750770394666,0.00041268695058563955,32,0.27547422857142856,1
4,True,35,0.16843782116045874,32,1,1,64,23,1,23,DLMT,3,128,2048,1,0.16836543598239845,0.00010924600959414902,1,0.1684016285714286,1
5,True,35,0.2909419472952617,1,1,256,256,26,1,26,DLMT,18,1024,1024,256,0.290411538419024,0.0008005099211612208,32,0.29067674285714284,1
6,True,35,0.1546943448489624,1,16,256,512,1,1,15,DLMT,26,2048,2048,2048,0.15465702657960903,5.6321917291114816e-05,1,0.15467568571428572,32
7,True,35,0.1577560620705185,1,1,32,256,1,26,20,DLMT,19,1,1,1024,0.15769788078662444,8.780904142001417e-05,1,0.15772697142857148,1
8,True,35,0.16205430302523444,32,512,32,16,1,2,22,DLMT,25,2048,1,1,0.16199192554619413,9.414207240080518e-05,1,0.16202311428571428,1
9,True,35,0.11343853895795021,8,512,1,512,28,20,1,DLMT,5,1,256,2048,0.11326334675633552,0.00026440563456900276,8,0.11335094285714287,1
10,True,35,0.27722426626438634,1,1,256,1,1,16,30,DLMT,25,128,256,128,0.27708984802132797,0.0002028682813843447,32,0.27715705714285715,1
11,True,35,0.24196071065481173,1,1,16,512,28,5,1,DLMT,1,512,1,2048,0.24192597505947389,5.242406364427983e-05,1,0.2419433428571428,32
12,True,35,0.28218920914608153,1,256,16,32,2,10,1,DLMT,5,2048,1,2048,0.2820523908539186,0.00020649051171559986,32,0.28212080000000006,1
13,True,35,0.2149716917157152,1,1,512,1,20,11,1,DLMT,9,2048,2048,2048,0.21495173685571342,3.0116508456867736e-05,1,0.2149617142857143,8
14,True,35,0.15061561613830585,1,128,256,256,1,30,2,DLMT,1,1024,2048,1,0.15043541243312272,0.000271969154913733,1,0.15052551428571428,1
15,True,35,0.4155334468332285,1,16,32,128,29,1,30,DLMT,28,2048,128,2048,0.4155004960239143,4.9730407894847706e-05,1,0.4155169714285714,1
16,True,35,0.21985379998162,1,16,1,64,3,11,1,DLMT,29,2048,128,1,0.21982660001838003,4.105104835967577e-05,32,0.2198402,1
17,True,35,0.16837840339450597,1,512,512,64,1,28,24,DLMT,3,1024,512,512,0.16831028231977976,0.00010281048941958046,1,0.16834434285714286,32
18,True,35,0.1420261300472583,1,16,1,16,1,12,3,DLMT,4,128,2048,1,0.14200129852417034,3.747652326348191e-05,1,0.14201371428571433,1
19,True,35,0.13638607840983538,32,1,64,256,1,20,3,DLMT,3,1,2048,2048,0.13636175016159321,3.671696488278874e-05,1,0.1363739142857143,1
20,True,35,0.17740851073827538,1,16,1,1,29,25,1,DLMT,30,1,2048,256,0.17739148926172463,2.5689352991906248e-05,1,0.1774,32
21,True,35,0.17477251899832766,1,512,128,1,17,1,29,DLMT,16,64,1,1,0.17453433814452948,0.0003594701088876172,1,0.17465342857142857,1
22,True,35,0.19267211485444352,8,1,128,1,4,1,1,DLMT,15,1,1,64,0.1926471994312708,3.760314793596337e-05,1,0.19265965714285715,8
23,True,35,0.11904230705824095,1,256,1,1,2,1,28,DLMT,2,64,2048,1024,0.1189571215131876,0.00012856472998423155,8,0.11899971428571428,8
24,True,35,0.17785047667751844,1,1,1,1,1,1,1,DLMT,1,1,1,1,0.17769752332248154,0.00023084206103493653,1,0.177774,1
25,True,35,0.14681732314039567,1,512,1,64,1,24,24,DLMT,4,256,256,1,0.14675770543103292,8.997694035650727e-05,1,0.1467875142857143,8
26,True,35,0.19351814705044282,1,512,256,512,22,11,1,DLMT,20,1,256,2048,0.19345116723527148,0.0001010880642543598,1,0.19348465714285715,32
27,True,35,0.1777132053322698,32,256,64,256,27,1,24,DLMT,29,2048,256,512,0.17754576609630163,0.00025270461259044877,1,0.17762948571428572,1
28,True,35,0.1315946153988322,8,512,256,16,4,1,11,DLMT,10,1,256,2048,0.13157212745831062,3.39395140248803e-05,8,0.1315833714285714,1
29,True,35,0.13546161006502141,1,16,64,512,1,1,4,DLMT,3,2048,256,1024,0.13535776136355002,0.00015673175836961785,1,0.13540968571428572,32
30,True,35,0.286914972382886,1,512,256,64,1,20,30,DLMT,15,64,256,1,0.2867821133313998,0.0002005150999454219,32,0.2868485428571429,1
31,True,35,0.12335114547528318,1,32,256,256,1,7,8,DLMT,28,1,256,1,0.12331799738185965,5.0028155338076694e-05,1,0.12333457142857142,1
32,True,35,0.4133005141656593,32,512,1,1,16,1,1,DLMT,10,1024,256,2048,0.41327840012005507,3.337521994118723e-05,1,0.4132894571428572,1
33,True,35,0.26726227606843034,1,1,256,512,1,12,4,DLMT,9,512,256,2048,0.26717652393156954,0.00012941984833423614,32,0.26721939999999994,1
34,True,35,0.26518169835239463,8,1,256,16,30,23,1,DLMT,3,64,256,1,0.2651420159333196,5.988996713361019e-05,1,0.2651618571428571,8
35,True,35,0.2229171228420276,1,1,128,16,4,11,1,DLMT,29,2048,256,128,0.22288733430082955,4.495781242408423e-05,1,0.22290222857142858,32
36,True,35,0.32278818405103166,1,1,256,256,29,27,1,DLMT,19,1024,256,512,0.3222233016632539,0.0008525384396145499,32,0.3225057428571428,1
37,True,35,0.1992068980777352,1,128,1,512,4,25,1,DLMT,21,1,256,2048,0.19918618763655047,3.1256855574545686e-05,1,0.19919654285714283,1
38,True,35,0.1767520038368262,1,64,1,128,1,29,25,DLMT,1,1,256,2048,0.1766347961631738,0.000176893543449968,1,0.1766934,32
39,True,35,0.2821294381768239,32,1,64,64,1,18,30,DLMT,21,64,256,2048,0.2818048475374617,0.0004898825015308502,1,0.2819671428571428,1
40,True,35,0.2636914814827702,1,256,256,1,16,1,29,DLMT,29,1024,256,2048,0.26337931851722973,0.0004711262615114074,1,0.2635354,8
41,True,35,0.26721042380747034,1,1,1,1,22,1,29,DLMT,15,64,256,1024,0.2668232904782439,0.0005842739153541446,32,0.2670168571428571,1
42,True,35,0.28952098403845267,1,512,1,32,1,30,15,DLMT,29,2048,256,1,0.2888709588186901,0.000981038705679249,32,0.2891959714285714,1
43,True,35,0.20180314187122517,32,1,32,512,8,24,1,DLMT,14,1024,256,1,0.20167205812877476,0.0001978357471670451,1,0.20173759999999996,1
44,True,35,0.1207150297013289,1,1,16,128,24,4,1,DLMT,30,1,256,1,0.12068542744152826,4.467667062303676e-05,8,0.12070022857142858,8
45,True,35,0.2001852185206916,1,32,256,256,29,1,28,DLMT,1,2048,256,1,0.19977455290787982,0.0006197895850979733,1,0.1999798857142857,8
46,True,35,0.18047465547796607,1,1,16,1,9,29,1,DLMT,1,1,256,1,0.18044763023631957,4.078735298184098e-05,1,0.18046114285714282,1
47,True,35,0.19810453108190626,1,64,128,256,22,29,1,DLMT,1,2048,256,512,0.19808689748952232,2.661317764736053e-05,1,0.1980957142857143,1
48,True,35,0.13759643514853173,1,64,1,256,2,1,12,DLMT,22,1,256,64,0.13756247913718253,5.1247490730010093e-05,1,0.13757945714285713,32
49,True,35,0.22287400117284828,1,512,128,16,27,25,1,DLMT,3,64,256,1024,0.22284908454143743,3.760497144728217e-05,1,0.22286154285714285,1
50,True,35,0.2297386963695931,32,64,1,1,24,1,24,DLMT,13,64,256,1024,0.22961416077326402,0.0001879530770795584,1,0.22967642857142856,1
51,True,35,0.20154072447498017,1,16,1,256,24,25,1,DLMT,6,2048,256,256,0.20152516123930553,2.3488529549721943e-05,32,0.20153294285714285,1
52,True,35,0.21666256494983263,32,512,16,512,1,8,1,DLMT,4,1024,256,1024,0.21663417790731024,4.284262611284587e-05,1,0.21664837142857143,1
53,True,35,0.1533579843115278,1,512,1,16,7,1,19,DLMT,29,128,256,512,0.1532775585456151,0.00012138112014037152,1,0.15331777142857145,1
54,True,35,0.13108104456385386,8,1,16,32,1,28,9,DLMT,27,1,256,1,0.13105992686471754,3.187150220904577e-05,8,0.1310704857142857,1
55,True,35,0.19098779678579147,1,1,16,512,26,1,28,DLMT,2,1,256,1,0.19064243178563706,0.0005212358266070894,1,0.19081511428571427,8
56,True,35,0.33311260795060654,1,32,128,1,1,24,28,DLMT,8,64,256,2048,0.33269796347796493,0.0006257946067168662,32,0.33290528571428574,1
57,True,35,0.27209423369870794,8,1,256,16,12,6,1,DLMT,1,128,256,1,0.27206942344414914,3.744442412374899e-05,1,0.27208182857142854,1
58,True,35,0.1579875075926968,1,128,1,1,1,22,20,DLMT,3,256,256,1,0.15792483526444606,9.45870681932166e-05,1,0.15795617142857143,32
59,True,35,0.15278459015534276,32,1,256,1,24,1,21,DLMT,30,2048,256,1,0.1527452384160858,5.939089465016701e-05,1,0.1527649142857143,1
60,True,35,0.20044036590861591,1,32,32,256,3,1,1,DLMT,25,1,256,2048,0.2004068340913841,5.060728349612448e-05,1,0.2004236,32
61,True,35,0.2752623394856536,1,128,128,512,27,1,1,DLMT,26,1,256,512,0.27498846051434644,0.0004133468415611406,32,0.2751254,1
62,True,35,0.26167480194652076,1,512,64,64,3,1,3,DLMT,16,512,256,1,0.26147588376776504,0.0003002136327785988,32,0.2615753428571429,1
63,True,35,0.4185446564557668,1,16,16,1,11,1,25,DLMT,23,2048,256,1024,0.41852837211566185,2.4576843257216594e-05,32,0.4185365142857143,1
64,True,35,0.14554100547288304,1,1,1,512,4,1,4,DLMT,22,2048,256,64,0.1454990516699741,6.331801175214576e-05,1,0.14552002857142857,1
