id,T2_J,T2_I,T4_I,T4_J,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T4_Ia,VEC4,VEC2,VEC3,VEC1,U4_J,U2_J,SCR,U4_I,U1_I,RT2_I,runs,U2_I,RT2_J,cost_mean,cost_std,correct_result,OMP,RT4_J,RT4_I,T4_Ja,mean_confidence_interval_sup,U3_I
1,2,1,64,16,5.854963919667361,2048,False,512,DLMT,128,False,True,True,False,1,30,True,3,24,16,10,1,8,5.855141,0.0002857078927855871,True,False,1,4,512,5.855318080332639,29
2,1,2,4,2,15.505266336460457,8,False,4,DLMT,16,True,False,True,False,1,1,True,23,11,2,10,12,16,15.505619999999999,0.0005706137047077234,True,False,4,1,4,15.50597366353954,1
3,4,512,256,16,6.2093727341176095,1,False,1,DLMT,2048,False,False,False,False,1,7,True,26,15,2,10,1,1,6.209651,0.0004489643638418537,True,False,1,1,2048,6.209929265882391,23
4,16,8,32,256,7.397467853059877,1,False,1,DLMT,1,True,False,False,True,1,7,False,3,22,1,10,1,32,7.39758,0.00018094197965083604,True,False,8,16,2048,7.3976921469401224,13
5,1024,1,64,1,2.44328226927395,1024,False,64,DLMT,512,True,False,False,False,1,1,False,3,28,1,10,20,2,2.533887,0.1461849902041929,True,True,2,32,1,2.62449173072605,11
6,512,8,1024,16,2.375097785047312,1024,False,16,DLMT,1,False,True,False,True,28,1,False,1,7,8,10,1,1,2.467415,0.1489479749610581,True,True,16,8,2048,2.559732214952688,21
7,1,16,64,4,5.470010532095133,64,False,32,DLMT,1,False,True,False,True,15,22,False,1,20,16,10,1,8,5.470415,0.0006525833280126231,True,False,8,8,64,5.470819467904867,15
8,1,2,2,16,inf,1,False,2048,DLMT,32,False,False,True,False,12,30,True,1,3,1,1,1,4,inf,inf,False,True,16,4,2048,inf,5
9,16,2,16,1,2.632589974090679,16,False,1,DLMT,2048,False,True,False,False,29,1,True,1,25,4,10,22,1,2.689127,0.09121890780424859,True,True,8,2,2,2.745664025909321,11
10,4,16,32,512,2.69332111198696,1,False,32,DLMT,512,True,True,True,True,1,1,True,15,13,1,10,25,1,2.739758,0.07492297548816386,True,True,1,32,512,2.7861948880130405,6
11,4,64,1,4,5.5980238090078736,2048,False,1024,DLMT,2048,False,False,True,False,1,1,True,1,5,1,10,9,1,5.598158,0.0002165086603349795,True,False,32,4,128,5.598292190992126,27
12,1024,128,4,8,2.0520892305525784,2048,False,1024,DLMT,1,True,False,True,False,1,1,True,5,6,8,10,23,8,2.1181530000000004,0.1065897046670081,True,True,32,1,512,2.1842167694474224,10
13,16,4,512,64,8.157149274218481,1,False,256,DLMT,1,False,False,True,False,1,26,False,17,26,4,10,1,32,8.157655,0.0008159564939384381,True,False,2,32,64,8.158160725781519,2
14,16,2048,512,4,4.3324523852211225,16,False,2048,DLMT,512,True,False,False,False,10,30,True,1,4,2,10,1,2,4.332588,0.00021880585001328326,True,False,4,2,128,4.332723614778878,20
15,2,16,1,16,6.3460606518109195,256,False,256,DLMT,4,True,True,False,True,20,1,True,1,19,2,10,18,32,6.348131,0.0033403755776857027,True,False,8,16,1,6.350201348189081,11
16,1,32,8,1,2.4005276809273277,1024,False,1,DLMT,1,True,True,True,True,18,4,False,1,30,32,10,1,4,2.4571449999999997,0.09134845573407356,True,True,8,2,8,2.5137623190726717,24
17,4,256,8,256,2.5993079996447865,256,False,2048,DLMT,32,False,True,False,False,9,1,False,1,21,16,10,24,8,2.6431370000000003,0.0707153140486557,True,True,32,2,512,2.686966000355214,3
18,1024,128,1,1,25.62856413310652,1,False,1024,DLMT,4,False,False,False,False,30,12,False,1,30,2,10,1,16,25.630090000000003,0.00246188951823627,True,False,2,32,256,25.631615866893487,7
19,32,1,32,16,2.8889561579501017,256,False,32,DLMT,256,True,True,True,False,6,1,False,1,9,2,10,10,32,2.9267,0.06089729682013808,True,True,1,2,2048,2.964443842049898,6
20,256,32,32,1024,7.250627900683143,2048,False,2048,DLMT,32,False,True,True,True,11,1,False,1,4,32,10,30,1,7.250807,0.0002889653958519518,True,False,1,2,1,7.250986099316857,25
21,16,4,4,1,7.5249669028905,2048,False,32,DLMT,128,True,True,True,False,1,1,True,30,1,4,10,12,1,7.526339999999999,0.0022154051548192435,True,False,1,1,128,7.5277130971094985,15
22,16,8,4,4,7.2341520832794775,512,False,1024,DLMT,32,False,True,True,True,1,12,False,30,5,8,10,1,8,7.240307,0.00993056800993783,True,False,4,32,1024,7.246461916720522,30
23,1,2048,4,64,2.492346735334792,64,False,2048,DLMT,512,False,False,False,False,1,1,True,24,3,8,10,30,1,2.534321,0.06772281557200646,True,True,16,1,512,2.5762952646652075,12
24,8,2,2,4,9.73525334682761,1024,False,128,DLMT,2,True,True,False,False,8,26,False,1,12,2,10,1,1,9.737003999999999,0.002824567931560633,True,False,4,16,4,9.738754653172387,28
25,512,16,8,2048,7.634592006329607,512,False,128,DLMT,512,True,True,True,False,30,11,False,1,10,1,10,1,8,7.6349800000000005,0.0006260031948800722,True,False,1,4,1,7.635367993670394,14
26,16,128,1,2048,2.1567071660028128,2048,False,256,DLMT,128,False,True,True,True,1,1,True,24,26,16,10,24,8,2.243344,0.1397830403303634,True,True,8,16,2048,2.3299808339971873,23
27,64,1,1,256,2.285143288414267,512,False,128,DLMT,1,True,False,False,True,25,24,True,1,16,2,10,1,4,2.407118,0.19679846598995626,True,True,1,1,256,2.5290927115857333,3
28,4,32,8,128,5.825269239168294,32,False,128,DLMT,128,True,True,False,False,1,21,False,25,2,32,10,1,4,5.830932000000001,0.00913650567777421,True,False,2,32,1024,5.836594760831708,22
29,8,256,512,2,6.303824700582716,256,False,1024,DLMT,1024,True,True,True,False,27,1,False,1,22,1,10,27,16,6.303977000000001,0.0002457254565567957,True,False,2,2,2,6.304129299417285,21
30,64,1024,16,1,2.5156939750953233,1,False,1024,DLMT,128,True,True,False,True,15,12,True,1,19,2,10,1,1,2.5940459999999996,0.1264160259777216,True,True,32,4,8,2.672398024904676,15
31,2,4,1,256,7.469766378176415,2048,False,1,DLMT,512,True,True,True,False,1,18,False,9,30,8,10,1,8,7.470045000000001,0.000449538652398143,True,False,2,2,512,7.470323621823586,3
32,16,1024,32,2048,7.085715575216136,256,False,1,DLMT,1,False,False,True,False,27,1,False,1,7,8,10,13,2,7.086341,0.0010090832473092163,True,False,2,32,2048,7.086966424783864,7
33,8,4,128,1,2.6027822865881967,32,False,1,DLMT,128,False,True,False,True,1,1,True,18,14,32,10,23,1,2.6552350000000002,0.08462912846650374,True,True,32,4,256,2.707687713411804,13
34,32,128,4,32,2.490058299373139,1,False,256,DLMT,1024,False,False,False,False,20,1,True,1,17,8,10,5,1,2.5424160000000002,0.084475831360218,True,True,8,4,64,2.5947737006268614,27
35,1,1,32,8,5.539175780334658,32,False,512,DLMT,2048,True,True,False,True,22,1,False,1,3,16,10,21,8,5.539592999999999,0.0006731574852886275,True,False,2,1,8,5.54001021966534,21
36,4,128,256,2,1.9918636792828008,2048,False,1,DLMT,512,False,False,False,True,1,1,False,1,27,2,10,30,2,2.194307,0.32662946646161606,True,True,1,16,8,2.396750320717199,8
37,2,32,16,2,2.5553186052937975,256,False,2048,DLMT,1024,False,False,False,True,1,1,True,7,9,2,10,9,8,2.6588979999999998,0.16711878815979975,True,True,2,1,2048,2.762477394706202,13
38,1024,2048,1,4,24.22722614918761,1,False,1,DLMT,2048,True,True,True,True,16,1,False,1,17,4,10,11,32,24.22826,0.0016680527569600243,True,False,32,2,64,24.229293850812386,30
39,256,64,1,512,12.956832995144431,256,False,1024,DLMT,2,True,True,False,True,1,1,True,29,9,2,10,30,16,12.95796,0.0018183509012289246,True,False,2,16,2048,12.959087004855569,19
40,32,16,256,2048,2.8008618517833646,32,False,1,DLMT,2048,True,True,False,False,1,15,False,6,7,1,10,1,32,2.8564429999999996,0.08967665973373448,True,True,4,1,1,2.9120241482166347,16
41,2048,8,256,1,1.6729403654861286,2048,False,128,DLMT,2048,False,True,False,True,10,16,True,1,25,16,10,1,2,1.992619,0.5157812145173571,True,True,4,8,16,2.3122976345138713,30
42,4,64,2048,2048,1.7330787461922796,2048,False,1,DLMT,1,True,False,False,False,1,1,True,27,15,4,10,25,16,1.893781,0.25928290068764653,True,True,8,2,1,2.05448325380772,10
