id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1,128,2048,0.09521756519760664,4,False,32,1024,SIMA,True,True,True,False,True,4,1,32,35,0.09524056051667908,3.4705265847576836e-05,0.09522906285714286,1,22,True,12,16
2,4,256,512,0.1913744951489523,4,False,2,1,SIMA,False,True,True,True,True,26,1,4,35,0.19143419056533348,9.009421825658354e-05,0.1914043428571429,1,17,True,13,2
3,128,32,8,0.12355785378034397,1,False,8,8,SIMA,False,True,True,False,True,12,1,1,35,0.12367974621965604,0.00018396394056600064,0.1236188,3,1,True,22,8
4,1024,32,1024,0.17397704067380404,16,False,32,512,SIMA,False,False,True,True,True,13,4,32,35,0.17407501646905316,0.00014786818178253716,0.1740260285714286,1,18,True,14,1
5,128,2,256,0.14628381377614444,4,False,2,4,SIMA,True,False,True,True,True,13,1,64,35,0.14633950050956993,8.404418662895297e-05,0.14631165714285718,1,22,True,5,8
6,256,2048,64,0.2294356771978066,2,False,8,32,SIMA,True,True,True,False,True,22,32,16,35,0.22954152280219342,0.00015974554766878455,0.22948860000000001,11,20,True,1,1
7,512,16,8,0.23700682242851379,4,False,4,4,SIMA,True,False,True,True,True,13,1,8,35,0.23727912042862914,0.00041096078962870003,0.23714297142857146,1,6,True,19,16
8,1024,128,16,0.33253905539205836,1,False,2,1024,SIMA,True,True,False,False,True,12,2,2,35,0.33262620175079877,0.00013152405227383375,0.33258262857142856,19,1,True,29,8
9,1,512,128,0.3065418615437529,2,False,128,2048,SIMA,False,True,False,False,False,20,2,2,35,0.30667328131338983,0.00019834289006872847,0.30660757142857137,29,4,True,1,16
10,8,1024,2048,0.19672265200560515,1,False,64,4,SIMA,False,False,True,False,True,27,4,1024,35,0.19687266228010916,0.00022640027042603064,0.19679765714285716,20,10,True,1,2
11,2048,512,2,0.14884543080903634,2,False,512,2048,SIMA,False,False,True,False,True,18,32,2,35,0.14885868347667797,2.00013468934203e-05,0.14885205714285715,1,4,True,15,2
12,2048,512,1,0.16399728006304756,1,False,512,2048,SIMA,True,False,True,False,False,19,32,2,35,0.16401654850838102,2.908054963969814e-05,0.1640069142857143,1,3,True,15,1
13,2048,512,2,0.16605085544958442,1,False,256,1024,SIMA,True,False,False,False,False,18,16,1,35,0.16608085883612989,4.5282063845661184e-05,0.16606585714285715,1,4,True,14,1
14,2048,1024,1,0.1000847479633461,1,False,512,1024,SIMA,False,True,True,False,False,18,32,1,35,0.1000995377509396,2.2321217141854768e-05,0.10009214285714285,1,3,True,14,1
15,1024,2048,2,inf,2,False,1024,1024,SIMA,False,True,True,True,False,19,32,1,1,inf,inf,inf,1,2,False,14,1
16,2048,2048,2,0.10657770741018192,1,False,256,1024,SIMA,True,True,True,False,False,17,16,2,35,0.10659966401838948,3.313761042214347e-05,0.1065886857142857,1,2,True,13,1
17,1024,512,1,0.12084424832831728,1,False,256,512,SIMA,False,True,True,False,False,17,16,1,35,0.12087266595739699,4.2888788316589754e-05,0.12085845714285713,1,4,True,13,2
18,2048,1024,2,inf,2,False,256,512,SIMA,True,False,False,True,False,18,32,2,1,inf,inf,inf,1,3,False,13,1
19,2048,512,2,inf,1,False,256,2048,SIMA,False,False,True,True,False,19,64,1,1,inf,inf,inf,1,3,False,14,1
20,2048,512,1,inf,2,False,256,512,SIMA,True,True,False,True,False,18,32,1,1,inf,inf,inf,1,4,False,15,1
21,1024,1024,2,0.1379693512181361,1,False,1024,1024,SIMA,False,True,True,False,True,19,16,2,35,0.13798796306757813,2.8089594267671634e-05,0.13797865714285712,1,2,True,15,2
22,1024,2048,1,0.14348152656731697,2,False,1024,1024,SIMA,True,True,False,False,True,19,32,1,35,0.14350715914696874,3.868550327015499e-05,0.14349434285714285,1,3,True,15,2
23,1024,1024,1,0.12128814075663769,1,False,256,512,SIMA,False,True,True,False,False,18,64,1,35,0.1213079735290766,2.9932250029638057e-05,0.12129805714285714,1,3,True,14,1
24,2048,512,2,0.1617650176521439,1,False,512,1024,SIMA,False,True,True,False,True,19,32,1,35,0.16178892520499893,3.6082038043709124e-05,0.16177697142857142,1,2,True,13,1
25,2048,2048,1,0.13620994340001205,1,False,256,512,SIMA,True,False,False,False,False,19,32,2,35,0.13622925659998794,2.91480947674355e-05,0.1362196,1,3,True,15,2
26,2048,512,1,inf,1,False,256,1024,SIMA,False,True,True,True,False,19,32,2,1,inf,inf,inf,1,2,False,15,1
27,2048,1024,1,0.1260149652669114,1,False,512,512,SIMA,False,True,True,False,True,17,32,2,35,0.1260346347330886,2.9685783033056013e-05,0.1260248,1,3,True,14,2
28,1024,1024,2,0.17079203862308562,1,False,1024,1024,SIMA,False,False,True,False,False,19,64,1,35,0.17088921851977157,0.00014666698639420882,0.1708406285714286,1,4,True,14,1
29,2048,1024,1,0.20499899658071097,2,False,512,2048,SIMA,False,True,False,False,False,18,32,2,35,0.20517700341928902,0.00026865357406359483,0.205088,1,4,True,13,1
30,2048,1024,1,0.11329323537923426,2,False,512,1024,SIMA,False,False,True,False,False,19,16,1,35,0.1133667074779086,0.00011088642470417058,0.11332997142857143,1,2,True,14,2
31,1024,1024,1,0.13499440834826973,1,False,512,1024,SIMA,False,True,True,False,False,18,64,1,35,0.1350175916517303,3.498897785630016e-05,0.13500600000000001,1,4,True,13,1
32,1024,1024,1,0.10087657242596797,1,False,512,512,SIMA,True,True,True,False,False,19,32,1,35,0.1010245704311749,0.00022336328969567229,0.10095057142857143,1,3,True,15,1
33,2048,1024,1,0.16579679189218777,1,False,1024,2048,SIMA,False,True,True,False,True,18,32,1,35,0.16581875096495513,3.314133001407847e-05,0.16580777142857145,1,2,True,14,1
34,2048,2048,1,inf,1,False,1024,2048,SIMA,False,True,True,True,False,18,32,1,1,inf,inf,inf,1,3,False,15,1
35,2048,2048,1,0.13950187839362077,2,False,1024,2048,SIMA,False,True,False,False,False,17,32,2,35,0.1395954358920935,0.00014119994796784425,0.13954865714285714,1,4,True,15,2
36,2048,2048,1,inf,1,False,512,2048,SIMA,False,False,False,True,True,18,32,2,1,inf,inf,inf,1,4,False,13,1
37,2048,512,1,0.16598853150402038,1,False,512,512,SIMA,False,True,True,False,False,17,32,2,35,0.1660082113531225,2.9701453273041973e-05,0.16599837142857143,1,3,True,14,1
38,2048,512,1,0.1252093853514067,1,False,256,1024,SIMA,True,False,True,False,True,19,32,1,35,0.12522684322002192,2.6347969754879684e-05,0.1252181142857143,1,4,True,13,2
39,2048,1024,2,0.13813277631720805,2,False,512,2048,SIMA,False,True,False,False,False,19,16,1,35,0.13823430939707765,0.0001532369487068274,0.13818354285714285,1,3,True,14,2
40,2048,2048,1,0.19364546194796273,1,False,512,1024,SIMA,True,True,True,False,True,17,16,2,35,0.1936648809091801,2.9307712991915033e-05,0.19365517142857142,1,3,True,15,1
41,1024,2048,1,0.13385568845772824,1,False,256,512,SIMA,False,False,False,False,False,18,16,1,35,0.13388168297084316,3.9231744747313974e-05,0.1338686857142857,1,2,True,13,2
42,2048,1024,1,0.13065379506486133,1,False,1024,1024,SIMA,False,False,True,True,False,19,16,1,35,0.1306733477922816,2.9509597193635734e-05,0.13066357142857146,1,4,True,13,1
43,2048,2048,1,inf,2,False,256,1024,SIMA,True,True,True,True,False,17,32,1,1,inf,inf,inf,1,4,False,15,2
44,2048,512,1,0.13193671488881129,1,False,512,1024,SIMA,True,True,True,True,True,19,16,2,35,0.1319564851111887,2.983784749034745e-05,0.1319466,1,4,True,14,2
45,1024,2048,1,0.15835757495832667,1,False,1024,1024,SIMA,True,True,True,False,True,17,64,1,35,0.15845676789881621,0.0001497051360344806,0.15840717142857144,1,3,True,14,1
46,1024,2048,1,0.13992187158461764,2,False,512,1024,SIMA,False,False,True,False,True,17,16,1,35,0.13997344270109666,7.783276682629648e-05,0.13994765714285715,1,2,True,13,1
47,2048,2048,2,inf,1,False,256,2048,SIMA,True,False,True,True,True,17,32,2,1,inf,inf,inf,1,2,False,13,2
48,1024,2048,2,0.14034303054233174,1,False,256,1024,SIMA,False,True,False,False,True,19,16,1,35,0.14036536945766828,3.371460048279195e-05,0.1403542,1,4,True,14,2
49,2048,1024,1,0.2064449240411767,1,False,1024,1024,SIMA,False,True,False,False,False,17,16,2,35,0.20656741881596613,0.00018487300439789123,0.20650617142857142,1,4,True,14,1
50,2048,2048,2,0.12666811573047543,1,False,256,1024,SIMA,True,True,True,False,True,17,32,2,35,0.12674422712666744,0.00011486973633873779,0.12670617142857143,1,2,True,14,2
51,1024,2048,1,0.14154186023487858,1,False,1024,1024,SIMA,False,True,False,False,True,19,16,2,35,0.14155985405083577,2.715683850434405e-05,0.14155085714285717,1,4,True,15,2
52,2048,1024,1,inf,2,False,1024,1024,SIMA,False,False,False,True,True,17,32,1,1,inf,inf,inf,1,3,False,15,2
53,1024,2048,1,0.12301894479396717,1,False,512,1024,SIMA,False,False,True,False,False,19,32,1,35,0.12308408377746137,9.830982262464833e-05,0.12305151428571427,1,2,True,13,1
54,2048,2048,1,inf,1,False,256,2048,SIMA,True,True,False,True,False,17,32,2,1,inf,inf,inf,1,3,False,15,1
55,2048,1024,1,0.12695042338800278,1,False,512,512,SIMA,True,True,False,False,False,17,16,1,35,0.12697180518342582,3.227008471242284e-05,0.1269611142857143,1,4,True,15,1
56,2048,512,1,0.1119615441975268,2,False,256,512,SIMA,False,True,True,False,False,18,16,1,35,0.1120163415167589,8.270185448158866e-05,0.11198894285714285,1,2,True,15,1
57,1024,1024,2,inf,2,False,256,512,SIMA,True,False,True,True,False,17,32,1,1,inf,inf,inf,1,2,False,15,1
58,1024,512,2,0.1733252508810926,2,False,512,512,SIMA,False,True,True,False,False,18,16,2,35,0.1733459491189074,3.123843786107075e-05,0.1733356,1,4,True,15,1
59,2048,1024,2,inf,1,False,512,2048,SIMA,False,False,True,True,False,17,32,1,1,inf,inf,inf,1,2,False,13,1
60,2048,512,1,0.12183238286830418,1,False,256,2048,SIMA,False,True,True,False,False,19,64,1,35,0.12188938856026722,8.603480074234837e-05,0.1218608857142857,1,3,True,14,1
61,2048,512,1,0.14998052596934366,1,False,256,2048,SIMA,True,True,False,True,False,17,16,1,35,0.15015410260208492,0.00026196736671671444,0.1500673142857143,1,2,True,14,1
62,2048,2048,1,0.12715189234702864,2,False,512,1024,SIMA,False,True,True,False,True,18,16,1,35,0.12717799336725708,3.93924886655473e-05,0.12716494285714286,1,2,True,15,2
63,2048,512,2,0.18817356040576919,1,False,256,1024,SIMA,False,True,True,True,False,19,16,2,35,0.1882287253085165,8.325662319672908e-05,0.18820114285714284,1,3,True,14,1
64,2048,512,1,0.14107570661609575,2,False,256,1024,SIMA,False,True,False,False,False,17,32,1,35,0.14110017909818995,3.6934647192916774e-05,0.14108794285714285,1,3,True,14,2
65,2048,2048,1,0.10902288190665975,1,False,512,512,SIMA,False,True,True,False,False,17,32,2,35,0.10912071809334022,0.00014765748009691723,0.10907179999999998,1,4,True,14,2
66,2048,1024,1,0.13849607186075075,2,False,512,2048,SIMA,True,False,True,False,True,18,16,1,35,0.1385279281392492,4.807850722664788e-05,0.13851199999999997,1,4,True,13,1
67,2048,2048,1,inf,1,False,512,2048,SIMA,True,False,True,True,True,19,32,1,1,inf,inf,inf,1,4,False,14,1
68,2048,512,1,0.11047361149099018,1,False,256,512,SIMA,True,True,True,False,False,19,32,1,35,0.11053193136615268,8.801820776384394e-05,0.11050277142857143,1,2,True,14,1
69,2048,2048,1,inf,2,False,256,2048,SIMA,False,True,True,True,True,17,32,2,1,inf,inf,inf,1,3,False,14,1
70,2048,512,1,0.1578994695948526,2,False,256,512,SIMA,True,True,False,False,True,17,32,1,35,0.15799281611943308,0.00014088153946938893,0.15794614285714284,1,2,True,13,1
71,2048,2048,1,0.1583990425907595,1,False,512,1024,SIMA,False,False,False,False,True,18,32,1,35,0.15848032883781193,0.00012267978560430613,0.1584396857142857,1,4,True,14,1
72,2048,2048,1,inf,1,False,1024,2048,SIMA,False,True,False,True,False,19,32,1,1,inf,inf,inf,1,4,False,13,1
73,2048,1024,1,0.15080190955465647,1,False,512,512,SIMA,False,False,True,True,True,18,16,1,35,0.15082243330248638,3.0975092034257095e-05,0.15081217142857142,1,3,True,15,2
74,1024,1024,2,0.11073559506419133,2,False,1024,512,SIMA,False,True,True,False,False,18,16,1,35,0.1107914335072372,8.427315160614825e-05,0.11076351428571427,1,4,True,13,2
75,1024,2048,2,0.10626274281302094,1,False,256,1024,SIMA,True,True,True,False,False,18,16,2,35,0.1062854286155505,3.4238133651214234e-05,0.10627408571428572,1,2,True,13,1
76,2048,2048,1,0.25120317926730723,1,False,512,2048,SIMA,False,True,True,False,True,18,32,2,35,0.25122727787554994,3.637038490254223e-05,0.2512152285714286,1,4,True,13,1
77,2048,1024,2,0.13341947458288014,1,False,256,2048,SIMA,True,True,False,False,False,17,16,2,35,0.13346183970283412,6.393878449943558e-05,0.13344065714285713,1,3,True,14,2
78,1024,2048,2,0.13941040201409005,1,False,512,512,SIMA,False,True,True,False,False,18,64,2,35,0.1395418837001957,0.00019843633636972306,0.13947614285714288,1,2,True,15,1
79,2048,2048,1,0.18401106526436,1,False,1024,512,SIMA,True,True,False,False,True,17,64,1,35,0.18414647759278285,0.00020436858658725806,0.18407877142857143,1,3,True,14,1
80,2048,2048,2,0.18945362822464631,1,False,256,2048,SIMA,False,True,True,False,True,17,64,1,35,0.18955900034678233,0.00015903095321865253,0.18950631428571432,1,2,True,14,1
81,1024,1024,2,inf,1,False,1024,1024,SIMA,True,True,True,True,False,19,64,1,1,inf,inf,inf,1,2,False,13,1
82,2048,1024,2,0.15687815489021686,1,False,512,1024,SIMA,True,True,False,False,True,18,64,1,35,0.15699453082406886,0.00017563825532808928,0.15693634285714286,1,2,True,15,1
83,2048,512,1,0.16057977790444458,1,False,256,512,SIMA,False,True,True,False,True,18,64,1,35,0.16076067923841256,0.000273022038431676,0.16067022857142857,1,4,True,13,1
84,2048,1024,1,0.15150790323795058,1,False,512,512,SIMA,False,False,False,True,True,18,16,1,35,0.15152586819062083,2.711327711506655e-05,0.1515168857142857,1,3,True,15,1
85,2048,2048,1,0.13550900627361528,1,False,256,2048,SIMA,True,False,False,False,False,18,32,2,35,0.1356474508692418,0.0002089449805522008,0.13557822857142854,1,2,True,14,2
86,2048,2048,1,0.14448549715964112,2,False,512,512,SIMA,True,True,True,False,True,19,16,2,35,0.14456444569750174,0.0001191516406491636,0.14452497142857143,1,2,True,13,1
87,2048,512,1,0.11363588771287861,2,False,512,2048,SIMA,False,True,True,False,False,18,32,2,35,0.11365936942997856,3.5439353198133234e-05,0.11364762857142859,1,2,True,14,1
88,2048,2048,1,0.19508512207310597,1,False,256,2048,SIMA,False,True,True,False,True,17,64,2,35,0.19511299221260836,4.206249965885251e-05,0.19509905714285716,1,2,True,13,1
89,2048,1024,1,0.09941916105052577,1,False,1024,1024,SIMA,True,True,True,False,False,19,16,1,35,0.0994371532351885,2.7154376502975896e-05,0.09942815714285713,1,3,True,15,1
90,1024,512,1,0.17276336534227102,2,False,512,1024,SIMA,True,False,True,False,False,19,8,2,35,0.1727877203720147,3.6757384375421554e-05,0.17277554285714286,1,4,True,15,1
91,1024,2048,1,0.13850222071880813,2,False,512,512,SIMA,False,True,False,False,False,18,16,2,35,0.13858172213833475,0.00011998606721836752,0.13854197142857144,1,3,True,14,2
92,2048,512,1,0.10566609916336336,1,False,512,2048,SIMA,True,False,True,False,False,20,8,1,35,0.10572807226520808,9.353177349468509e-05,0.10569708571428572,1,3,True,15,2
93,2048,2048,2,inf,2,False,2048,1024,SIMA,True,True,True,True,False,20,32,2,1,inf,inf,inf,1,2,False,16,1
94,1024,2048,2,0.14565134434605556,1,False,512,512,SIMA,False,False,True,False,True,19,16,1,35,0.145678084225373,4.0356675092105764e-05,0.1456647142857143,1,2,True,16,1
95,2048,1024,1,0.1476629729584358,2,False,1024,1024,SIMA,False,True,False,False,True,20,32,1,35,0.14768822704156417,3.81142642964172e-05,0.1476756,1,4,True,15,1
96,2048,2048,1,0.14381198894904534,1,False,512,2048,SIMA,False,True,True,False,True,19,32,1,35,0.14384046819381185,4.298178066794784e-05,0.1438262285714286,1,2,True,16,2
