id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
94,2048,10,16,1,2,0.46978169999999997,1,8,DLMT,0.469746780668673,True,False,False,5.6340127795389484e-05,True,0.46981661933132696,False
95,1024,10,1024,32,2,0.4214185,1,30,DLMT,0.4213893996496631,True,False,False,4.6951570793742165e-05,False,0.42144760035033685,False
96,1024,10,1,16,4,0.42793749999999997,21,1,DLMT,0.42784778362538367,True,False,True,0.00014475168392803452,True,0.42802721637461627,False
97,1,10,2048,1,32,0.9949151,29,1,DLMT,0.9948581864458083,True,False,True,9.182641232237363e-05,True,0.9949720135541918,False
98,256,1,8,2,2,inf,1,26,DLMT,inf,False,True,True,inf,True,inf,False
99,256,1,256,16,32,inf,1,21,DLMT,inf,False,True,False,inf,False,inf,False
100,16,10,512,32,2,0.5138872,8,1,DLMT,0.5137503664931948,True,False,False,0.0002207721902776896,True,0.5140240335068051,False
101,16,1,2048,32,1,inf,30,1,DLMT,inf,False,True,True,inf,True,inf,False
102,2,1,1,16,2,inf,30,1,DLMT,inf,False,True,False,inf,True,inf,False
103,4,1,2048,16,4,inf,23,1,DLMT,inf,False,True,False,inf,False,inf,False
104,2048,1,256,4,4,inf,30,1,DLMT,inf,False,True,True,inf,False,inf,False
105,1,10,8,32,4,0.23809399999999997,1,1,DLMT,0.23798488016028704,True,False,False,0.00017605794500674598,False,0.2382031198397129,False
