id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,64,16,2,512,6.326356232913149,128,8,2048,RS,500,10,False,1024,1,2048,1,19,2,True,2,1,False,10,0.023189548701947626,6.3407290000000005,True,True,6.355101767086852
2,2048,256,8,1,0.5188388365928868,2,64,1024,RS,500,10,False,8,8,1024,7,1,2,True,1,2,False,10,0.030503089604989205,0.5377445,True,True,0.5566501634071132
3,1024,512,256,16,3.2638966782582535,16,1024,32,RS,500,10,True,128,128,1024,1,4,5,True,1,2,False,10,0.00013604778572255734,3.2639810000000002,True,False,3.264065321741747
4,512,64,32,32,2.966509417361762,256,128,2,RS,500,10,False,1,2048,512,3,1,1,True,17,2,False,10,0.0005478950629454193,2.966849,True,False,2.967188582638238
5,64,8,1,2,4.981295568698481,4,8,4,RS,500,10,True,1024,128,1024,1,10,2,False,1,5,False,10,0.0046732083197735105,4.984192,True,True,4.98708843130152
6,1,256,8,16,2.3803202161095394,2,32,32,RS,500,10,False,128,64,512,2,1,1,False,1,29,False,10,0.01250055822753528,2.3880679999999996,True,True,2.39581578389046
7,32,64,4,1,9.644059999143952,4,32,1,RS,500,10,False,4,2,512,1,4,1,False,1,6,False,10,0.000358184310097475,9.644282,True,False,9.644504000856049
8,16,1024,512,1,3.2203357395400403,4,8,32,RS,500,10,False,1024,1024,256,1,7,1,False,10,1,False,10,0.013178970521250884,3.228504,True,True,3.23667226045996
9,2048,1,256,16,0.4059551801473792,2,16,32,RS,500,10,False,2,64,1,3,9,2,True,1,1,False,10,0.00887909642024458,0.4114584,True,True,0.4169616198526208
10,128,1024,2,4,11.553004226581667,1,16,32,RS,500,10,False,8,1024,64,1,1,1,False,9,5,False,10,0.008108766860626794,11.558029999999999,True,False,11.56305577341833
11,32,1,16,2,3.531828542563614,64,1,32,RS,500,10,True,2048,4,2048,1,5,2,True,2,8,False,10,0.00235958237830344,3.5332909999999997,True,True,3.5347534574363855
12,1024,1,1,64,4.283816379931909,4,32,1,RS,500,10,False,1,256,4,1,6,4,False,2,3,False,10,0.0003010996512782999,4.284003,True,False,4.284189620068092
13,128,1024,4,2,6.948925761564296,1,8,1024,RS,500,10,False,512,512,1,4,2,1,False,3,1,False,10,0.002973948385564183,6.950768999999999,True,True,6.9526122384357025
14,16,16,1,1024,7.112288279707173,256,1,16,RS,500,10,False,2048,2048,512,3,1,4,True,6,1,False,10,0.2199448417421967,7.248609,True,True,7.384929720292827
15,2048,2048,512,256,4.7087910766305585,16,256,8,RS,500,10,False,1024,1,256,4,1,2,True,4,2,False,10,0.00020478281177858154,4.708918000000001,True,False,4.709044923369443
16,1024,1,1,4,6.559070327519264,32,1,1,RS,500,10,True,1,32,2048,2,1,3,True,14,1,False,10,0.00034152013117823125,6.5592820000000005,True,False,6.559493672480737
17,4,128,2,256,2.9655171617337555,1024,1,32,RS,500,10,True,2048,256,64,3,1,1,True,1,16,False,10,0.000869381389264816,2.966056,True,False,2.9665948382662446
18,4,256,16,32,5.35980350260434,8,2,1024,RS,500,10,True,2048,512,2048,1,3,1,True,1,1,False,10,0.0009656376131862775,5.360401999999999,True,False,5.361000497395658
19,512,128,2,128,0.4118903058307334,8,128,1,RS,500,10,False,16,256,8,3,1,4,False,3,2,False,10,0.030276128705797236,0.4306553,True,True,0.44942029416926665
20,512,128,4,512,3.3715140776545103,64,64,8,RS,500,10,True,256,1024,8,4,1,5,True,4,1,False,10,0.06459703653419406,3.4115510000000002,True,True,3.45158792234549
21,8,1,16,256,4.836277059813007,64,1,1,RS,500,10,True,1,512,16,5,5,4,False,1,1,False,10,0.00015479341071258197,4.836373,True,False,4.836468940186993
22,512,2048,16,2,11.057624966842608,16,4,2,RS,500,10,False,256,8,16,3,2,3,True,7,1,False,10,0.0002662705391139135,11.05779,True,False,11.057955033157393
23,16,512,2,8,9.454528329700269,128,8,512,RS,500,10,False,512,32,512,1,2,7,True,1,3,False,10,0.00026084478143149117,9.454690000000003,True,False,9.454851670299737
24,1024,1,512,1,1.1571731737941413,4,4,16,RS,500,10,False,128,1,1024,1,3,3,False,6,2,False,10,0.012318308163055508,1.1648079999999998,True,True,1.1724428262058584
25,1,16,1,2,10.188714094889106,512,8,64,RS,500,10,False,512,2,1024,1,2,7,False,12,1,False,10,0.0004935585071701313,10.189020000000001,True,False,10.189325905110897
26,1024,64,64,1,3.685665309945205,2,8,8,RS,500,10,True,4,16,32,10,2,1,False,2,1,False,10,7.049113419438279e-05,3.685709,True,False,3.6857526900547954
27,2048,1024,1024,2,3.7671049967514576,16,16,16,RS,500,10,True,256,1,16,1,3,9,True,7,1,False,10,0.002586344137967682,3.768708,True,False,3.7703110032485427
28,256,2048,8,4,0.4571807718696808,4,128,64,RS,500,10,False,4,16,128,1,23,1,False,1,2,False,10,0.04939492337730669,0.48779549999999994,True,True,0.5184102281303191
29,8,512,128,4,0.659656549827858,1,4,16,RS,500,10,False,4,512,64,1,2,1,False,1,27,False,10,0.023637895446930127,0.6743072,True,True,0.688957850172142
30,1,2,2,8,5.0239196278298515,1,128,8,RS,500,10,True,2048,32,8,2,1,1,True,9,1,False,10,0.009895807243474455,5.0300530000000006,True,True,5.03618637217015
31,1,1024,256,4,2.672147715169723,256,1,1,RS,500,10,True,512,128,128,1,5,1,True,2,9,False,10,0.020003846730066763,2.684546,True,True,2.6969442848302774
32,1024,32,1,4,4.727440095784529,16,128,16,RS,500,10,False,2048,1024,1024,1,14,1,True,5,3,False,10,0.03995660327154954,4.752205,True,True,4.776969904215471
33,256,256,256,512,2.733360268156144,512,16,32,RS,500,10,False,2048,1,1,1,1,1,True,4,17,False,10,0.010293292961924267,2.7397400000000003,True,True,2.7461197318438564
