id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,points,technique,speedup,RT1_I,U1_T,T1_Ta,U1_J,U1_I,OMP,VEC,T1_T,SCR,RT1_T
1,4,256,8,256,128,0.07296474,301,RS,39.70379391470455,1,7,2,1,2,True,True,2,False,8
