id,T_J,runs,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,correct_result,OMP,VEC,cost_std,SCREP,mean_confidence_interval_sup,baseline
1,4,10,64,8,2,0.5278637999999999,1,14,DLMT,0.4969807832880568,True,False,False,0.04982778999875472,True,0.5587468167119429,False
2,256,10,1024,2,2,0.3718953,9,1,DLMT,0.3651278714213185,True,False,True,0.010918817070085934,False,0.3786627285786815,False
3,1,1,64,1,16,inf,9,1,DLMT,inf,False,True,False,inf,True,inf,False
4,4,1,2048,1,32,inf,1,20,DLMT,inf,False,True,True,inf,False,inf,False
5,2,1,1,16,2,inf,23,1,DLMT,inf,False,True,True,inf,True,inf,False
6,512,1,2048,32,4,inf,25,1,DLMT,inf,False,True,False,inf,True,inf,False
7,2048,1,256,1,32,inf,1,1,DLMT,inf,False,True,True,inf,True,inf,False
8,1,10,512,32,32,1.038471,20,1,DLMT,1.0381440858802304,True,False,True,0.0005274552113687007,False,1.0387979141197694,False
9,8,1,256,32,1,inf,6,1,DLMT,inf,False,True,False,inf,True,inf,False
10,2048,10,2048,8,32,0.9004365,8,1,DLMT,0.9002838697001865,True,False,False,0.00024625931454463765,False,0.9005891302998135,False
11,16,1,32,32,32,inf,1,30,DLMT,inf,False,True,True,inf,True,inf,False
12,4,10,2048,8,16,0.7385577,1,1,DLMT,0.7385059390989127,True,False,False,8.351293313013413e-05,False,0.7386094609010873,False
13,2048,10,16,32,1,0.22440739999999998,1,24,DLMT,0.22439128723633456,True,False,True,2.599692289483825e-05,True,0.2244235127636654,False
14,64,10,4,16,32,0.21328640000000001,30,1,DLMT,0.213261847666425,True,False,True,3.961363401658542e-05,True,0.21331095233357503,False
15,4,1,1,2,8,inf,1,7,DLMT,inf,False,True,True,inf,False,inf,False
16,256,1,8,16,1,inf,1,6,DLMT,inf,False,True,True,inf,False,inf,False
17,2048,1,16,1,4,inf,18,1,DLMT,inf,False,True,False,inf,False,inf,False
18,2048,10,1024,32,8,1.0502819999999997,30,1,DLMT,1.0501356496060792,True,False,True,0.000236127084427031,True,1.0504283503939202,False
19,1,1,32,2,1,inf,30,1,DLMT,inf,False,True,False,inf,False,inf,False
20,16,10,16,2,16,0.7504291999999999,22,1,DLMT,0.7503712839430967,True,False,True,9.344388690544198e-05,True,0.7504871160569031,False
21,1,1,8,4,2,inf,3,1,DLMT,inf,False,True,True,inf,True,inf,False
22,512,10,1,32,32,0.9691668,1,24,DLMT,0.9690379998516706,True,False,False,0.00020781087555756558,False,0.9692956001483294,False
23,512,10,256,4,32,0.9754149,1,11,DLMT,0.9753770341755225,True,False,False,6.109410773553993e-05,True,0.9754527658244775,False
24,512,1,512,8,16,inf,1,23,DLMT,inf,False,True,True,inf,False,inf,False
25,1024,10,2048,1,1,0.7943482,1,30,DLMT,0.7942909342929825,True,False,False,9.239458858611385e-05,True,0.7944054657070174,False
26,1,10,64,1,4,0.21467519999999998,1,1,DLMT,0.2142958977148004,True,False,False,0.0006119801957580027,False,0.21505450228519957,False
27,1,10,1,1,1,0.2036638,1,1,DLMT,0.20362711274096149,True,False,False,5.9192567100945974e-05,False,0.20370048725903853,True
28,256,10,1,1,1,0.6596078000000001,1,24,DLMT,0.6595647460550762,True,False,True,6.946481123563623e-05,False,0.659650853944924,False
29,256,10,512,1,32,0.8016978,1,30,DLMT,0.8016214434656058,True,False,False,0.00012319642851966534,True,0.8017741565343942,False
30,2048,10,2,4,32,0.2056181,30,1,DLMT,0.20557407059672894,True,False,True,7.103865145116387e-05,False,0.20566212940327105,False
31,2048,1,2048,1,2,inf,1,8,DLMT,inf,False,True,True,inf,True,inf,False
32,2048,1,4,1,32,inf,20,1,DLMT,inf,False,True,True,inf,False,inf,False
33,1,10,1,2,2,0.19517610000000002,13,1,DLMT,0.1951532020334314,True,False,False,3.694441771093408e-05,False,0.19519899796656864,False
34,2048,1,512,2,8,inf,1,24,DLMT,inf,False,True,False,inf,False,inf,False
