id,T1_Ja,T1_La,speedup,points,T1_L,T1_M,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,cost_mean,OMP
1,512,1024,25.606910196607856,139,1,128,4,128,4,DLMT,500,10,True,16,2048,1,1,3,1,True,23,1,0.1858471,True
