id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,1,2,1024,2.1485917002533235,False,1024,RS,4,True,False,False,9,2,0.00021345725567422353,10,4,1,2.1487239999999996,True,False,2.148856299746676
2,32,128,2,1024,inf,False,16,RS,2,True,False,True,6,4,inf,1,29,1,inf,False,False,inf
3,8,512,32,2048,3.0486333101773098,False,1,RS,2,False,False,False,3,9,0.00021892692844871516,10,1,24,3.048769,True,False,3.0489046898226904
4,2,2,1,8,inf,False,1,RS,4,True,False,True,16,11,inf,1,1,30,inf,False,True,inf
5,2,2,1,64,inf,False,8,RS,32,False,False,True,30,25,inf,1,1,15,inf,False,False,inf
6,8,4,2,8,inf,False,1,RS,2,False,True,True,4,7,inf,1,2,1,inf,False,False,inf
7,16,32,16,1024,inf,False,16,RS,4,False,True,True,29,10,inf,1,6,1,inf,False,False,inf
8,4,256,16,256,2.5944929122766713,False,16,RS,2,True,False,False,21,3,0.0005132143801571348,10,19,1,2.594811,True,False,2.5951290877233286
9,8,4,16,256,3.115531197180252,False,1024,RS,8,True,True,False,15,18,0.02478206829544296,10,21,1,3.130891,True,True,3.1462508028197482
10,4,2,512,1,inf,False,1,RS,4,True,True,True,14,26,inf,1,1,6,inf,False,False,inf
11,4,64,1,128,inf,False,256,RS,16,False,False,True,18,22,inf,1,28,1,inf,False,False,inf
12,4,256,16,1,inf,False,1,RS,16,False,False,True,7,15,inf,1,21,1,inf,False,False,inf
13,4,4,8,256,18.72960103224275,False,2048,RS,32,False,False,False,23,4,0.0010632027088005034,10,15,1,18.730259999999998,True,False,18.730918967757244
14,1,4,2,8,inf,False,8,RS,8,True,False,True,19,6,inf,1,11,1,inf,False,True,inf
15,2,4,2,64,1.4463066823870976,False,256,RS,2,True,True,False,14,13,0.04509122557660192,10,1,1,1.474254,True,True,1.5022013176129023
16,8,512,1,1024,0.16539854746083088,False,2,RS,4,False,True,False,7,26,0.014880810684905578,10,30,1,0.1746216,True,True,0.1838446525391691
17,4,1024,2,2048,3.214820190178735,False,512,RS,16,True,False,False,30,16,0.00020459960899276886,10,1,7,3.214947,True,False,3.215073809821265
18,8,2,16,256,4.274623984787834,False,32,RS,4,False,True,False,12,28,0.00020977130404327288,10,29,1,4.274754,True,False,4.274884015212166
19,8,2,8,4,0.3545971074377797,False,32,RS,2,False,True,False,24,14,0.02659878137603301,10,7,1,0.37108290000000005,True,True,0.3875686925622204
20,1,4,16,1024,inf,False,512,RS,32,False,False,True,16,5,inf,1,1,19,inf,False,True,inf
21,32,16,64,1024,inf,False,256,RS,4,False,True,False,5,14,inf,1,1,19,inf,False,False,inf
22,8,8,512,8,5.007791487296264,False,512,RS,8,True,True,False,19,23,0.005352596472740973,10,12,1,5.011108999999999,True,False,5.014426512703735
23,4,256,64,2048,2.232286035495923,False,64,RS,4,False,True,False,21,20,0.0013487757411816434,10,19,1,2.2331220000000003,True,False,2.2339579645040777
24,1,1,4,1024,inf,False,4,RS,4,True,True,True,1,11,inf,1,9,1,inf,False,True,inf
25,2,8,32,32,inf,False,512,RS,8,False,False,True,10,18,inf,1,10,1,inf,False,False,inf
26,16,8,1,1,inf,False,32,RS,1,False,True,True,2,3,inf,1,1,14,inf,False,True,inf
27,8,32,4,128,6.32661216310559,False,2048,RS,8,False,False,False,12,6,0.0003788944444036863,10,1,28,6.326847,True,False,6.3270818368944095
28,2,1024,8,1,0.8757989114634459,False,256,RS,1,True,True,True,1,24,0.03473727186308678,10,1,3,0.8973289000000001,True,True,0.9188588885365543
29,32,256,1024,1,4.176616413430432,False,1,RS,2,True,False,False,23,2,0.1541035045318569,10,11,1,4.2721290000000005,True,True,4.367641586569569
30,1,4,2,1024,0.6421311970504407,False,16,RS,32,False,True,False,3,21,0.017042735741658373,10,1,20,0.6526942,True,True,0.6632572029495593
31,2,1,1,4,inf,False,256,RS,8,True,True,True,28,19,inf,1,9,1,inf,False,False,inf
32,2,4,64,32,5.915813603158073,False,2048,RS,2,False,True,True,20,30,0.05177420787419159,10,22,1,5.947903,True,True,5.9799923968419275
33,8,1,4,512,inf,False,512,RS,4,True,True,True,20,18,inf,1,1,19,inf,False,False,inf
34,16,256,2,256,2.542587176985659,False,128,RS,1,False,True,False,6,4,0.00015621779668134793,10,4,1,2.542684,True,False,2.5427808230143407
35,4,1,32,32,5.931265137986055,False,512,RS,32,True,False,False,6,22,0.000791974747072247,10,7,1,5.931756000000001,True,False,5.932246862013947
36,2,8,1,64,2.940076730059309,False,512,RS,1,False,True,False,21,10,0.08132409476286835,10,1,3,2.990481,True,True,3.040885269940691
37,16,32,4,64,inf,False,64,RS,2,False,False,True,3,10,inf,1,1,13,inf,False,False,inf
38,8,32,8,1,inf,False,16,RS,2,True,True,True,27,8,inf,1,1,16,inf,False,True,inf
39,4,256,16,1024,0.4972948534700196,False,128,RS,4,False,False,True,19,24,0.020114305343212836,10,21,1,0.5097616,True,True,0.5222283465299804
40,1,64,16,256,inf,False,512,RS,1,True,True,True,19,10,inf,1,15,1,inf,False,True,inf
41,2,4,128,512,5.511314249381227,False,2048,RS,2,True,False,False,5,17,0.018968771942326757,10,10,1,5.523071,True,True,5.534827750618772
42,32,64,4,128,2.770123584078755,False,16,RS,4,True,True,False,3,1,0.00018782971011004017,10,1,21,2.7702400000000003,True,False,2.7703564159212455
43,16,64,16,256,inf,False,512,RS,4,False,True,True,26,20,inf,1,2,1,inf,False,True,inf
44,1,16,4,32,9.110803197332473,False,64,RS,2,False,False,False,24,5,0.00042724232000124494,10,1,29,9.111068,True,False,9.111332802667526
45,1,32,16,512,inf,False,512,RS,2,False,False,True,30,18,inf,1,19,1,inf,False,False,inf
46,2,4,128,128,25.13023086841404,False,2048,RS,2,False,False,True,12,29,0.027669036846265236,10,4,1,25.147380000000005,True,True,25.164529131585972
47,8,4,512,256,inf,False,1,RS,16,True,True,True,6,6,inf,1,1,9,inf,False,False,inf
48,4,2,8,1024,25.068164446175736,False,512,RS,2,True,False,False,13,22,1.0575682599246252,10,1,6,25.72364,True,True,26.379115553824263
49,2,128,256,128,1.1992924244942766,False,1,RS,8,True,True,False,24,3,0.020927201461256068,10,1,22,1.2122629999999999,True,True,1.225233575505723
50,8,16,8,32,2.7400890604854298,False,1024,RS,2,True,True,False,14,25,0.05492128484476664,10,18,1,2.774129,True,True,2.80816893951457
51,8,8,512,1,inf,False,2048,RS,8,False,False,True,3,15,inf,1,1,1,inf,False,True,inf
52,8,128,4,2048,4.017303308262834,False,32,RS,2,True,False,False,19,11,0.00025603905952010153,10,1,13,4.017462,True,False,4.017620691737166
53,2,1,2,32,0.17081588477449114,False,8,RS,1,True,False,False,2,8,0.014145346071765087,10,17,1,0.1795831,True,True,0.18835031522550885
54,32,512,2,512,inf,False,256,RS,2,False,False,True,27,11,inf,1,1,2,inf,False,False,inf
55,32,1,2,64,inf,False,64,RS,4,False,True,True,26,13,inf,1,25,1,inf,False,True,inf
56,2,2048,2048,2048,inf,False,2048,RS,16,True,True,True,14,17,inf,1,1,29,inf,False,True,inf
57,2,2,1,64,13.34671405810366,False,1024,RS,16,True,True,False,24,14,0.03350453103686142,10,15,1,13.36748,True,True,13.388245941896342
58,4,128,1,1,0.33762269584799987,False,32,RS,32,False,False,False,29,11,0.029162712203085635,10,21,1,0.35569759999999995,True,True,0.37377250415200003
59,8,2,8,256,4.900333126369214,False,1024,RS,2,True,True,False,7,13,0.03759125584494357,10,1,17,4.923632,True,True,4.9469308736307855
60,2,8,4,32,inf,False,16,RS,32,False,False,True,25,22,inf,1,24,1,inf,False,False,inf
61,2,2,16,1,inf,False,128,RS,16,True,True,True,7,21,inf,1,1,15,inf,False,False,inf
62,2,256,64,1024,2.458185851951669,False,512,RS,4,True,False,False,12,28,0.0008795618227276031,10,10,1,2.458731,True,False,2.4592761480483314
