id,U2_I,U2_J,U1_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,U1_K,T2_J,T2_I,OMP,VEC2,VEC1,T2_Ja,SCR,RT2_I
1,1,1,15,0.1465504,301,RS,13.109353505688146,8,8,17,64,1,True,True,False,256,True,1
