id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.23360074633727498,8,32,16,64,12,29,1,RS,25,256,128,1024,0.23357931080558217,3.2351185197352146e-05,1,0.23359002857142858,8
2,True,35,0.11252787947003749,8,512,128,128,1,8,13,RS,19,512,128,2048,0.11248200624424821,6.923332923925547e-05,8,0.11250494285714285,1
3,True,35,0.22912142785012476,1,32,512,256,13,7,1,RS,9,256,512,1,0.22908257214987524,5.864225682657598e-05,1,0.229102,1
4,True,35,0.15317258805949094,1,16,256,128,1,23,2,RS,14,1,1,2048,0.15313689765479474,5.386509225152788e-05,1,0.15315474285714284,32
5,True,35,0.19435279479635867,8,16,1,1,22,2,1,RS,28,512,1,128,0.19432909091792702,3.577464613552969e-05,1,0.19434094285714285,8
6,True,35,0.12237717893175262,1,16,1,128,1,4,9,RS,23,256,128,512,0.12234802106824741,4.400597362047253e-05,8,0.12236260000000002,1
7,True,35,0.1263571569859331,8,256,32,32,1,17,19,RS,10,64,128,2048,0.12624890015692405,0.00016338464444621675,8,0.12630302857142858,1
8,True,35,0.12492135764199325,1,16,128,256,1,19,8,RS,16,1,128,1,0.12489664235800679,3.730109151983984e-05,1,0.12490900000000002,1
9,True,35,0.23729644175952236,1,16,16,128,1,12,1,RS,17,512,512,512,0.23726378681190613,4.9283884023985615e-05,1,0.23728011428571424,32
10,True,35,0.2742614046221707,1,1,64,32,1,22,14,RS,16,128,64,128,0.2741635096635436,0.0001477461805853252,32,0.27421245714285714,1
11,True,35,0.13264398298467858,8,32,16,256,17,1,9,RS,8,2048,1,256,0.13256270272960716,0.00012267074231620052,1,0.13260334285714287,8
12,True,35,0.21625630162161422,32,1,32,32,3,26,1,RS,23,256,2048,64,0.21623112694981436,3.799441419740823e-05,1,0.2162437142857143,1
13,True,35,0.256531335897839,32,64,1,32,27,4,1,RS,25,512,64,512,0.25648797838787524,6.543653101928071e-05,1,0.2565096571428571,1
14,True,35,0.2266809509897429,1,64,512,32,10,15,1,RS,29,2048,2048,64,0.2266505918674,4.581895160880833e-05,1,0.22666577142857144,1
15,True,35,0.259977715460784,1,64,16,256,1,18,3,RS,9,512,64,64,0.2597780559677873,0.00030133244777427216,32,0.25987788571428566,1
16,True,35,0.11629259904610545,1,1,1,1,17,1,24,RS,6,512,512,1024,0.11625100095389454,6.278116186973731e-05,8,0.1162718,8
17,True,35,0.12404070251349278,1,16,512,64,1,2,24,RS,14,512,1,64,0.12400084034365008,6.016125270080895e-05,8,0.12402077142857143,8
18,True,35,0.15572929669291333,1,64,64,64,1,14,15,RS,7,512,256,1024,0.15556773187851522,0.00024383874899245095,1,0.15564851428571427,32
19,True,35,0.17093410462168876,32,512,1,16,12,1,15,RS,29,256,2048,1024,0.1708942382354541,6.016761621350915e-05,1,0.17091417142857143,1
20,True,35,0.2716399981479324,8,16,128,128,8,3,1,RS,22,128,512,1,0.2716244589949248,2.34521832237247e-05,1,0.2716322285714286,1
21,True,35,0.16226409831534788,1,1,32,32,1,16,22,RS,7,512,1,512,0.16221024454179495,8.127782537666274e-05,1,0.16223717142857141,32
22,True,35,0.27339608145039945,1,64,64,16,1,22,4,RS,23,128,2048,64,0.273285289978172,0.00016721000848864977,32,0.2733406857142857,1
23,True,35,0.13871371657149884,1,512,1,16,6,1,4,RS,25,2048,2048,2048,0.1386801691427869,5.0630844837703445e-05,1,0.13869694285714287,8
24,True,35,0.24705717600563623,8,256,16,32,3,30,1,RS,10,64,256,2048,0.24693956685150661,0.00017749947053672136,1,0.24699837142857142,8
25,True,35,0.13090210901522423,1,1,256,64,1,28,23,RS,6,256,2048,1,0.13086846241334718,5.078052012819236e-05,8,0.1308852857142857,1
26,True,35,0.13031116004319002,1,512,512,256,27,1,25,RS,21,256,512,512,0.13022603995681,0.00012846593767554433,8,0.1302686,1
27,True,35,0.258654107678406,1,1,64,32,1,9,18,RS,7,128,2048,1,0.25838892089302257,0.0004002283185117934,32,0.2585215142857143,1
28,True,35,0.12257019317449887,1,1,1,1,1,11,16,RS,20,128,64,1,0.12253043539692975,6.00037005661541e-05,8,0.1225503142857143,1
29,True,35,0.21764528728208435,1,16,256,16,22,27,1,RS,10,128,1,256,0.21762796986077274,2.6136002223847498e-05,1,0.21763662857142854,32
30,True,35,0.11268549368808603,8,128,128,1,29,5,1,RS,26,512,128,2048,0.11264827774048539,5.6167490052302394e-05,8,0.11266688571428571,1
31,True,35,0.25051433041123944,1,32,512,16,22,20,1,RS,15,1024,1,128,0.25032149816018917,0.0002910285574037204,1,0.2504179142857143,8
32,True,35,0.12182211311766092,1,256,1,256,1,2,8,RS,8,256,1024,1024,0.12171400116805331,0.0001631659878523594,8,0.12176805714285711,8
33,True,35,0.20060997184532703,32,256,16,1,21,27,1,RS,11,1024,1024,1,0.20044071386895873,0.00025544951336330514,1,0.20052534285714288,1
34,True,35,0.16038697870840748,1,256,32,128,1,18,19,RS,17,2048,2048,512,0.16033484986302113,7.867450900607465e-05,1,0.1603609142857143,32
35,True,35,0.12147762522007338,1,16,16,64,1,23,12,RS,28,512,64,2048,0.12139054620849801,0.00013142240979345318,8,0.1214340857142857,1
36,True,35,0.12577699763113567,8,512,512,256,8,1,16,RS,14,256,1024,1,0.12574711665457863,4.5097318803507565e-05,8,0.12576205714285715,1
37,True,35,0.16321867729209574,8,128,16,16,5,1,2,RS,2,128,1,2048,0.16317200842218996,7.043414060855263e-05,1,0.16319534285714285,8
38,True,35,0.12289009094073804,1,256,16,1,1,3,23,RS,19,1024,512,1024,0.1228456233449763,6.711190776058448e-05,8,0.12286785714285717,1
39,True,35,0.13714019820650064,8,1,512,512,1,24,25,RS,22,1024,1024,1,0.13708545893635654,8.261424495441226e-05,1,0.1371128285714286,1
40,True,35,0.13255210839778536,1,256,64,32,1,15,13,RS,6,1024,512,1,0.13252086303078603,4.715650019036584e-05,1,0.1325364857142857,1
41,True,35,0.16144826597523132,32,32,1,32,1,15,25,RS,28,64,2048,1,0.16137293402476866,0.00011369337208976946,1,0.1614106,1
42,True,35,0.12060234719398984,1,128,128,64,28,15,1,RS,23,128,256,256,0.12057188137743875,4.597997789632867e-05,8,0.1205871142857143,8
43,True,35,0.12332173639065676,1,32,16,256,1,26,3,RS,30,512,128,64,0.1232814064664861,6.0867202387908046e-05,8,0.12330157142857143,1
44,True,35,0.1307930728875863,1,256,64,256,4,1,7,RS,20,1,1,256,0.1307424128266994,7.645777279262067e-05,8,0.13076774285714285,1
45,True,35,0.1593098464097125,1,16,256,256,1,16,13,RS,4,512,1,2048,0.15926163930457318,7.275569407550255e-05,1,0.15928574285714284,32
46,True,35,0.13687282249401497,1,16,64,64,1,27,24,RS,8,512,128,1,0.13674214893455647,0.00019721668596873283,8,0.13680748571428572,1
47,True,35,0.11937331668651147,1,16,1,32,22,1,3,RS,25,512,2048,512,0.11925582617063143,0.0001773204179225979,8,0.11931457142857145,8
48,True,35,0.11827010357765876,1,512,1,1,5,1,29,RS,17,256,1,1024,0.11809652499376978,0.0002619703114508059,8,0.11818331428571427,8
49,True,35,0.131421214143402,1,1,256,64,14,1,29,RS,7,512,1024,2048,0.13138415728516942,5.592738732554265e-05,8,0.1314026857142857,1
50,True,35,0.15366712707655517,32,1,256,32,24,1,12,RS,22,128,1024,256,0.15363064435201634,5.5060886521102647e-05,1,0.15364888571428575,1
51,True,35,0.1337635718019072,1,1,64,512,28,1,8,RS,4,2048,256,64,0.13374094248380705,3.41528855565197e-05,8,0.13375225714285713,1
52,True,35,0.2064339908430004,32,512,32,128,21,28,1,RS,6,512,1,2048,0.20641000915699959,3.619392214170911e-05,1,0.206422,1
53,True,35,0.11215834591118727,8,128,32,1,13,5,1,RS,8,2048,256,512,0.11203519694595558,0.00018586032938961607,8,0.11209677142857143,1
54,True,35,0.12215917099759495,8,128,128,32,1,7,15,RS,2,256,2048,2048,0.12204957185954789,0.00016541049987648193,1,0.12210437142857142,8
55,True,35,0.1588873985455192,1,16,256,128,1,30,6,RS,18,1,1,128,0.1587185443116237,0.0002548401724010332,32,0.15880297142857144,1
56,True,35,0.22585968210007792,8,32,64,256,19,15,1,RS,20,512,512,1,0.22570403218563637,0.0002349117941279403,1,0.22578185714285715,8
57,True,35,0.11601687328245719,1,256,32,128,27,17,1,RS,14,2048,1024,1024,0.11580415528897142,0.0003210407514345072,8,0.1159105142857143,8
58,True,35,0.15350284229863478,1,512,16,64,21,1,20,RS,11,1,64,2048,0.15340207198707947,0.00015208575454227829,1,0.15345245714285713,32
59,True,35,0.33092566236630094,1,256,16,64,10,7,1,RS,12,512,2048,512,0.33019199477655614,0.0011072744268367,32,0.33055882857142854,1
60,True,35,0.14065032970566502,1,16,16,512,1,13,16,RS,20,512,128,128,0.14039264172290647,0.00038891088743739984,32,0.14052148571428574,1
61,True,35,0.14849018538254205,8,256,128,256,21,1,4,RS,4,1024,1024,256,0.14830530033174366,0.0002790343903901599,1,0.14839774285714286,1
62,True,35,0.21711263979948317,1,32,1,32,21,28,1,RS,10,512,512,64,0.21708153162908825,4.694943871782097e-05,1,0.2170970857142857,32
63,True,35,0.24233562662384917,1,16,512,16,1,28,20,RS,18,128,2048,512,0.2423101448047223,3.845797069794583e-05,1,0.24232288571428573,8
64,True,35,0.13215690870225033,1,16,1,512,28,1,23,RS,19,2048,128,256,0.1320990341548926,8.734610489779386e-05,8,0.13212797142857147,1
65,True,35,0.2116191848929265,1,512,32,64,1,11,29,RS,6,64,512,512,0.21131698653564499,0.0004560873582630271,1,0.21146808571428574,1
66,True,35,0.1171040331265232,8,32,32,16,1,20,8,RS,17,2048,1024,64,0.11704048115919108,9.591464743112324e-05,1,0.11707225714285714,8
67,True,35,0.138374198750107,1,16,16,64,19,1,16,RS,11,256,64,256,0.13816105839275014,0.0003216781964025796,32,0.13826762857142857,1
68,True,35,0.13384971703911894,1,64,512,16,3,5,1,RS,11,64,512,512,0.13371022581802391,0.0002105245809488122,8,0.13377997142857143,8
69,True,35,0.11397707770266233,8,32,1,1,1,21,14,RS,8,512,256,1,0.11385012229733765,0.0001916051296658974,8,0.11391359999999999,1
70,True,35,0.27372615915669796,1,128,512,64,1,17,29,RS,20,128,512,1024,0.27331795512901635,0.0006160744826425363,1,0.27352205714285716,8
71,True,35,0.30839721833883976,1,32,16,32,22,9,1,RS,3,1,2048,2048,0.3078679816611603,0.0007987408018696908,32,0.30813260000000003,1
72,True,35,0.12267667683852142,8,256,32,512,1,18,13,RS,7,2048,2048,512,0.12252538030433573,0.00022834153438770256,8,0.12260102857142857,1
73,True,35,0.23579010973569758,1,64,16,32,20,11,1,RS,8,512,128,128,0.2355957759785881,0.0002932946780343354,1,0.23569294285714285,8
74,True,35,0.23827403541151793,32,128,1,32,1,6,30,RS,16,256,2048,1024,0.2378928788741963,0.0005752535511956985,1,0.2380834571428571,1
75,True,35,0.16478684756768705,1,16,64,32,24,1,4,RS,16,64,2048,1,0.16475206671802725,5.2492362904191166e-05,32,0.16476945714285715,1
76,True,35,0.22279742045061088,1,512,16,32,30,25,1,RS,29,64,2048,1,0.222667322406532,0.00019634809988011318,1,0.22273237142857144,32
77,True,35,0.11262825027221653,8,128,128,1,13,1,14,RS,9,1024,128,256,0.11259060687064061,5.681261716720785e-05,1,0.11260942857142857,8
78,True,35,0.22175814409929231,1,64,512,512,3,7,1,RS,13,1024,2048,128,0.22166985590070767,0.00013324735323021463,1,0.221714,8
79,True,35,0.22207600202551672,1,16,64,128,29,30,1,RS,17,256,256,64,0.22203428368876896,6.296263874355375e-05,1,0.22205514285714284,8
80,True,35,0.14959816653194832,8,64,32,1,24,1,20,RS,5,2048,256,64,0.14954091918233745,8.639951813924625e-05,1,0.14956954285714288,1
81,True,35,0.19903992386090744,1,32,32,128,8,1,26,RS,7,128,256,1024,0.19894681899623542,0.00014051681866072128,1,0.19899337142857143,1
82,True,35,0.20599020498655038,1,256,16,128,19,22,1,RS,7,1024,1,1,0.20583408072773532,0.00023562768972101725,1,0.20591214285714285,32
83,True,35,0.15832769621440362,1,128,32,32,1,23,24,RS,9,64,2048,2048,0.15824876092845352,0.00011913164044493905,1,0.15828822857142857,8
84,True,35,0.15814079945461268,1,16,128,64,7,1,10,RS,13,1024,128,256,0.15801480054538736,0.0001901615553755746,1,0.15807780000000002,8
85,True,35,0.11449363663246101,1,256,1,256,2,1,11,RS,25,1024,512,1,0.11443464908182469,8.902588479349858e-05,1,0.11446414285714285,8
86,True,35,0.1164862061084728,8,128,512,256,28,1,10,RS,6,1,2048,1024,0.1164643653200986,3.2962811451324585e-05,1,0.1164752857142857,8
87,True,35,0.26596888946355934,1,32,1,32,1,2,8,RS,11,512,256,1,0.2657977391078692,0.00025830555233549864,32,0.26588331428571427,1
88,True,35,0.2203199963555973,1,256,128,32,23,22,1,RS,13,2048,128,512,0.2202821750729741,5.708108089304601e-05,1,0.2203010857142857,1
89,True,35,0.13274430286222885,1,256,1,64,6,1,18,RS,12,256,128,2048,0.13271883999491393,3.842936802148391e-05,8,0.1327315714285714,1
90,True,35,0.14225900371890465,1,256,1,16,1,1,12,RS,29,2048,2048,1,0.14223173913823822,4.1148571031800946e-05,1,0.14224537142857144,1
91,True,35,0.2283076850569676,8,512,32,256,29,13,1,RS,8,256,1,1024,0.22826025780017525,7.157872218325323e-05,1,0.22828397142857143,8
92,True,35,0.258137159617071,1,16,16,16,6,12,1,RS,18,1,512,512,0.25801118324007183,0.00019012754902422507,1,0.2580741714285714,32
93,True,35,0.12371194649212777,1,16,16,256,1,12,10,RS,30,256,1,64,0.12367542493644362,5.51194917188726e-05,8,0.1236936857142857,1
94,True,35,0.20749786613232868,1,32,32,64,14,19,1,RS,1,512,512,256,0.2074778481533856,3.0211769567639383e-05,1,0.20748785714285714,32
95,True,35,0.3306213079683031,1,64,64,32,6,16,1,RS,20,512,128,256,0.33022646346026835,0.0005959118713092914,32,0.3304238857142857,1
96,True,35,0.2005394237761494,1,16,128,128,15,4,1,RS,21,512,1024,512,0.2004960047952791,6.552930486369107e-05,1,0.20051771428571424,32
97,True,35,0.20144923497560133,1,32,16,512,27,19,1,RS,26,512,512,2048,0.20141230788154155,5.5731543114821344e-05,1,0.20143077142857144,32
98,True,35,0.12997511670482184,8,64,128,32,15,1,2,RS,29,64,512,256,0.12994671186660675,4.286948393742727e-05,8,0.1299609142857143,1
99,True,35,0.24951694531852395,1,128,16,1,1,17,11,RS,23,512,64,1,0.24943448325290465,0.0001244543683279885,1,0.2494757142857143,32
100,True,35,0.2485733421364226,1,16,16,32,28,13,1,RS,8,128,64,128,0.24843254357786318,0.00021249765616954846,32,0.2485029428571429,1
101,True,35,0.21383822136577307,8,64,16,16,27,1,30,RS,24,128,512,1024,0.21365035006279837,0.00028354133701440835,1,0.21374428571428572,1
102,True,35,0.12275178985492481,1,16,1,1,29,24,1,RS,13,1024,256,256,0.1225850672879323,0.00025162299301185564,8,0.12266842857142855,1
103,True,35,0.132011771043153,1,64,1,128,1,10,6,RS,25,1024,2048,2048,0.13195537181398984,8.511950782426506e-05,1,0.13198357142857142,8
104,True,35,0.11474404779069694,8,32,16,1,1,23,3,RS,6,64,128,512,0.11469863792358875,6.853401360206562e-05,8,0.11472134285714285,1
105,True,35,0.12597417692226895,8,32,32,32,17,1,4,RS,15,512,2048,256,0.12590685164915968,0.00010160944034560656,1,0.12594051428571432,8
106,True,35,0.11603286531712481,1,16,64,512,6,1,28,RS,13,2048,128,1,0.11591942039716091,0.0001712146760827553,8,0.11597614285714286,8
107,True,35,0.14350552121975113,1,64,128,64,1,24,15,RS,17,1,256,1024,0.14347802163739182,4.150324305007449e-05,1,0.14349177142857147,1
108,True,35,0.12597120118627894,1,1,1,128,1,1,16,RS,4,512,1,128,0.12594702738514965,3.648386839496641e-05,1,0.1259591142857143,1
109,True,35,0.14312201672346467,32,1,64,512,12,1,12,RS,19,2048,1,1024,0.14309044041939253,4.765596093087164e-05,1,0.1431062285714286,1
110,True,35,0.13443828793267676,1,64,256,64,23,1,4,RS,2,1024,512,1024,0.13440805492446606,4.5628616155267606e-05,1,0.1344231714285714,32
111,True,35,0.2577114272210544,1,32,16,1,7,1,18,RS,3,1024,2048,1024,0.25762034420751695,0.00013746537671689536,1,0.25766588571428567,32
