id,U2_I,U2_J,cost_mean,points,technique,speedup,RT2_J,T2_Ia,T2_J,T2_I,OMP,VEC2,T2_Ja,SCR,RT2_I
1,1,26,0.05858602,301,RS,1.641172757596437,1,512,4,64,True,True,1024,True,8
