id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,2,4,2048,False,8,1,512,2,1024,24,8.375591342562238,2,4,128,DLMT,4,False,False,True,512,1,True,18,22,1,2048,1,10,512,1,6,8.381101000000001,2,True,0.008889483055836388,True,8.386610657437764
2,2,1,2,False,2,1024,4,128,512,13,2.091137986032017,1,2,1,DLMT,32,False,True,False,16,64,True,21,30,1,1024,1,10,128,1,3,2.181596,1,True,0.14594827201443675,True,2.2720540139679826
3,1,4,128,False,4,512,2,2,2048,1,3.9745909308082474,2,4,32,DLMT,1,True,False,False,1,64,False,30,1,1,512,2,10,512,11,26,3.974711,4,False,0.0001937240305176147,True,3.9748310691917528
4,8,2,32,False,1,2,256,8,2048,6,3.5388215924725595,4,16,1,DLMT,1,False,False,True,1,1,True,27,21,1,2,2,10,32,1,7,3.699803,8,False,0.25973329752074537,True,3.860784407527441
5,8,8,32,False,2,64,64,2,64,12,4.64903544918487,8,1,1024,DLMT,8,False,True,False,8,1024,False,29,1,28,256,1,10,8,1,16,4.664454999999999,8,True,0.02487846789896852,True,4.6798745508151285
6,8,2,2048,False,1,2,32,2,512,1,4.447585106965199,512,256,2048,DLMT,1,True,True,False,512,1,False,4,1,11,256,2,10,256,24,13,4.447948,4,False,0.0005855049103124533,True,4.448310893034802
7,2,4,8,False,1,1024,4,1,1,21,5.586431420110481,2,1,128,DLMT,4,False,True,True,512,1024,False,14,11,1,2048,16,10,1024,1,24,5.5866739999999995,1,False,0.00039138727623670564,True,5.586916579889518
8,2,32,256,False,1,1,1,1,32,1,16.187832104250386,1,64,2,DLMT,32,False,False,False,16,256,False,8,1,17,1,1,10,32,25,27,16.18799,2,False,0.000254754784057118,True,16.188147895749612
9,8,1,2048,False,4,1,512,2,1024,29,3.004569227171649,2,2048,256,DLMT,2,False,False,False,8,2048,True,3,30,1,4,2,10,128,1,30,3.036464,2,False,0.05146019436418792,True,3.068358772828351
10,1,8,128,False,8,2,2,4,256,5,3.727105441285043,4,4,512,DLMT,2,False,True,True,1024,1024,True,24,1,8,16,4,10,32,19,1,3.736522,2,False,0.015193020634488675,True,3.7459385587149567
11,16,2,2048,False,4,8,16,4,128,15,3.5770938256012443,32,4,256,DLMT,2,False,False,False,1024,1,False,20,1,22,2048,2,10,128,1,10,3.5834959999999993,32,True,0.010329502601771295,True,3.5898981743987544
12,1,1,2048,False,8,256,16,256,256,1,9.124993026484029,1,128,2,DLMT,2,True,False,True,2048,2048,False,1,8,5,256,32,10,512,13,13,9.125998,2,False,0.0016214610695294497,True,9.12700297351597
13,2,32,2048,False,2,16,64,64,512,9,15.175290819345388,2,32,8,DLMT,8,True,True,True,32,32,False,1,6,25,128,1,10,1,2,1,15.175730000000001,4,False,0.0007085901495221829,True,15.176169180654615
14,8,8,256,False,1,4,2048,2,2048,21,4.749511172383144,2,4,8,DLMT,32,False,True,False,256,16,False,22,1,28,16,1,10,512,13,1,4.755538,1,True,0.009723904359875203,True,4.761564827616855
15,1,4,1,False,4,4,32,2,32,17,6.62714000558091,2,1,1,DLMT,4,True,True,True,16,16,False,1,19,29,1024,16,10,16,30,1,6.627337,2,False,0.0003178380090549017,True,6.62753399441909
