id,RT2_I,T2_J,T2_I,T2_Ja,mean_confidence_interval_inf,baseline,T2_Ia,technique,RT2_J,VEC2,VEC1,SCR,U1_K,U1_J,cost_std,runs,U2_I,U2_J,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,16,8,1,32,3.7514289354260435,False,2048,RS,4,True,True,False,29,6,0.0002743884108339859,10,25,1,3.751599,True,False,3.7517690645739568
2,32,4,64,128,inf,False,2048,RS,2,False,False,True,20,25,inf,1,1,5,inf,False,False,inf
3,4,1,4,256,inf,False,128,RS,1,True,True,True,3,16,inf,1,1,19,inf,False,True,inf
4,8,4,8,8,inf,False,2048,RS,2,False,False,True,8,11,inf,1,1,9,inf,False,False,inf
5,32,1,32,4,inf,False,1024,RS,2,False,True,False,21,17,inf,1,1,16,inf,False,True,inf
6,4,16,2,1024,0.23436294866466295,False,8,RS,32,True,False,False,27,22,0.0170341012513135,10,6,1,0.2449206,True,True,0.255478251335337
7,32,256,4,2048,inf,False,4,RS,1,True,True,False,23,8,inf,1,1,19,inf,False,True,inf
8,1,16,128,64,1.0068527075583948,False,256,RS,4,True,True,True,25,16,0.021118743712635946,10,1,17,1.019942,True,True,1.033031292441605
9,32,64,64,512,7.5927949332075455,False,512,RS,2,True,False,False,15,8,0.004416083785436949,10,11,1,7.595532,True,False,7.598269066792455
10,32,8,16,512,0.4803378109275734,False,16,RS,1,False,False,False,2,18,0.023767033139413918,10,7,1,0.4950685,True,True,0.5097991890724266
11,2,4,64,8,6.537770231010858,False,128,RS,1,True,False,True,2,26,0.0006966318970588983,10,12,1,6.538202,True,False,6.5386337689891425
12,2,32,256,256,2.475369587235955,False,512,RS,4,True,False,True,16,15,0.0001749171232327552,10,7,1,2.475478,True,False,2.4755864127640446
13,8,512,2048,512,3.04205167428108,False,2048,RS,4,False,False,False,9,20,0.00042001904718711846,10,1,11,3.042312,True,False,3.0425723257189197
14,4,2,2,2048,2.277870674700719,False,128,RS,4,False,True,False,3,18,0.051233591178054275,10,1,14,2.3096249999999996,True,True,2.3413793252992803
15,2,512,2,2048,inf,False,32,RS,1,True,False,True,20,6,inf,1,27,1,inf,False,True,inf
16,2,2,2048,512,inf,False,1,RS,4,True,True,True,13,6,inf,1,20,1,inf,False,False,inf
17,1,2,16,512,4.7877935693259905,False,128,RS,16,False,True,False,6,25,0.0010397480464035725,10,6,1,4.788438,True,False,4.78908243067401
18,4,4,128,128,3.941487641572304,False,512,RS,4,False,False,False,26,9,0.03486210327848856,10,17,1,3.963095,True,True,3.984702358427696
19,1,2,1,2,3.769550822485189,False,1024,RS,32,False,True,False,23,24,0.00014549570440393228,10,15,1,3.769641,True,False,3.769731177514811
20,1,16,1,2048,3.848906224480618,False,16,RS,2,True,True,False,9,18,0.0008918682638147775,10,21,1,3.8494590000000004,True,False,3.850011775519383
21,32,64,32,2048,0.3018780259944749,False,128,RS,1,False,True,False,6,22,0.012656400255996968,10,1,11,0.3097224,True,True,0.31756677400552513
22,32,128,16,2048,inf,False,2048,RS,4,True,False,True,6,16,inf,1,29,1,inf,False,False,inf
23,4,64,64,1,3.3877198160546995,False,2048,RS,4,True,False,False,4,1,0.027381929606950635,10,1,2,3.4046910000000006,True,True,3.4216621839453016
