id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,512,64,0.015358660000000001,1,21,RS,8.765979584156431,1,512,True,False,False,True,False,301
