id,SCREP,runs,T1_I,T1_J,cost_mean,U_J,U_I,technique,mean_confidence_interval_inf,cost_std,correct_result,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,mean_confidence_interval_sup,baseline
1,True,10,128,4,0.07823094,1,1,RS,0.06751846453474836,0.017283900171674214,True,64,256,True,False,True,False,True,0.08894341546525164,False
2,True,10,32,512,0.08601112,1,18,RS,0.07820249371099107,0.012598723581204566,True,1024,1024,True,False,True,False,False,0.09381974628900892,False
3,False,10,512,512,0.2387028,22,1,RS,0.23867201196640317,4.967454076284571e-05,True,1024,2048,False,False,False,True,False,0.23873358803359682,False
4,False,10,32,1024,0.06299232,1,13,RS,0.05450015530214598,0.013701569478990353,True,1024,64,True,True,True,False,False,0.07148448469785403,False
5,True,10,1,256,0.03873924,1,25,RS,0.028918271038214247,0.0158455109349115,True,256,512,True,True,False,False,False,0.048560208961785756,False
6,False,10,256,512,0.1432176,22,1,RS,0.14315445252752432,0.00010188444434750847,True,512,2048,False,False,True,False,False,0.14328074747247568,False
7,False,10,32,1,0.1723333,18,2,RS,0.17230851586985815,3.998762308515302e-05,True,128,64,False,False,False,True,True,0.17235808413014184,False
8,True,10,1,64,0.06557850000000001,19,2,RS,0.05621214676493424,0.015112017274871017,True,1,32,True,True,False,False,False,0.07494485323506578,False
9,False,10,16,1024,0.06887831,3,9,RS,0.05933045257835301,0.015404862775594594,True,1,64,True,True,False,False,False,0.07842616742164699,False
10,True,10,2,64,0.061190390000000004,3,2,RS,0.05406528447301302,0.011495906155449424,True,64,1,True,True,False,False,False,0.06831549552698699,False
11,False,10,64,1,0.024502519999999996,3,6,RS,0.019029293388675803,0.0088307042264816,True,2,1,True,True,True,True,False,0.02997574661132419,False
12,True,10,1,4,0.4267864,14,3,RS,0.42675739094391235,4.680427330916813e-05,True,32,2,False,False,False,True,False,0.42681540905608767,False
13,False,10,512,512,0.09194453,12,2,RS,0.08344381443902163,0.013715365754659987,True,1024,2048,True,False,False,False,True,0.10044524556097836,False
14,True,10,2,128,0.09881991,15,2,RS,0.08952904161096083,0.014990227260281947,True,2048,2048,True,True,False,False,True,0.10811077838903917,False
15,False,10,2,256,0.1229922,2,15,RS,0.12290162599471545,0.00014613541665181538,True,256,1024,False,True,True,False,False,0.12308277400528454,False
16,True,10,32,4,0.1711683,3,11,RS,0.17114680812129993,3.4675784057462106e-05,True,8,256,False,False,False,False,True,0.17118979187870006,False
17,False,10,4,4,0.06649777999999999,1,25,RS,0.059244319682345656,0.011702998474647426,True,256,32,True,True,False,True,False,0.07375124031765433,False
18,True,10,32,16,0.06698641,6,3,RS,0.05851381349794435,0.013669997435365523,True,1,32,True,True,False,False,True,0.07545900650205564,False
19,True,10,32,32,0.04966876,6,5,RS,0.04466425239630195,0.008074455816610801,True,1024,2048,True,False,True,True,True,0.05467326760369805,False
20,False,10,256,8,0.2594371000000001,3,1,RS,0.2592999589656563,0.00022126836646932783,True,16,2048,False,False,True,True,True,0.2595742410343439,False
