id,RT1_I2,RT1_I1,technique,U1_I1,cost_mean,RT2_I2,T2_I2a,speedup,RT2_I1,T1_I1a,U2_I1,points,T1_I2,T2_I2,T2_I1,T1_I1,U2_I2,T1_I2a,T2_I1a,U1_I2
1,1,8,DLMT,14,1.0934625714285717,8,1,1.0104512036338555,1,512,1,194,1,1,1,512,27,512,128,1
