id,correct_result,runs,baseline,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,mean_confidence_interval_sup,cost_std,RT_I,cost_mean,RT_J
1,True,35,True,1,1,1,1,1,1,1,SIMP,1,1,1,1,0.17748639358586976,0.1776529206998445,0.0002513280091101357,1,0.17756965714285713,1
2,True,35,False,1,512,1,1,1,1,1,SIMP,1,1,1,1,0.18197430734689152,0.18210112122453703,0.00019139153159779214,1,0.18203771428571427,1
3,True,35,False,1,1,512,1,1,1,1,SIMP,1,1,1,1,0.17127368847808638,0.1713071686647708,5.0529361034260664e-05,1,0.1712904285714286,1
4,True,35,False,1,1,1,512,1,1,1,SIMP,1,1,1,1,0.19361286386066714,0.19362765042504718,2.2316352565703975e-05,1,0.19362025714285716,1
5,True,35,False,1,1,1,1,1,1,1,SIMP,1,1,1,2048,0.18037726960688955,0.18048673039311047,0.00016520169490656065,1,0.180432,1
6,True,35,False,1,1,1,1,1,1,1,SIMP,1,1,2048,1,0.17066666030491578,0.17074716826651276,0.00012150517247745233,1,0.17070691428571427,1
7,True,35,False,1,1,1,1,1,1,1,SIMP,1,2048,1,1,0.1922212180238942,0.19224501054753435,3.5908432299445335e-05,1,0.19223311428571427,1
8,True,35,False,1,1,1,1,1,1,1,SIMP,30,1,1,1,0.1763128631662152,0.17670336540521342,0.000589358380974166,1,0.1765081142857143,1
9,True,35,False,1,1,1,1,1,1,30,SIMP,1,1,1,1,0.1757175287199403,0.17579509985148825,0.00011707281529728635,1,0.17575631428571428,1
10,True,35,False,1,1,1,1,1,30,1,SIMP,1,1,1,1,0.16975779605410238,0.16977677537446903,2.8644193057551298e-05,1,0.1697672857142857,1
11,True,35,False,1,1,1,1,30,1,1,SIMP,1,1,1,1,0.16278358614903118,0.16279835670811169,2.229219685935548e-05,1,0.16279097142857143,1
12,True,35,False,1,1,1,1,1,1,1,SIMP,1,1,1,1,0.24300129127843342,0.2431541372929951,0.0002306800593807774,32,0.24307771428571426,1
13,False,1,False,1,1,1,1,1,1,1,SIMP,1,1,1,1,inf,inf,inf,1,inf,32
14,False,1,False,32,1,1,1,1,1,1,SIMP,1,1,1,1,inf,inf,inf,1,inf,1
15,True,35,False,1,1,1,1,15,16,1,SIMP,1,1,1,1,0.1643159614121113,0.164335352873603,2.9266209532637288e-05,1,0.16432565714285716,1
16,True,35,False,1,1,1,1,15,1,1,SIMP,1,1,256,1,0.3935555280986132,0.39358487190138675,4.428659906949924e-05,1,0.3935702,1
17,True,35,False,1,1,64,1,15,1,1,SIMP,1,1,1,1,0.39228442937992847,0.3923072277629286,3.4408043672775655e-05,1,0.39229582857142853,1
18,True,35,False,1,1,1,1,15,1,16,SIMP,1,1,1,1,0.10555541242669841,0.1055881304304444,4.937905033761586e-05,1,0.10557177142857141,1
