id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,1,1,2,16,2.751858740868487,128,128,DLMT,16,False,128,18,16,1,1,False,False,10,0.03035077428995837,2.77067,True,True,2.789481259131513
2,8,16,4,4,1.4918570900309907,8,4,DLMT,2048,False,1024,22,1,5,1,True,False,10,0.002187674793016528,1.4932130000000001,True,True,1.4945689099690096
3,1,1024,1,32,inf,8,8,DLMT,256,False,32,19,256,1,29,False,False,1,inf,inf,False,False,inf
4,1,256,32,2,inf,64,256,DLMT,2,False,1024,20,1,2,1,False,False,1,inf,inf,False,False,inf
5,8,32,8,1,1.731802036633363,2048,32,DLMT,1,True,2048,1,1024,4,18,False,False,10,2.8982753492354233e-05,1.7318200000000001,True,False,1.7318379633666372
6,32,8,1,1,inf,16,2,DLMT,128,True,2048,30,128,1,11,True,False,1,inf,inf,False,True,inf
7,2,1,8,8,1.0848454101365197,1024,2048,DLMT,16,True,1024,27,1024,6,1,False,False,10,0.005878701302158473,1.0884889999999998,True,True,1.09213258986348
8,1,4,2,4,1.4528194138985648,4,4,DLMT,8,True,16,5,512,19,1,False,False,10,4.4508426168570934e-05,1.4528469999999998,True,False,1.4528745861014347
9,1,2048,8,2,inf,1024,2048,DLMT,128,True,1,1,1,19,30,True,False,1,inf,inf,False,True,inf
10,2,128,16,4,3.751969967295792,4,8,DLMT,8,False,8,1,128,1,10,True,False,10,3.7161808352095085e-05,3.7519929999999997,True,False,3.7520160327042076
11,1,4,4,1,1.0236316171607198,2048,1,DLMT,64,False,1,29,1024,1,5,True,False,10,0.0024836966400911755,1.0251709999999998,True,True,1.0267103828392798
12,8,1,8,1,0.3586268151485114,1,1,DLMT,8,False,256,12,32,1,10,False,False,10,0.19913274295306135,0.48204830000000004,True,True,0.6054697848514886
13,4,2,1,16,inf,2048,2,DLMT,8,False,2048,1,128,30,13,False,False,1,inf,inf,False,True,inf
14,8,32,2,2,1.961634239345688,256,32,DLMT,128,False,2048,1,2048,30,9,False,False,10,6.576473218987716e-05,1.961675,True,False,1.961715760654312
15,1,2048,16,2,1.1579128203248514,64,16,DLMT,1,True,1,9,4,1,22,False,False,10,6.321392251709008e-05,1.157952,True,False,1.1579911796751488
16,8,2048,1,1,1.0199020574421631,1,8,DLMT,8,True,512,1,1,23,29,True,False,10,5.315072906364755e-05,1.019935,True,False,1.019967942557837
17,8,64,2,8,1.7424783359858576,16,1,DLMT,1,False,32,30,2048,17,1,True,False,10,0.00282619886066073,1.74423,True,True,1.7459816640141423
18,2,4,32,1,0.17927983143962853,2,4,DLMT,8,True,256,10,32,1,28,True,False,10,0.010023424255712218,0.1854923,True,True,0.19170476856037147
19,4,1,1,1,0.48057224248633457,1,1024,DLMT,256,True,16,13,256,16,1,True,False,10,2.2358219964930844e-05,0.4805861,True,False,0.48059995751366547
20,1,1,4,2,1.1007274102659972,16,512,DLMT,2048,False,2048,1,1,8,30,True,False,10,0.0024872573248459523,1.102269,True,True,1.1038105897340027
21,2,1,2,4,1.0759487914583536,512,8,DLMT,512,True,512,11,2048,1,2,True,False,10,0.00989554323925672,1.082082,True,True,1.0882152085416463
22,1,1,2,32,0.6906490542131996,128,2048,DLMT,1,True,1,1,16,15,11,True,False,10,4.831562894137471e-05,0.690679,True,False,0.6907089457868005
23,2,128,16,1,inf,16,8,DLMT,128,True,16,29,1,30,1,False,False,1,inf,inf,False,True,inf
24,2,1,1,8,2.7198048087598505,2,1,DLMT,32,False,1,1,1024,5,24,False,False,10,0.0003762392855617842,2.7200379999999997,True,False,2.720271191240149
25,4,512,8,8,inf,256,256,DLMT,1,False,2048,19,128,18,1,True,False,1,inf,inf,False,True,inf
26,4,2048,8,1,1.3408231263277857,16,1024,DLMT,4,True,16,16,1024,4,1,False,False,10,4.335896677734463e-05,1.34085,True,False,1.3408768736722145
27,2,32,8,2,1.6927552545391935,512,16,DLMT,8,True,1,1,128,28,21,True,False,10,0.00017061359852014408,1.692861,True,False,1.6929667454608064
28,8,512,2,8,1.3434869907535993,8,128,DLMT,4,True,1,22,128,24,1,True,False,10,4.19642705166736e-05,1.343513,True,False,1.3435390092464006
29,16,1,2,1,1.3801870931946754,128,1,DLMT,1,True,1,1,256,6,1,False,False,10,0.005267720189987341,1.383452,True,True,1.3867169068053244
30,2,64,4,16,1.0517714061490309,512,64,DLMT,1024,True,512,8,2048,1,30,False,False,10,3.0000000000011497e-05,1.05179,True,False,1.0518085938509691
31,32,256,1,1,inf,2048,1,DLMT,64,False,1,20,2048,13,1,True,False,1,inf,inf,False,False,inf
32,1,32,8,1,1.0899785170055631,16,2,DLMT,1,True,256,1,1024,28,9,True,False,10,0.002917872683994278,1.091787,True,True,1.093595482994437
33,1,1,1,32,0.6250419399094277,1,2048,DLMT,2,True,2048,6,256,1,7,False,False,10,4.059421141002181e-05,0.6250671,True,False,0.6250922600905723
34,1,2048,1,1,1.55126854330389,512,2,DLMT,2048,True,512,25,1,11,1,True,False,10,2.6551836094672568e-05,1.551285,True,False,1.55130145669611
35,2,8,1,2,1.5731926160862602,1024,1,DLMT,2,True,2048,24,64,1,30,False,False,10,5.063595560469149e-05,1.573224,True,False,1.5732553839137398
36,32,8,2,1,1.6328738011125101,1,2,DLMT,1,False,2,21,1,1,10,False,False,10,3.742993454446754e-05,1.6328970000000003,True,False,1.6329201988874904
37,2,2,8,8,0.291930471384381,1,2,DLMT,1,False,512,29,16,30,1,True,False,10,0.03454888713128109,0.3133437,True,True,0.334756928615619
38,2,32,1,4,1.1809085281001819,4,1,DLMT,512,True,2048,1,1,19,18,False,False,10,0.00012499599993601068,1.180986,True,False,1.1810634718998183
39,2,2048,32,2,4.718279507773251,1,2,DLMT,2048,False,16,27,2048,17,1,False,False,10,0.0003121874436936779,4.718473,True,False,4.71866649222675
40,16,1024,4,1,0.4626777670771882,1,1,DLMT,1024,True,32,20,1024,1,23,True,False,10,0.0036419022501983805,0.464935,True,True,0.46719223292281176
41,16,2048,4,2,1.201219655742242,2048,1,DLMT,8,True,2048,1,8,10,10,True,False,10,2.959729717389933e-05,1.201238,True,False,1.201256344257758
42,1,64,1,4,0.1430988371460902,1,2,DLMT,2,False,2,25,8,1,6,False,False,10,0.010005505902252023,0.14930019999999997,True,True,0.15550156285390973
43,32,1,1,2,1.398108368398295,32,128,DLMT,2048,True,128,24,2048,26,1,True,False,10,0.002659962593721917,1.399757,True,True,1.4014056316017047
44,2,1,2,32,1.0826413457172976,1,4,DLMT,16,True,1,24,2048,16,1,True,False,10,0.002413143385710828,1.084137,True,True,1.0856326542827022
45,32,2048,2,2,1.3597758983944743,2,64,DLMT,64,True,64,1,512,11,12,True,False,10,0.0025058309998880514,1.3613289999999998,True,True,1.3628821016055253
46,4,2048,2,1,0.11789413598398864,2,2048,DLMT,2,True,2048,3,8,18,1,False,False,10,0.012070867990331104,0.1253756,True,True,0.13285706401601136
47,32,1024,2,2,1.625664307858044,4,4,DLMT,8,True,1024,30,512,1,13,False,False,10,0.004831745957725801,1.628659,True,True,1.6316536921419562
48,2,512,1,32,0.6911603514718918,1,512,DLMT,1,False,64,28,1,6,1,False,False,10,0.04916068529109414,0.7216298999999999,True,True,0.7520994485281081
49,1,1,1,1,2.8969715904882047,1,1,DLMT,1,False,1,1,1,1,1,False,True,10,2.808914381037848e-05,2.896989,True,False,2.8970064095117953
50,1,2,2,4,1.9799279994588381,32,2,DLMT,16,True,256,1,128,30,11,True,False,10,3.549647869858628e-05,1.9799499999999999,True,False,1.9799720005411616
51,2,1,4,16,2.7153788529153333,1,1024,DLMT,512,False,2,30,2048,1,28,False,False,10,2.282542442102443e-05,2.7153929999999997,True,False,2.715407147084666
52,1,512,2,8,0.08228245502300838,128,1,DLMT,4,False,2048,1,1,19,28,False,False,10,0.01646048200653918,0.09248457999999998,True,True,0.10268670497699159
53,8,2048,4,4,2.7762570650743057,2,4,DLMT,512,False,2,1,512,24,16,True,False,10,0.006787622853400191,2.7804640000000003,True,True,2.784670934925695
54,4,2048,4,2,inf,1,512,DLMT,64,False,16,28,1,1,29,True,False,1,inf,inf,False,False,inf
