id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,64,8,512,8,6.969162668821784,1024,False,128,RS,1,False,True,0.005407160437789751,3,True,8,10,1,32,False,6.972513999999999,32,True,32,True,16,6.975865331178215,1,1
2,64,1,128,128,6.988179290470997,128,False,2,RS,128,True,False,0.005548139868460266,16,True,8,10,1,1,False,6.991618,8,True,8,True,2048,6.995056709529003,1,9
3,2,32,16,32,6.991751219020555,4,False,128,RS,512,False,False,0.006337225654811372,1,True,1,10,11,8,False,6.995679,32,True,1,True,1024,6.999606780979445,15,1
4,8,4,128,32,6.997129050601053,128,False,32,RS,1024,False,False,0.0023329477062292315,1,False,1,10,24,32,False,6.998575000000001,1,True,1,True,1,7.000020949398948,1,7
5,1,2,4,128,7.050021808268281,32,False,4,RS,16,True,True,0.0010474297112455346,7,True,8,10,1,1,False,7.0506709999999995,32,False,8,True,1,7.051320191731718,1,11
6,1024,8,2,64,6.974111574142158,2048,False,1,RS,16,True,False,0.004576393339738248,20,False,32,10,1,8,False,6.976948,1,True,32,True,1,6.979784425857842,14,1
7,32,2,2,64,7.001255357904852,64,False,4,RS,16,True,True,0.002689021383328733,28,True,1,10,1,8,False,7.002922,32,True,32,True,256,7.004588642095148,1,24
8,512,2,2,1024,7.012311950738721,1,False,1024,RS,2,False,False,0.0009778220697038075,21,False,32,10,1,8,False,7.012918000000001,8,False,32,True,2048,7.013524049261281,1,4
9,1,64,512,512,6.9936708295325065,512,False,512,RS,512,False,False,0.005172952831797268,1,True,8,10,14,8,False,6.9968770000000005,32,True,32,True,512,7.000083170467494,24,1
10,2,1,1,2,6.995771570372427,128,False,64,RS,4,True,False,0.0022804791163262648,24,True,32,10,1,1,False,6.997185,8,True,1,True,2048,6.998598429627573,11,1
11,8,4,512,1,7.02124737974737,1024,False,2048,RS,2048,False,False,0.002346937579059037,10,False,32,10,1,32,False,7.022702,1,True,32,True,16,7.024156620252629,1,15
12,8,4,8,1,6.988424319960848,64,False,8,RS,512,True,True,0.009897917407212601,1,True,32,10,20,8,False,6.994559,8,True,8,True,16,7.000693680039151,4,1
13,2,1024,8,256,6.989412399072593,1024,False,1,RS,32,False,False,0.004458894930361134,1,True,1,10,14,1,False,6.992175999999999,1,True,8,True,256,6.994939600927404,1,7
14,64,128,4,64,6.965298816588038,1,False,512,RS,64,True,False,0.013419248265085473,1,True,1,10,24,8,False,6.973616,32,True,8,True,128,6.981933183411962,24,1
15,512,1,4,16,6.991038292906599,512,False,32,RS,2048,False,True,0.004757551996562996,26,False,32,10,1,32,False,6.993987,1,True,8,True,16,6.9969357070934,18,1
16,32,512,64,16,6.9971833963596,1024,False,2048,RS,512,True,False,0.0008964312578218018,25,True,1,10,1,8,False,6.997739,32,False,1,True,1024,6.9982946036404,1,27
17,2,256,32,64,7.0013690927504495,256,False,1,RS,1024,True,True,0.007315171973371566,22,False,8,10,1,8,False,7.005902999999999,32,True,8,True,128,7.010436907249549,11,1
18,16,2,128,2,7.036539005887982,512,False,2048,RS,2048,True,True,0.0012326560753106938,3,False,32,10,1,8,False,7.037303,32,False,1,True,256,7.038066994112017,1,22
19,2,4,1,1,6.988744565290176,8,False,8,RS,1,True,True,0.003892310496350535,4,True,1,10,1,8,False,6.991157000000001,1,True,1,True,8,6.993569434709826,5,1
20,16,64,32,2048,7.002240439363899,32,False,256,RS,32,False,True,0.004152276965714149,1,False,1,10,24,32,False,7.0048140000000005,32,True,32,True,1,7.0073875606361025,1,29
21,1,512,512,256,6.989854254286977,1024,False,512,RS,512,False,False,0.0021277126215727945,10,False,32,10,1,1,False,6.991172999999999,1,True,1,True,1,6.992491745713021,27,1
22,64,1,16,64,6.995830503304228,64,False,128,RS,1024,False,True,0.003113120620856253,1,False,1,10,13,1,False,6.9977599999999995,8,True,1,True,128,6.999689496695771,29,1
23,512,32,2,1,6.998724667170378,1024,False,1,RS,8,False,False,0.0009895736455665766,18,False,32,10,1,1,False,6.999338,32,False,8,True,1,6.999951332829622,1,3
24,1,32,32,4,6.981863025632193,512,False,2048,RS,256,False,False,0.0008905756565278631,26,True,8,10,1,1,False,6.9824150000000005,8,False,1,True,8,6.982966974367808,1,28
25,128,2,512,1,6.987719356452787,128,False,1,RS,1,True,True,0.004586425187441823,19,False,1,10,1,8,False,6.990562,8,True,8,True,4,6.993404643547213,1,22
26,128,32,1,16,6.982813854529124,512,False,2048,RS,2,True,True,0.004606596248858656,14,False,32,10,1,32,False,6.985669,32,True,8,True,128,6.988524145470875,1,5
27,8,256,1,128,6.987489804708784,16,False,1,RS,64,False,True,0.03457948866018695,1,False,8,10,3,8,False,7.008922,8,True,1,True,128,7.030354195291216,18,1
28,128,32,32,64,7.014072604995252,2048,False,1,RS,1,False,False,0.0029161172815921617,27,True,1,10,1,1,False,7.01588,8,True,1,True,256,7.0176873950047485,24,1
29,8,256,256,128,7.001805693515838,8,False,1,RS,1024,True,True,0.0012008913356337855,1,False,8,10,14,32,False,7.002550000000001,32,False,8,True,512,7.003294306484165,1,9
30,16,32,512,2,6.995188403744689,16,False,512,RS,512,True,True,0.0038199664919997614,16,False,32,10,1,8,False,6.997556,32,True,8,True,32,6.999923596255312,20,1
