id,SCREP,correct_result,T1_Ja,technique,mean_confidence_interval_inf,T1_I,T1_J,T1_Ia,U_K,U_J,U_I,T1_K,T1_Ka,runs,cost_mean,OMP,PAR,VEC,cost_std,mean_confidence_interval_sup,baseline
1,False,True,1,DLMT,1.4699213271100207,2048,4,2048,24,1,4,256,2048,10,1.476136,True,False,False,0.010026980801816637,1.4823506728899791,False
2,False,True,64,DLMT,1.876045943512649,1,1,4,30,1,3,256,1,10,1.8764429999999996,False,True,False,0.0006406254756096143,1.8768400564873502,False
3,False,True,8,DLMT,1.9279321397850173,2048,4,1,4,1,2,8,8,10,1.9299790000000001,True,True,False,0.0033024792202222663,1.932025860214983,False
4,False,True,2048,DLMT,0.3714306298189237,2,2048,16,22,1,5,2,256,10,0.37640609999999997,True,False,True,0.00802760577569677,0.3813815701810762,False
5,False,True,16,DLMT,4.618827352968499,2,1,32,4,20,1,2,256,10,4.619047999999999,False,False,False,0.00035600000000006584,4.619268647031499,False
6,False,True,2048,DLMT,2.149925515999816,32,1,2048,3,30,1,8,2048,10,2.150418,False,False,True,0.0007945917190608565,2.1509104840001845,False
7,True,True,256,DLMT,0.38310255608294436,2,1,1,6,1,13,16,128,10,0.3872533,True,False,True,0.006696962222530453,0.3914040439170557,False
8,False,True,4,DLMT,0.3965811471058627,4,1,512,1,4,12,32,1,10,0.4074243999999999,True,False,True,0.01749490126408264,0.41826765289413714,False
9,False,True,256,DLMT,1.3010863211572985,8,4,1024,6,1,1,2,1,10,1.3028330000000001,True,True,True,0.00281815560251737,1.3045796788427018,False
10,True,True,8,DLMT,0.3776459890607434,8,4,32,2,29,1,8,1,10,0.3894653,True,True,True,0.019069709054151812,0.4012846109392566,False
11,False,True,32,DLMT,6.153770160747342,8,32,2048,22,1,1,4,32,10,6.161859,True,True,True,0.01305082943724271,6.169947839252657,False
12,False,True,2048,DLMT,1.9097525934208635,8,256,32,13,5,1,256,256,10,1.9099899999999999,False,True,True,0.0003830404678359674,1.9102274065791363,False
13,False,True,2048,DLMT,1.1289946185529725,2048,2048,1,1,8,15,16,16,10,1.1290660000000001,False,True,True,0.00011516944039105813,1.1291373814470278,False
14,False,True,16,DLMT,0.1893582743293004,2,4,1,1,3,25,1,2048,10,0.2059129,True,False,True,0.026709839233698136,0.2224675256706996,False
15,False,True,2048,DLMT,1.7051457449840652,1,8,128,1,2,16,8,64,10,1.707255,False,False,False,0.0034031492767729217,1.7093642550159347,False
16,False,True,1,DLMT,0.1669250124053379,64,1,256,1,6,4,2048,2048,10,0.1749097,True,True,False,0.012882787338538195,0.1828943875946621,False
