id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.164756315842539,1,32,1,512,1,20,25,RS,30,1,256,128,0.16465288415746102,0.0001561023839847242,1,0.1647046,1
2,True,35,0.13033641605621019,1,32,512,256,21,1,24,RS,23,2048,2048,256,0.130310441086647,3.920224899837474e-05,8,0.1303234285714286,1
3,True,35,0.22152265185039388,8,64,64,512,20,2,1,RS,13,512,1024,256,0.2214992338638918,3.534316895577873e-05,1,0.22151094285714285,8
4,True,35,0.1281150040574054,1,16,16,256,8,7,1,RS,5,256,512,2048,0.12809185308545173,3.494018211930907e-05,8,0.12810342857142856,1
5,True,35,0.12066365063951467,8,16,1,1,1,30,3,RS,1,128,128,64,0.12044143507477106,0.000335374787608229,8,0.12055254285714287,1
6,True,35,0.1723360434996918,32,64,16,16,15,1,12,RS,4,64,1024,64,0.17230384221459397,4.859920214344711e-05,1,0.1723199428571429,1
7,True,35,0.16416799759026127,1,16,16,256,1,5,2,RS,9,512,1,1024,0.1641450309811673,3.466193583627877e-05,32,0.1641565142857143,1
8,True,35,0.19279353316213332,8,32,512,256,3,1,28,RS,25,2048,1,2048,0.1922801239807238,0.0007748534418369246,1,0.19253682857142856,8
9,True,35,0.19282654675518127,8,512,512,1,19,24,1,RS,5,1,1,1024,0.19270733895910439,0.000179912191734451,1,0.19276694285714283,8
10,True,35,0.341264414220306,1,128,128,16,27,16,1,RS,8,512,1024,1,0.3405709572082654,0.0010465873459262998,32,0.3409176857142857,1
11,True,35,0.12215893023070656,1,256,64,32,1,16,29,RS,13,1,512,1,0.12200998405500771,0.00022479429871483296,8,0.12208445714285714,1
12,True,35,0.14296102233444616,1,1,128,32,3,1,21,RS,5,512,256,64,0.1428166919512681,0.0002178279980505133,1,0.14288885714285712,1
13,True,35,0.24442097833997328,1,64,64,16,11,8,1,RS,10,2048,64,1,0.2443901073743125,4.659144179975125e-05,1,0.2444055428571429,32
14,True,35,0.19507679083035898,1,64,128,1,16,8,1,RS,22,512,2048,1024,0.19505532345535534,3.239924413328479e-05,1,0.19506605714285716,32
15,True,35,0.21098255314493725,1,32,16,64,28,1,26,RS,21,1024,256,2048,0.2108152754264913,0.0002524608452163358,1,0.21089891428571428,1
16,True,35,0.2986810332690217,1,128,16,512,18,28,1,RS,29,1,1024,1024,0.29843833815954973,0.0003662831669178218,32,0.2985596857142857,1
17,True,35,0.11340582615528763,1,16,512,128,14,1,16,RS,16,512,1,2048,0.11337645955899808,4.432099976769709e-05,1,0.11339114285714286,8
18,True,35,0.45073570793834944,1,16,16,16,25,1,25,RS,10,256,64,256,0.4506714349187934,9.700288234724273e-05,1,0.4507035714285714,32
19,True,35,0.14416665294601927,1,64,32,64,12,1,12,RS,13,256,1,256,0.14413077562540932,5.414719168476734e-05,1,0.1441487142857143,1
20,True,35,0.24082505906093568,1,64,64,16,11,16,1,RS,26,512,1024,256,0.24063436951049297,0.0002877947255973119,1,0.24072971428571432,32
21,True,35,0.2665137518738569,1,16,64,256,24,3,1,RS,4,512,1024,128,0.26646053384042884,8.031834618997942e-05,32,0.26648714285714287,1
22,True,35,0.11229405285605577,1,64,16,16,19,1,2,RS,29,1024,512,512,0.11225749000108708,5.5181821910733726e-05,8,0.11227577142857142,8
23,True,35,0.26536568330980015,8,64,32,16,14,7,1,RS,1,64,1024,64,0.2653066595473428,8.908053682380006e-05,1,0.26533617142857147,8
24,True,35,0.29560529412444125,1,32,16,256,22,21,1,RS,2,1024,1024,2048,0.2953833344469873,0.000334988594383967,32,0.29549431428571427,1
25,True,35,0.12757034833796946,1,128,32,16,1,14,16,RS,26,1,128,1,0.12740399451917336,0.00025106646652280225,8,0.1274871714285714,1
26,True,35,0.20417570758287734,1,512,256,256,4,8,1,RS,1,512,256,1024,0.20400640670283693,0.0002555142649478441,1,0.20409105714285714,32
27,True,35,0.2114922146635343,1,512,32,64,29,14,1,RS,12,1024,64,2048,0.21146458533646567,4.169905788589896e-05,1,0.21147839999999998,32
28,True,35,0.2718082031959737,32,64,32,16,21,7,1,RS,29,2048,1,128,0.27178196823259776,3.959463991759388e-05,1,0.27179508571428573,1
29,True,35,0.24835044725417674,32,128,1,16,14,30,1,RS,17,2048,1,128,0.24830018131725182,7.586294839231704e-05,1,0.24832531428571428,1
30,True,35,0.26447366994387156,1,16,64,16,6,2,1,RS,18,1024,64,1,0.2644292443418428,6.704852948515922e-05,1,0.26445145714285717,8
31,True,35,0.14334630091899703,1,16,16,512,25,1,2,RS,25,512,256,512,0.1432458133667172,0.00015165900526362114,1,0.14329605714285712,8
32,True,35,0.2761806181702802,1,32,512,16,8,4,1,RS,13,512,1,512,0.27615589611543384,3.731131031673124e-05,1,0.27616825714285703,1
33,True,35,0.2775297515056326,1,64,16,1,13,1,30,RS,29,128,128,128,0.2772706484943673,0.0003910464933994377,32,0.27740019999999993,1
