id,RT1_J,T1_Ja,RT1_I,RT1_T,mean_confidence_interval_inf,T1_I,T1_J,technique,T1_T,SCR,T1_Ia,U1_T,T1_Ta,U1_J,U1_I,VEC,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,2,256,8,4,1.1694911835333044,1024,4,DLMT,2048,True,2048,1,1,8,29,True,False,10,0.0016486361029650826,1.1705130000000001,True,True,1.1715348164666959
2,4,1,8,8,inf,64,1024,DLMT,1,False,1,12,1,1,20,True,False,1,inf,inf,False,True,inf
3,2,32,4,16,2.722709546090679,2,16,DLMT,2048,False,2,5,1,5,1,False,False,10,0.0002588822125987367,2.7228699999999995,True,False,2.72303045390932
4,32,4,1,1,9.938039247235315,16,4,DLMT,2048,True,256,1,2048,26,1,False,False,10,5.607138307559329e-05,9.938074,True,False,9.938108752764686
5,2,1,1,32,1.5604287188127444,1,2048,DLMT,1,False,1024,1,256,28,23,True,False,10,0.0061444203143990765,1.564237,True,True,1.5680452811872558
6,1,1,1,2,2.7947301165995606,32,1,DLMT,1,False,32,25,2,1,1,True,False,10,4.176122603564356e-05,2.7947560000000005,True,False,2.7947818834004403
7,1,1,32,2,2.7977055703862868,2,2048,DLMT,1024,True,1024,29,1024,1,13,True,False,10,4.586937976477539e-05,2.7977339999999997,True,False,2.7977624296137127
8,1,512,2,32,0.9394820589373363,256,8,DLMT,512,True,256,2,1,3,1,True,False,10,0.003415872913326835,0.9415992,True,True,0.9437163410626637
9,16,1,1,2,3.8613075781886494,2,8,DLMT,8,True,2048,1,16,26,30,False,False,10,0.14105053647540666,3.94873,True,True,4.036152421811351
10,1,1,32,1,0.8938379702560296,16,32,DLMT,8,True,256,30,1,10,1,True,False,10,1.2794139283294135e-05,0.8938459,True,False,0.8938538297439703
11,1,128,2,1,1.0237767459079121,4,16,DLMT,16,True,128,1,128,30,25,False,False,10,0.6800155408231493,1.445247,True,True,1.8667172540920878
12,16,1,4,2,1.2131337003755907,64,512,DLMT,2,True,64,1,1024,4,15,False,False,10,0.00378721916450581,1.215481,True,True,1.2178282996244094
13,4,2048,8,4,1.13589943212328,8,2048,DLMT,128,True,1024,30,512,1,1,False,False,10,0.003355250959317334,1.137979,True,True,1.14005856787672
14,32,1,2,2,1.6016893676742228,1,2,DLMT,2,True,256,18,32,1,1,True,False,10,0.03956409949689238,1.626211,True,True,1.6507326323257774
15,1,512,32,2,2.211702242451171,128,1,DLMT,16,False,256,14,128,23,1,False,False,10,0.0023987890695098186,2.213189,True,True,2.2146757575488287
16,4,4,2,2,2.4024005445693417,128,4,DLMT,64,False,2048,24,1,14,1,False,False,10,0.12805919907995672,2.4817709999999997,True,True,2.5611414554306577
17,2,1,2,32,2.0026680459045734,2048,2,DLMT,64,True,1,1,128,27,9,False,False,10,8.05977667184937e-05,2.002718,True,False,2.002767954095427
18,1,2048,8,8,1.0942998447491146,128,128,DLMT,2048,True,256,27,1,1,7,True,False,10,9.705668446837524e-05,1.09436,True,False,1.0944201552508854
19,1,2048,4,2,1.2438705337804121,4,32,DLMT,1,False,1,1,256,25,6,True,False,10,0.0036067830541910836,1.246106,True,True,1.2483414662195877
20,2,16,2,8,1.0736059954416184,128,2,DLMT,128,True,1,21,512,1,30,True,False,10,3.8729833462075636e-05,1.07363,True,False,1.0736540045583818
21,1,256,1,8,inf,1024,1,DLMT,8,True,1,1,256,20,15,True,False,1,inf,inf,False,True,inf
22,4,1024,2,1,0.2006266466607597,1,1024,DLMT,1,False,4,30,32,1,5,False,False,10,0.029475636923567916,0.2188955,True,True,0.2371643533392403
23,16,2048,1,2,3.272226401696605,1,8,DLMT,16,True,16,10,512,15,1,False,False,10,0.0029019243615228565,3.2740250000000004,True,True,3.2758235983033956
24,4,32,1,8,1.7419489832117088,8,4,DLMT,256,False,64,16,1024,1,11,True,False,10,0.004667699219101438,1.7448419999999998,True,True,1.7477350167882908
25,1,2048,4,16,1.4141533481413258,4,2048,DLMT,1,False,8,20,256,1,28,False,False,10,0.002997203529959177,1.4160110000000001,True,True,1.4178686518586745
26,1,256,2,1,2.8142120277038187,2048,64,DLMT,8,False,2048,17,512,1,1,True,False,10,4.190465367951079e-05,2.8142379999999996,True,False,2.8142639722961804
27,1,32,8,4,3.8926695270784823,64,32,DLMT,32,False,2048,5,64,1,14,False,False,10,6.852736679603219e-05,3.8927119999999995,True,False,3.8927544729215167
28,2,1024,8,1,1.1374982195163474,64,1024,DLMT,8,True,1,24,2048,1,7,False,False,10,0.011922942422070133,1.144888,True,False,1.1522777804836524
