id,T2_J,T2_I,T3_J,T3_I,mean_confidence_interval_inf,T2_Ja,baseline,T2_Ia,technique,T3_Ja,VEC2,VEC3,cost_std,U2_J,SCREP,RT2_I,runs,U2_I,RT2_J,OMP3,cost_mean,RT3_I,OMP2,RT3_J,correct_result,T3_Ia,mean_confidence_interval_sup,U3_I,U3_J
1,16,1,8,2,7.010219165307796,512,False,1,RS,8,False,True,0.005574156797220632,6,False,1,10,1,8,False,7.013674,1,True,8,True,256,7.017128834692204,19,1
2,32,64,128,4,7.064780738966418,256,False,1,RS,2048,False,False,0.13199889765070016,5,True,1,10,1,32,False,7.146593,1,True,1,True,8,7.228405261033583,1,15
3,2,4,16,64,6.970053566270615,256,False,1024,RS,2048,True,True,0.0009736020747718024,1,False,8,10,1,8,False,6.970657,8,False,32,True,128,6.971260433729385,1,25
4,32,32,4,16,7.001193531815215,1,False,32,RS,256,False,False,0.025089694776939786,1,False,1,10,1,32,False,7.016744,32,True,32,True,256,7.032294468184785,1,23
5,8,4,64,8,7.04152227249502,2048,False,16,RS,1024,True,False,0.007965096923452906,1,True,8,10,4,32,False,7.0464590000000005,8,True,8,True,512,7.051395727504981,9,1
6,256,64,32,64,6.986513620962899,512,False,512,RS,2048,False,True,0.0031855354338006002,25,False,32,10,1,1,False,6.988487999999999,8,True,32,True,1,6.990462379037099,1,29
7,2,4,1,2048,6.996986390732294,4,False,16,RS,256,False,False,0.0011707245619699803,1,False,32,10,21,8,False,6.997712,1,False,32,True,2048,6.998437609267706,20,1
8,2,64,1,4,6.975721934573844,32,False,2048,RS,128,True,False,0.004819440735189039,1,True,32,10,4,1,False,6.978709,32,True,32,True,512,6.981696065426156,3,1
9,8,2,1,1024,7.031450811464838,1024,False,16,RS,16,False,True,0.0011345501311092975,17,True,32,10,1,8,False,7.032154,32,False,1,True,1024,7.0328571885351625,1,20
10,128,1,1,16,6.98470856417026,2048,False,1024,RS,16,False,False,0.0004960282250033838,17,False,1,10,1,8,False,6.985016,8,False,32,True,1024,6.98532343582974,29,1
11,128,8,32,64,6.97083471896501,512,False,8,RS,2048,False,True,0.0033902837639348026,1,False,32,10,26,8,False,6.972936,1,True,8,True,128,6.975037281034989,17,1
12,2,512,16,4,6.974673805105921,2048,False,512,RS,2048,False,True,0.0037112186677693616,20,True,8,10,1,1,False,6.976974,1,True,1,True,1024,6.97927419489408,2,1
13,256,1,1,32,6.955536632735551,1024,False,64,RS,128,True,False,0.000758907767782073,22,False,32,10,1,1,False,6.956007,8,False,1,True,2048,6.956477367264449,26,1
14,1024,16,2,1,6.975182599386304,2048,False,128,RS,256,False,False,0.0014963021085328452,18,True,32,10,1,8,False,6.97611,8,False,1,True,16,6.977037400613696,1,16
15,4,16,16,16,7.004070727539499,1,False,2048,RS,128,False,True,0.004756850743927137,1,True,1,10,29,32,False,7.007019,1,True,32,True,256,7.0099672724605,1,10
16,1,16,256,4,6.992435608578486,64,False,256,RS,256,True,False,0.0035340577244859983,1,False,32,10,11,1,False,6.994625999999999,1,True,32,True,512,6.996816391421513,1,11
17,512,8,128,4,6.943350026482047,512,False,64,RS,512,True,True,0.000438812032651998,1,True,8,10,14,32,False,6.943622,8,False,8,True,32,6.9438939735179535,1,5
