id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,512,16,16,2,1,8,DLMT,27,1.464553448739325,128,1,1,64,1,0.12159474285714286,8
