id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,cost_std,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,256,2048,DLMT,8,32,True,1,32,False,1,16,1,True,0.23003822908658542,32,128,256,1024,False,True,True,256,True,128,False,512,True,12,8,2048,True,12,1,1,12,8,8,1,8.365300536216688e-05,35,0.2300936566277003,12,0.23006594285714285,16,1,8,True,1,64,12,1,False,1,1,32,16
2,16,512,DLMT,8,8,True,8,512,True,128,1,1,True,0.12021370957782233,512,128,2048,128,False,False,True,128,False,1,False,512,True,8,8,2048,True,1,16,8,1,4,1,1,2.4765611444181244e-05,35,0.12023011899360621,16,0.12022191428571427,16,1,32,True,512,1,16,2048,False,1,8,8,4
3,256,2048,DLMT,1,1,False,1,128,True,16,32,1,False,0.13891169940483844,32,256,256,64,False,False,False,64,False,16,False,1,False,12,16,1,True,4,1,16,1,4,1,12,0.0001858097864341212,35,0.13903481488087588,12,0.13897325714285716,12,1,8,True,128,2048,8,128,True,4,1,32,1
4,512,2048,DLMT,1,8,False,1,128,True,64,32,1,False,0.12526845803737388,16,128,2048,1,False,True,False,1,True,16,True,2048,True,8,1,2048,True,1,8,16,1,8,1,12,2.7680922480795438e-05,35,0.12528679910548327,16,0.12527762857142857,1,8,1,True,1,512,16,128,False,1,1,1,16
5,16,1,DLMT,32,8,True,1,512,True,1,512,1,True,0.12464314431332132,256,512,64,512,True,False,False,128,True,64,False,1024,True,16,16,1,True,4,1,1,1,1,12,1,5.932997315257868e-05,35,0.12468245568667871,12,0.12466280000000002,16,32,1,True,2048,1,4,1,True,1,1,1,8
6,256,1024,DLMT,8,32,False,1,512,True,64,128,8,False,0.24929255538299566,64,512,256,2048,True,False,True,16,False,32,True,64,True,8,4,1,True,1,16,1,12,12,1,4,0.0001413987674223926,35,0.24938624461700426,1,0.24933939999999996,8,1,1,True,1,1,16,2048,False,1,1,1,1
7,1,128,DLMT,8,32,False,1,32,True,256,128,8,False,0.20473022599206966,256,128,1024,1,False,False,False,32,True,64,True,1,False,8,16,512,False,1,16,1,16,8,16,1,0.00017464746064630804,35,0.20484594543650178,12,0.20478808571428572,8,32,1,True,512,512,12,2048,True,16,1,32,1
8,512,1,DLMT,32,32,False,1,64,False,128,64,1,False,0.19584637337970812,256,512,2048,256,True,True,True,1,True,256,False,256,True,12,1,1,False,1,16,16,1,1,4,1,0.00011805915500981965,35,0.19592459804886336,1,0.19588548571428574,8,1,32,True,1024,128,8,128,False,8,32,1,1
9,1,1024,DLMT,1,1,False,1,16,False,64,64,32,True,0.17071280577922837,16,16,1024,1,True,True,True,32,True,512,False,2048,True,16,1,128,True,1,12,4,1,12,1,12,6.82860729219514e-05,35,0.1707580513636287,16,0.17073542857142854,8,1,8,True,1024,1,16,1,False,1,1,32,1
10,128,2048,DLMT,8,1,False,8,32,True,1,32,8,True,0.11094521934108718,1,1,1024,256,False,False,True,256,True,128,False,1,True,8,4,64,True,1,16,8,1,4,1,8,5.246288483980234e-05,35,0.11097998065891283,16,0.11096260000000001,1,8,1,True,2048,512,4,2048,False,1,1,1,12
