id,speedup,T2_K,T2_J,T2_I,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,RT_I,cost_mean,U_J,U_I,U_K,points
1,2.0438200034245666,512,1,1,8,1,512,128,DLMT,True,True,True,False,False,25,8,1,0.08663453714285713,1,9,30,146
