id,T5_I,T1_Ja,technique,RT1_J,RT7_I,VEC10,RT7_J,T5_J,cost_std,VEC9,T3_J,T3_I,RT1_I,VEC6,mean_confidence_interval_inf,T1_I,T1_J,T5_Ia,T3_Ja,VEC7,VEC4,VEC5,T7_J,VEC3,T7_I,VEC2,T7_Ia,VEC8,U10_I,U6_I,T1_Ia,VEC1,U5_J,U5_I,U1_J,U1_I,U8_I,U7_I,U7_J,baseline,runs,mean_confidence_interval_sup,U2_I,cost_mean,U9_I,RT3_I,RT3_J,correct_result,T7_Ja,T5_Ja,U4_I,T3_Ia,SCR,U3_I,RT5_J,RT5_I,U3_J
1,256,128,RS,8,8,True,1,256,0.00029032567919493236,True,1,4,8,False,1.8643610575862848,4,2,1024,1,False,True,True,4,True,8,True,8,True,1,4,32,False,1,1,1,4,12,16,1,False,10,1.8647209424137157,8,1.8645410000000002,16,1,2,True,8,2048,8,2048,True,1,2,4,8
2,2,2048,RS,2,32,False,4,1,0.0013031039866411597,False,1024,2,1,False,2.1659423426225035,1024,128,1,1024,False,True,True,256,True,128,False,256,False,12,8,1,True,1,16,1,8,8,1,16,False,10,2.1675576573774964,16,2.16675,4,1,32,True,1024,128,4,4,True,4,2,16,1
3,512,32,RS,4,1,True,2,8,0.0031366166485562127,False,64,128,4,True,3.658981940582981,2,8,2048,512,False,False,False,64,True,16,False,1024,False,12,4,128,False,1,1,8,1,12,1,12,False,10,3.6628700594170187,16,3.660926,1,16,1,True,512,256,8,256,False,8,4,32,1
4,32,128,RS,8,8,True,4,4,0.00012547908192203113,True,16,4,1,False,3.706847228688367,1,8,32,32,False,True,False,4,False,4,False,32,True,8,12,8,False,1,8,1,4,8,1,12,False,10,3.707002771311634,4,3.7069250000000005,8,1,2,True,16,32,8,32,False,12,1,2,1
5,32,1024,RS,1,4,False,16,16,0.000490085706790196,False,64,16,16,False,2.5407522473135282,4,2,256,64,False,True,False,1,False,512,True,512,True,12,8,16,True,1,12,1,16,12,1,12,False,10,2.541359752686472,4,2.541056,4,1,4,True,512,1,1,1024,True,4,1,2,1
6,1,2048,RS,1,8,False,8,16,0.0012127802768844838,False,2,8,2,True,2.86318632480911,128,1,256,2048,False,True,False,1,False,4,False,1,False,8,8,256,False,12,1,16,1,1,4,1,False,10,2.86468967519089,1,2.863938,4,2,16,True,4,512,1,64,True,1,4,1,12
7,64,2048,RS,4,2,True,2,1,0.00048050390216944393,False,64,256,32,False,3.1963081860684324,4,64,128,1,True,False,False,16,True,2,True,4,False,12,1,256,True,12,1,1,8,8,1,12,False,10,3.1969038139315678,8,3.196606,12,1,1,True,1024,512,8,1024,False,1,2,8,8
8,8,1024,RS,4,4,False,16,2,0.00039466948197189815,False,64,2048,16,True,2.223451385815672,32,64,1,256,False,False,True,16,False,2048,True,1,False,8,1,1024,False,1,4,1,4,12,12,1,False,10,2.2239406141843285,1,2.2236960000000003,4,16,2,True,1,256,1,2048,True,1,8,16,4
9,8,4,RS,16,4,False,1,8,0.00028726990792633095,True,128,8,8,False,1.8721359515381366,1,2,128,1024,True,True,True,1,True,128,False,512,False,4,16,16,True,1,4,1,12,8,1,1,False,10,1.8724920484618635,1,1.872314,12,4,8,True,8,1,1,2048,True,1,1,32,8
10,1,128,RS,1,1,True,32,1,0.0008333792654007886,True,16,8,8,True,2.3335304756712794,4,16,32,16,True,True,True,2,False,1024,False,1,True,12,8,1024,False,1,1,1,8,8,16,1,False,10,2.3345635243287215,12,2.3340470000000004,4,2,4,True,1024,8,12,16,True,12,2,16,1
11,64,2048,RS,32,32,True,1,2,0.00011771151175645657,True,128,16,4,True,2.2572950429897687,2,2048,1024,2048,True,False,False,256,False,1,False,128,False,1,4,32,True,1,8,16,1,12,1,4,False,10,2.2574409570102323,16,2.2573680000000005,4,2,16,True,1024,256,8,16,True,1,4,8,8
12,512,64,RS,2,4,True,2,8,0.0008587345340674395,True,16,4,4,False,1.3946227606017167,256,32,2048,1,False,False,False,1024,True,16,False,1,True,8,1,1,True,1,16,1,1,4,1,1,False,10,1.3956872393982835,4,1.3951550000000001,12,4,2,True,2048,512,12,8,True,8,2,8,1
13,2048,64,RS,8,2,True,32,4,0.00031496190245799505,True,4,8,4,True,3.434297788177492,1,32,1,2048,True,True,False,512,True,64,True,128,False,1,8,64,False,16,1,1,8,1,8,1,False,10,3.4346882118225093,12,3.4344930000000007,4,2,1,True,2048,8,12,1024,False,1,32,1,4
14,256,1024,RS,1,4,True,4,2048,0.0007364977936150901,True,4,8,16,True,2.076814522326214,64,512,1,512,False,False,False,4,False,2048,False,2048,False,16,16,1,False,1,12,1,12,12,16,1,False,10,2.077727477673786,4,2.077271,8,2,2,True,4,2048,4,8,True,12,8,2,1
15,128,512,RS,16,1,True,1,4,0.0002321981912074875,False,16,4,1,False,2.5225280847145797,2,256,1,512,False,False,False,32,False,512,True,2048,True,4,4,1,False,12,1,16,1,4,1,12,False,10,2.5228159152854204,16,2.522672,4,8,1,True,2048,4,12,8,True,1,4,16,4
16,2,2048,RS,4,4,True,2,512,0.00030682405381585,True,8,128,4,False,1.6123268319756534,32,1024,512,64,False,False,True,1,True,32,False,32,True,8,8,32,False,12,1,1,8,8,16,1,False,10,1.6127071680243465,4,1.612517,8,8,1,True,2048,2048,4,2048,True,1,4,4,16
17,2048,256,RS,1,8,False,16,2,0.00029997333214805855,False,4,1024,1,False,2.580690078018911,2,4,2048,1024,False,True,False,2048,True,512,False,2048,True,8,16,1024,False,4,1,1,4,16,1,1,False,10,2.5810619219810897,1,2.5808760000000004,8,2,2,True,2048,8,8,2048,True,8,2,32,1
18,4,2048,RS,4,4,True,8,1,0.00019131387822120775,True,4,64,8,True,5.528988424608668,2,16,2048,256,True,False,True,2,False,8,True,256,False,8,8,128,True,16,1,1,12,4,1,16,False,10,5.529225575391333,12,5.529107000000001,12,8,16,True,2048,2,8,256,False,1,4,32,4
19,1,1,RS,4,8,True,16,16,0.00016054905792308499,True,64,2,1,True,2.647352492491458,2,32,128,1,False,True,True,512,True,2,False,64,True,8,1,1,False,1,4,4,1,8,1,1,False,10,2.647551507508542,4,2.647452,4,1,2,True,2048,512,8,512,False,8,8,8,1
20,1,128,RS,4,2,True,8,1,0.0002360105929826304,True,16,256,1,True,1.8775167218068982,2,1,2,1024,True,False,True,32,True,1,False,1024,False,16,1,4,False,16,1,12,1,4,1,4,False,10,1.877809278193102,1,1.877663,4,4,32,True,2048,256,16,512,True,1,1,4,8
