id,T1_Ja,T1_La,T1_L,T1_M,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,VRANGE,ORANGE,SCREP,T1_Ia,T1_Ma,T1_Ka,U1_K,U1_J,U1_I,VEC,U1_M,U1_L,baseline,runs,cost_std,cost_mean,correct_result,OMP,mean_confidence_interval_sup
1,4,4,2,8,0.48589909560300193,16,1,2,RS,500,10,False,1,64,16,3,9,1,True,1,1,False,10,0.02747360580429879,0.5029271000000001,True,True,0.5199551043969982
2,8,1,16,2048,2.71683824037502,64,8,128,RS,500,10,True,512,1,2048,1,4,2,True,3,3,False,10,0.0562246513906489,2.751686,True,True,2.7865337596249797
3,256,2048,2,1,2.7142635862398548,512,64,256,RS,500,10,True,1,2048,512,4,1,1,False,3,6,False,10,0.016822357742005124,2.72469,True,True,2.735116413760145
4,128,16,1,8,5.4531555832097585,1,64,8,RS,500,10,False,128,128,16,1,4,2,False,8,2,False,10,0.00048793032289452966,5.4534579999999995,True,False,5.4537604167902405
5,1024,512,32,8,6.7273287351866315,1,1,1024,RS,500,10,False,1024,128,1024,4,2,3,True,1,3,False,10,0.0032353676761692333,6.729334,True,True,6.731339264813368
6,1024,512,16,8,0.9345956945917792,1,64,8,RS,500,10,True,128,256,64,1,22,1,True,1,2,False,10,0.01357207620226176,0.9430076,True,True,0.9514195054082207
7,128,1,32,8,5.520272524661648,4,16,4,RS,500,10,False,256,1,256,7,7,1,True,3,1,False,10,0.00035894985722244603,5.520495,True,False,5.520717475338353
8,2048,512,16,64,4.153242313013028,2,256,2,RS,500,10,False,128,64,512,1,8,2,True,3,2,False,10,0.000604533704602122,4.153617000000001,True,False,4.1539916869869735
9,32,256,1,1024,2.183957352996111,2,32,16,RS,500,10,True,8,1,1024,3,7,3,True,4,1,False,10,0.00018497567407629113,2.1840720000000005,True,False,2.18418664700389
10,1,1,2,2,6.5782935391576505,128,1024,512,RS,500,10,False,512,8,1024,3,6,1,False,3,1,False,10,0.041858129688269685,6.604237,True,True,6.63018046084235
11,128,128,16,4,9.900484951783952,2,2,4,RS,500,10,False,2,16,512,1,2,2,False,18,2,False,10,0.0004502266096091412,9.900763999999999,True,False,9.901043048216046
12,2048,16,4,4,5.3290461146152115,16,32,512,RS,500,10,False,32,256,1024,2,10,1,True,6,1,False,10,0.00041608172274200936,5.329304,True,False,5.329561885384788
13,512,512,4,4,10.400420635965185,4,64,256,RS,500,10,False,2048,512,512,1,1,2,False,2,21,False,10,0.11147130976174979,10.46951,True,True,10.538599364034814
14,512,16,8,256,2.4548641620374783,32,16,128,RS,500,10,True,32,1,1024,2,6,1,True,7,2,False,10,0.00033371994246679754,2.4550710000000002,True,False,2.455277837962522
15,64,1,1,4,7.796912729188725,1,8,4,RS,500,10,False,128,16,16,2,5,1,False,9,2,False,10,0.00044574544305007595,7.797189,True,False,7.7974652708112755
16,1,32,4,256,0.20108405935448256,1,1024,16,RS,500,10,True,1,2048,32,1,9,2,False,6,1,False,10,0.021119950892225108,0.21417409999999998,True,True,0.2272641406455174
17,256,1,1,4,8.106282484225892,512,64,1024,RS,500,10,True,512,64,2048,3,1,13,True,1,1,False,10,0.00016217583050521882,8.106383,True,False,8.106483515774107
18,8,256,32,1,2.4577638267479824,8,8,1,RS,500,10,True,2048,16,1,1,7,1,False,1,11,False,10,0.0002616562630628525,2.457926,True,False,2.4580881732520177
19,512,1024,16,64,2.827622859372393,64,32,32,RS,500,10,False,256,1,64,3,3,2,True,1,3,False,10,0.02255284392266305,2.841601,True,True,2.8555791406276065
20,4,2048,2,32,0.3314422746574294,8,4,256,RS,500,10,True,32,32,1,2,1,1,True,1,21,False,10,0.07113387982255713,0.3755307,True,True,0.41961912534257056
21,1024,1,32,32,3.1788594745134366,16,1,16,RS,500,10,False,16,128,128,1,5,1,True,4,8,False,10,0.0007510958660517392,3.179325,True,False,3.1797905254865633
22,16,512,2,1,4.786222874230277,32,8,2,RS,500,10,True,2048,64,128,1,2,5,True,7,1,False,10,0.102056522677387,4.849476999999999,True,True,4.912731125769722
23,32,512,128,2,3.359833610108635,64,1,128,RS,500,10,True,1024,4,256,1,7,2,True,1,4,False,10,0.0029467643271900512,3.3616599999999996,True,True,3.3634863898913645
24,16,8,4,32,6.38542133766346,8,4,2,RS,500,10,True,256,2048,512,1,1,7,False,8,1,False,10,0.00015918542646853586,6.3855200000000005,True,False,6.385618662336541
25,64,256,16,32,0.5460596450684708,2,4,1,RS,500,10,False,64,32,2,3,2,1,True,11,2,False,10,0.02385442631986776,0.5608445000000001,True,True,0.5756293549315293
26,1024,512,64,8,5.386379923694813,64,1,4,RS,500,10,False,512,128,32,2,1,1,True,24,2,False,10,0.010690754136168224,5.393006,True,True,5.399632076305187
27,256,1024,16,32,1.0088815992403994,16,2,1,RS,500,10,False,64,1024,64,3,3,6,False,3,1,False,10,0.020747828055003727,1.021741,True,True,1.0346004007596006
28,2048,512,4,2,0.6013471663664395,1,256,32,RS,500,10,True,32,1,64,1,1,12,False,3,2,False,10,0.19537803196534148,0.7224415,True,True,0.8435358336335604
29,1,2048,32,512,5.814283777426144,1024,1,2,RS,500,10,True,2048,1,32,3,1,4,True,6,1,False,10,0.0009458329662260542,5.814870000000001,True,False,5.815456222573857
30,1024,1024,1,2,4.188223885602115,128,32,64,RS,500,10,True,2048,32,64,2,3,1,False,6,1,False,10,0.0001776626015794849,4.188334,True,False,4.188444114397885
31,8,1024,64,256,3.5294391235665317,4,1,2,RS,500,10,True,16,512,32,3,3,3,True,3,1,False,10,0.0006064528011313219,3.529815,True,False,3.5301908764334686
32,1024,256,16,16,6.198766594816834,1024,1024,8,RS,500,10,False,1024,512,8,1,3,3,False,3,6,False,10,0.0003104335677726016,6.198959,True,False,6.199151405183167
33,1,64,16,8,1.827137910950903,128,8,16,RS,500,10,True,256,2048,1024,3,3,1,False,12,1,False,10,0.009524260023749863,1.8330410000000001,True,True,1.8389440890490973
34,256,2048,64,256,0.9548336551558956,128,1,2,RS,500,10,False,128,256,256,5,1,1,False,1,12,False,10,0.009144547065874836,0.9605014000000001,True,True,0.9661691448441045
35,1,128,16,8,3.33194570301746,16,4,2,RS,500,10,True,64,32,2048,2,2,1,True,3,9,False,10,0.0006797359781562059,3.332367,True,False,3.33278829698254
36,64,64,16,1,11.3219655778953,64,16,2,RS,500,10,False,512,1,4,2,1,19,True,1,1,False,10,0.000313687742827496,11.32216,True,False,11.3223544221047
37,128,1,16,16,0.18528874262754963,1,16,64,RS,500,10,True,4,16,512,1,4,5,True,4,1,False,10,0.031283015128980136,0.20467779999999997,True,True,0.2240668573724503
38,256,128,8,1,3.0737878681345703,1024,256,1,RS,500,10,True,2048,512,2048,14,2,1,False,1,3,False,10,0.0012393320781776676,3.0745560000000003,True,False,3.0753241318654303
39,256,1,512,16,4.618281857137412,512,64,1,RS,500,10,False,1,128,256,1,9,1,False,2,9,False,10,0.0005778408085277111,4.618640000000001,True,False,4.61899814286259
40,16,64,1,8,3.36407462014508,1,16,2048,RS,500,10,True,2,1,2048,2,8,2,False,6,1,False,10,0.00029909864593473466,3.3642599999999994,True,False,3.3644453798549185
41,16,64,64,64,0.28774809117789213,1,4,1,RS,500,10,False,16,256,1,1,7,2,True,2,4,False,10,0.036435123944347975,0.3103304,True,True,0.3329127088221079
42,16,512,1,1,0.44227829181365796,16,8,16,RS,500,10,False,16,1024,2048,1,10,3,True,5,1,False,10,0.03626296923157285,0.4647539,True,True,0.48722950818634203
43,2,2048,256,64,3.0895502199838987,64,2,2,RS,500,10,False,2048,512,512,7,1,1,False,3,1,False,10,0.00015292154851421762,3.089645,True,False,3.0897397800161013
44,256,256,8,1,7.773125364256556,8,256,64,RS,500,10,False,64,64,1,2,1,7,True,6,1,False,10,0.0001946381257616062,7.773246,True,False,7.773366635743445
45,32,8,4,512,0.3407265023230023,2,4,32,RS,500,10,True,2,512,128,1,1,2,False,6,2,False,10,0.030060256545977774,0.3593577,True,True,0.3779888976769977
46,2048,1024,256,8,5.046384562178503,128,2,512,RS,500,10,True,512,16,2048,24,4,1,True,1,1,False,10,0.00010396634070704889,5.046449,True,False,5.046513437821497
47,256,128,2,1,1.9837616909619196,256,16,2048,RS,500,10,False,256,2048,2048,1,5,1,True,9,6,False,10,0.006943116375230925,1.9880650000000002,True,True,1.9923683090380808
48,1024,512,64,4,3.808055031609275,128,2,64,RS,500,10,True,2048,128,1,8,4,1,False,4,1,False,10,0.0005469040135160814,3.808394,True,False,3.8087329683907245
49,2048,512,256,8,2.5031943449142613,2048,512,64,RS,500,10,True,2048,256,2048,2,4,1,True,4,4,False,10,0.0021082051607943255,2.5045010000000003,True,True,2.5058076550857393
50,4,1024,4,8,12.181611665244887,1,2,16,RS,500,10,False,1024,512,1024,1,7,8,False,3,1,False,10,0.0031757833679268758,12.183580000000003,True,True,12.185548334755119
51,2,128,64,64,0.40941642365760905,1,2,256,RS,500,10,False,4,1,256,2,4,3,True,5,1,False,10,0.012884543963990337,0.4174022,True,True,0.42538797634239095
52,1024,1,4,64,3.2219605499897197,128,2,1,RS,500,10,True,512,512,64,1,22,1,False,3,2,False,10,8.946507698532195e-05,3.222016,True,False,3.2220714500102803
53,256,2048,32,4,8.151789283772162,64,1,2,RS,500,10,False,512,32,4,1,4,8,True,2,1,False,10,0.00018024705268074084,8.151901,True,False,8.152012716227839
54,1024,8,4,2,8.890088816886303,1,128,256,RS,500,10,False,32,32,2048,1,3,1,False,1,2,False,10,0.0005730654412888123,8.890443999999999,True,False,8.890799183113694
