id,RT1_K,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,1,256,False,1,32,32,1,2048,19,0.17464809964350536,128,32,64,DLMT,32,False,False,False,1024,1024,True,13,1,21,1024,1,35,2048,29,1,0.17749900000000002,1,True,0.008605338718327294,True,0.18034990035649467
2,1,1,256,False,8,256,256,1,1,1,0.18490432916507976,16,64,1,DLMT,1,False,False,False,2048,1024,True,26,1,6,2048,1,35,256,30,15,0.18573157142857144,8,False,0.002497000592547721,True,0.18655881369206312
3,1,8,1,False,1,512,256,32,2048,9,0.09436683174643994,1,32,16,DLMT,8,True,False,False,256,128,True,12,1,26,1,1,35,512,1,20,0.09640699714285715,8,True,0.006158164818909035,True,0.09844716253927437
4,1,32,1,False,1,1,1,128,64,2,0.0798592003008343,16,32,128,DLMT,1,False,True,False,1,2048,True,14,1,18,64,1,35,1024,1,6,0.08363020285714286,8,False,0.01138263364090818,True,0.08740120541345142
5,8,1,128,False,8,32,32,512,2048,29,0.11348679915551184,1,1,256,DLMT,1,False,True,True,512,1024,False,4,22,1,1,8,35,1,19,1,0.11405865714285714,8,True,0.001726132472036954,True,0.11463051513020243
6,1,8,256,False,1,32,16,256,1,12,0.11781841639337974,32,256,256,DLMT,8,False,True,False,2048,1024,True,29,1,28,1,1,35,2048,1,1,0.11883902857142858,1,False,0.0030806806250355434,True,0.11985964074947743
7,32,1,2048,False,1,64,16,16,1024,10,inf,32,16,16,DLMT,1,False,False,False,512,128,False,28,24,1,256,32,1,256,17,1,inf,1,True,inf,False,inf
8,1,8,2048,False,8,128,512,128,1,22,0.13167989961411983,1,64,256,DLMT,1,True,True,False,64,2048,True,6,1,18,1,32,35,512,29,1,0.13299511428571428,1,False,0.0039699275039903155,True,0.13431032895730874
9,1,1,512,False,32,1,256,64,1,1,0.14894864143255418,16,32,256,DLMT,32,False,True,True,64,1024,True,22,30,1,128,1,35,256,30,28,0.1500788857142857,1,True,0.003411601130356987,True,0.15120912999601724
10,1,8,2048,False,1,256,64,64,128,1,0.07116909349665859,64,1,64,DLMT,1,False,False,True,1,1,True,25,1,7,256,8,35,64,1,30,0.07790207999999998,1,True,0.020323274124676438,True,0.08463506650334138
