id,T_J,T_I,RT_J,RT_I,cost_mean,U_J,U_I,technique,speedup,OMP,VEC,SCREP,points
1,1,128,1,2,0.19380660000000002,1,21,DLMT,1.0508610129892377,False,False,True,105
