id,RT1_J,T1_Ja,baseline,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,technique,VEC2,VEC1,U2_J,SCREP,T1_Ia,OMP1,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,RT2_J,RT2_K,cost_mean,U2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,32,1024,False,4,4,256,1,1,22,1.156994286151724,64,1,DLMT,False,False,5,False,1,False,1,26,4,8,10,1024,1,2,1.1570620000000003,1,False,0.00010925200226998367,True,1.1571297138482766
2,4,128,False,8,4,8,32,512,5,0.6239558217978907,64,1,DLMT,True,True,3,False,2048,True,30,1,4,16,10,1,8,1,0.6277399,1,True,0.006105370331929086,True,0.6315239782021094
3,32,1,False,1,256,2,1,16,21,inf,1,32,DLMT,False,True,5,True,512,False,9,1,2048,1,1,4,8,2,inf,1,False,inf,False,inf
4,16,1,False,2,16,8,1,512,5,1.8311519978665007,4,8,DLMT,False,True,15,False,4,True,1,30,16,2,10,128,1,1,1.844144,1,False,0.020961771967083334,True,1.8571360021334993
5,2,256,False,2,4,1,1024,2,2,2.7589017546648535,2048,32,DLMT,True,False,1,False,2048,True,9,1,2048,16,10,2048,16,16,2.761074,14,True,0.0035047801642898537,True,2.763246245335146
6,16,1024,False,8,1,128,32,256,1,1.0505257711376348,16,1,DLMT,True,False,2,False,128,False,24,1,4,32,10,1024,16,32,1.050614,1,False,0.00014235167719417599,True,1.050702228862365
7,2,512,False,32,1,8,2,1024,30,2.049194210290073,1024,64,DLMT,False,False,1,False,2048,False,1,24,16,16,10,1,16,1,2.049265,2,False,0.00011421471008585713,True,2.0493357897099274
8,8,512,False,1,256,1,2,512,2,inf,16,128,DLMT,False,True,17,True,2048,True,23,1,2048,4,1,128,16,8,inf,1,False,inf,False,inf
9,32,1024,False,1,4,512,512,2048,1,1.0997545354626381,16,16,DLMT,True,False,15,True,128,False,1,21,8,16,10,1,32,2,1.10237,7,True,0.004219886254391262,True,1.104985464537362
10,32,2048,False,16,8,16,8,16,1,inf,2,256,DLMT,True,True,3,True,1024,False,19,1,512,4,1,128,16,32,inf,4,False,inf,False,inf
11,16,1,False,32,8,1,1,1,3,0.38397118478083336,64,16,DLMT,True,False,4,True,2048,False,21,1,8,1,10,32,8,16,0.3906298,1,True,0.010743253611453098,True,0.3972884152191667
