id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,256,1024,128,0.1950828377127198,8,128,256,16,RS,True,False,False,False,True,6,8,35,0.1951673908587088,0.00012761029323207345,0.1951251142857143,23,18,True,1,1
2,256,128,1024,0.2041775304524311,8,32,128,256,RS,True,True,True,True,True,5,1,35,0.20421926954756897,6.299396796519605e-05,0.20419840000000003,24,1,True,8,1
3,1,1,2048,inf,1,16,128,32,RS,True,True,False,True,False,23,32,1,inf,inf,inf,18,13,False,1,1
4,1024,128,64,0.08895449059560437,8,32,1,256,RS,True,True,True,True,False,18,1,35,0.08906354940439565,0.00016459501780343913,0.08900902000000001,1,18,True,20,8
5,256,1,64,0.19361814055581625,1,16,1,1,RS,False,False,True,True,False,13,1,35,0.19364197372989808,3.596978323708087e-05,0.19363005714285716,8,1,True,23,32
6,64,1024,512,inf,32,256,1,32,RS,False,True,False,True,True,20,1,1,inf,inf,inf,1,12,False,13,1
7,256,128,256,0.20276768926867295,1,128,16,16,RS,False,True,True,False,True,14,1,35,0.20298533930275559,0.00032848434373898544,0.20287651428571427,1,28,True,1,32
8,1024,256,128,0.11590264156594178,1,128,16,1,RS,False,True,False,False,True,12,1,35,0.11592970129120107,4.0839396745429505e-05,0.11591617142857143,21,9,True,1,1
9,1024,1,512,0.11072092437644471,1,128,32,32,RS,True,False,True,False,False,24,1,35,0.11075547562355528,5.214583944504713e-05,0.1107382,8,1,True,9,8
10,64,256,1,0.2529266929320305,1,128,16,32,RS,False,False,True,False,True,15,1,35,0.25310222135368377,0.00026491306852919537,0.25301445714285714,14,8,True,1,32
11,128,1,2048,inf,32,1,64,1,RS,True,True,True,True,True,7,1,1,inf,inf,inf,15,1,False,1,1
12,1,1024,2048,0.2129577026635521,8,16,128,32,RS,True,False,False,True,False,9,8,35,0.21300492590787642,7.127082008731388e-05,0.21298131428571426,23,1,True,14,1
13,128,1024,128,0.1324820970829728,8,128,1,1,RS,True,False,False,False,False,1,8,35,0.13256596005988433,0.00012656866814145598,0.13252402857142856,19,25,True,1,1
14,128,512,2048,0.13281705534722676,1,1,1,1,RS,False,False,True,True,False,3,8,35,0.1328622017956304,6.813645372728595e-05,0.1328396285714286,8,21,True,1,1
15,512,64,512,0.2482465144219343,1,1,32,64,RS,True,True,True,False,False,2,1,35,0.2484789141494942,0.00035074504956723125,0.24836271428571424,5,1,True,15,32
16,256,2048,1024,0.10867872623238731,8,128,512,256,RS,False,False,False,True,True,3,1,35,0.10872830233904124,7.482183463919843e-05,0.10870351428571427,12,1,True,20,8
17,2048,512,512,inf,1,256,16,512,RS,False,False,True,True,False,22,32,1,inf,inf,inf,6,1,False,14,1
18,1,128,256,0.29045939966937895,8,128,1,32,RS,True,True,False,False,False,10,8,35,0.29382242890204957,0.005075590523681125,0.29214091428571426,1,30,True,22,1
19,512,1,1024,0.23522401729180212,1,16,64,256,RS,False,True,True,True,True,2,1,35,0.23529306842248351,0.00010421415940460463,0.23525854285714282,4,1,True,5,1
20,2048,2048,512,0.13551214413126142,1,512,128,256,RS,False,True,False,True,False,11,8,35,0.13554231301159567,4.5531832327525514e-05,0.13552722857142854,25,6,True,1,1
21,1024,512,1,0.23702636265013272,1,16,256,1,RS,True,False,False,True,True,2,8,35,0.23706043734986726,5.142661901055791e-05,0.2370434,16,1,True,18,1
22,1,256,64,0.14568401705965292,1,32,128,64,RS,False,True,True,False,True,16,8,35,0.14572249722606143,5.807548922720768e-05,0.14570325714285717,1,8,True,10,1
23,256,64,128,0.10739431508869891,1,64,32,64,RS,True,True,False,False,False,30,8,35,0.10750808491130105,0.0001717050294629054,0.10745119999999998,10,15,True,1,8
24,1024,2048,128,0.18523236599081425,1,1,32,64,RS,True,True,False,True,False,14,8,35,0.18527917686632858,7.064845998292548e-05,0.18525577142857141,29,1,True,1,1
25,256,1,128,inf,32,16,32,128,RS,True,False,True,True,True,14,1,1,inf,inf,inf,28,1,False,1,1
