id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,64,1,0.01461355,1,8,DLMT,11.24071153142118,8,1,True,True,True,True,False,66
