id,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,speedup,T2_K,T2_J,T2_I,points,RT_I,cost_mean,RT_J
1,8,256,1,512,23,12,1,SIMA,11,1.6001627414371735,2048,2048,1024,171,8,0.11148271428571428,1
2,8,1,128,512,7,1,12,SIMA,30,1.657321483365912,1,128,1024,170,1,0.10763782857142858,8
3,1,16,256,128,7,1,28,SIMA,17,1.5355268141283873,2048,512,1024,170,8,0.11617542857142857,8
