id,RT1_J,T1_Ja,T1_I,T1_J,T1_Ia,cost_mean,technique,points,RT1_I,speedup,U1_J,U1_I,OMP,VEC1,SCR
1,8,1,4,1024,2048,0.9697044,DLMT,133,16,2.598082467193095,1,30,True,True,True
