id,RT1_J,T1_Ja,runs,T1_I,T1_J,T1_Ia,cost_mean,baseline,technique,RT1_I,cost_std,correct_result,U1_J,U1_I,OMP,mean_confidence_interval_inf,VEC1,mean_confidence_interval_sup,SCR
1,4,256,1,8,256,16,inf,False,DLMT,4,inf,False,1,3,True,inf,False,inf,True
2,8,8,1,8,1,16,inf,False,DLMT,2,inf,False,1,11,False,inf,True,inf,False
3,8,1,1,8,2048,512,inf,False,DLMT,4,inf,False,1,2,True,inf,True,inf,False
4,4,256,10,1,64,2,2.248237,False,DLMT,32,0.0003247475942943829,True,1,4,False,2.2480357230543033,True,2.2484382769456968,True
5,4,2048,1,1,2048,8,inf,False,DLMT,8,inf,False,11,1,False,inf,False,inf,False
6,2,8,1,8,8,128,inf,False,DLMT,8,inf,False,1,12,False,inf,True,inf,True
7,8,128,1,2048,1,2048,inf,False,DLMT,8,inf,False,30,1,True,inf,False,inf,True
8,2,1,10,1,1,4,2.263132,False,DLMT,16,0.0008979175908734758,True,1,25,False,2.262575475137758,True,2.2636885248622423,True
9,32,32,1,16,8,2048,inf,False,DLMT,2,inf,False,1,30,False,inf,True,inf,False
10,8,16,10,1,8,16,1.4256099999999998,False,DLMT,1,0.045897123657153045,True,27,1,True,1.3971631907602282,False,1.4540568092397714,False
11,32,1,10,16,2048,16,1.479083,False,DLMT,1,0.03508340178774005,True,1,13,True,1.4573384818556137,True,1.5008275181443862,True
12,4,1,1,256,16,1,inf,False,DLMT,8,inf,False,21,1,False,inf,True,inf,False
13,1,1,1,2,4,1,inf,False,DLMT,2,inf,False,1,30,True,inf,False,inf,True
14,4,2048,1,8,1,1024,inf,False,DLMT,2,inf,False,1,8,True,inf,False,inf,True
15,8,2048,1,256,128,256,inf,False,DLMT,16,inf,False,1,30,False,inf,False,inf,True
16,32,1,10,2048,4,1,3.380726,False,DLMT,1,0.00032924762717441474,True,2,1,False,3.3805219339562793,False,3.380930066043721,False
17,1,512,1,1,1,512,inf,False,DLMT,8,inf,False,1,10,False,inf,False,inf,False
18,8,512,10,2048,2,1,1.1497598,False,DLMT,1,0.2549765095199164,True,13,1,True,0.9917266260451991,True,1.3077929739548009,False
19,16,1,1,2,256,512,inf,False,DLMT,2,inf,False,12,1,False,inf,True,inf,False
20,16,1,1,2048,2048,1,inf,False,DLMT,2,inf,False,1,14,False,inf,False,inf,True
21,16,2048,10,2,128,2048,0.9862964999999999,False,DLMT,1,0.3375798412838806,True,1,22,True,0.7770661913660883,True,1.1955268086339115,True
22,16,1,1,8,32,16,inf,False,DLMT,8,inf,False,1,12,False,inf,False,inf,False
23,32,16,10,2,2,64,5.353217,False,DLMT,4,0.00016673631877906072,True,22,1,False,5.353113657657916,True,5.353320342342084,True
24,8,512,10,4,256,1,2.3253909999999998,False,DLMT,1,0.0005265633864977402,True,30,1,False,2.325064638628855,False,2.3257173613711446,True
25,2,1,10,16,1024,128,2.265116,False,DLMT,32,0.0002161110825479065,True,20,1,False,2.264982055424611,False,2.265249944575389,True
26,1,8,1,64,4,2048,inf,False,DLMT,32,inf,False,14,1,True,inf,False,inf,True
27,32,256,1,256,16,256,inf,False,DLMT,2,inf,False,1,23,True,inf,False,inf,True
28,1,32,10,4,32,1,1.4119479999999998,False,DLMT,16,0.039674770522335694,True,1,27,True,1.3873577743224326,False,1.436538225677567,False
29,1,2048,1,16,1,32,inf,False,DLMT,16,inf,False,4,1,False,inf,False,inf,True
30,1,128,10,2048,8,2048,2.6410039999999997,False,DLMT,1,0.0022561702063452543,True,21,1,False,2.6396056369140735,True,2.642402363085926,False
31,1,1024,10,16,4,64,1.384611,False,DLMT,32,0.07791374146451961,True,26,1,True,1.336320450092029,True,1.4329015499079711,False
32,8,256,10,128,1,256,6.257544,False,DLMT,1,0.0004651709363234264,True,1,24,False,6.257255689364494,False,6.257832310635506,True
33,1,256,1,512,256,1,inf,False,DLMT,2,inf,False,29,1,False,inf,True,inf,False
34,1,1,10,1,1,1,2.519372,True,DLMT,1,0.00036788041535261955,True,1,1,False,2.5191439895460825,False,2.519600010453918,False
35,32,1024,1,512,256,1,inf,False,DLMT,4,inf,False,1,1,True,inf,True,inf,True
