id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.27576838784282326,1,32,128,1,1,8,30,RS,3,256,1024,2048,0.2751871550143196,0.0008772150440281995,1,0.27547777142857144,32
2,True,35,0.12522523261969526,8,16,32,1,10,1,6,RS,7,128,1,512,0.12516739595173326,8.728893611075255e-05,8,0.12519631428571426,1
3,True,35,0.1511655950477788,1,64,32,1,5,1,23,RS,16,2048,2048,64,0.15111583352364985,7.510167258117039e-05,1,0.15114071428571432,8
4,True,35,0.23636626113435877,1,32,128,128,1,4,10,RS,28,128,512,256,0.2362512817227841,0.00017353057955535363,32,0.23630877142857143,1
5,True,35,0.2565838095629854,1,32,64,64,4,1,29,RS,8,128,1024,1024,0.256304361865586,0.0004217513398355219,1,0.2564440857142857,8
6,True,35,0.3141671894806592,1,256,64,512,26,13,1,RS,30,1,2048,1024,0.3134384105193409,0.0010998963535585658,32,0.31380280000000005,1
7,True,35,0.2762835789980532,1,32,16,32,28,1,8,RS,28,128,64,128,0.2760921352876612,0.00028893292774395587,32,0.2761878571428572,1
8,True,35,0.12305839328771793,1,1,16,512,1,28,12,RS,29,512,256,2048,0.12302092099799634,5.655436972236386e-05,8,0.12303965714285714,8
9,True,35,0.15110761767739342,8,64,64,512,12,1,5,RS,3,512,64,2048,0.15096581089403513,0.0002140193010559797,1,0.15103671428571427,1
10,True,35,0.11578562909589182,8,512,64,32,20,8,1,RS,17,128,2048,1,0.1157574566183939,4.251879776364021e-05,8,0.11577154285714286,1
11,True,35,0.12442783210611978,1,32,32,16,20,1,9,RS,5,512,64,1,0.12426388217959448,0.0002474384359630431,8,0.12434585714285713,1
12,True,35,0.14991143089210568,1,16,32,128,1,18,5,RS,25,512,64,256,0.14988428339360865,4.097186690341141e-05,32,0.14989785714285717,1
13,True,35,0.14044210389586806,1,64,256,128,19,1,18,RS,10,1,1024,2048,0.14040058181841766,6.266643797903078e-05,1,0.14042134285714286,8
14,True,35,0.2279309891666013,8,64,1,256,29,26,1,RS,25,1,1024,512,0.22790706797625584,3.610262017739716e-05,1,0.22791902857142857,8
15,True,35,0.2014356726310044,32,64,16,256,1,30,28,RS,22,1024,1024,256,0.201314898797567,0.0001822757050543528,1,0.2013752857142857,1
