id,RT1_K,RT1_J,T1_Ja,RT1_I,T2_K,T2_J,T2_I,T2_Ja,U2_I,mean_confidence_interval_inf,T1_I,T1_J,T1_K,technique,RT2_J,VEC2,VEC1,SCR,T1_Ia,T1_Ka,OMP1,U1_K,U1_J,U1_I,T2_Ka,RT2_I,runs,T2_Ia,U2_J,U2_K,cost_mean,RT2_K,OMP2,cost_std,correct_result,mean_confidence_interval_sup
1,1,8,1,8,1,1,32,256,1,0.16273460467800868,1,32,64,DLMT,8,True,False,True,1,2048,True,30,18,1,2048,1,35,256,2,25,0.16416488571428575,8,True,0.00431725112788502,True,0.16559516675056282
2,8,8,1,1,1,256,128,1024,1,0.12672008774091442,256,64,1,DLMT,1,True,False,False,1,1,False,16,1,30,2048,8,35,1,27,11,0.12678045714285713,8,False,0.00018222283734202927,True,0.12684082654479983
3,1,1,1024,1,128,512,32,1,21,0.1490502716807135,16,256,16,DLMT,1,True,False,True,1024,64,False,30,1,27,256,32,35,128,1,27,0.15028560000000002,1,True,0.0037287934639964786,True,0.15152092831928654
4,8,1,2048,8,64,64,1,64,19,0.09061354648221678,256,16,1,DLMT,1,False,False,False,1,1024,True,1,25,1,512,1,35,1,28,1,0.09223400571428572,1,True,0.00489129707372144,True,0.09385446494635466
5,1,1,1,32,64,64,1,64,12,0.0858433493640118,16,32,32,DLMT,1,False,False,True,1024,1,True,1,5,27,2048,1,35,1024,1,15,0.09025196,32,True,0.01330723036793371,True,0.0946605706359882
6,1,32,2048,1,1,64,128,64,25,0.11625855291357651,1,256,32,DLMT,1,True,False,False,1,128,True,1,21,29,1,1,35,1024,1,1,0.12520067428571427,32,True,0.0269914671315462,True,0.13414279565785203
7,1,1,256,32,256,1,256,1024,29,0.10499063267764228,16,1,16,DLMT,1,False,False,False,256,1,False,1,18,28,256,32,35,1,5,1,0.10835791428571427,1,True,0.010164016687374364,True,0.11172519589378627
8,8,1,2048,8,512,1,1,2048,20,0.07796055796530095,512,64,512,DLMT,1,False,True,True,2048,1024,False,1,3,25,512,1,35,1,12,1,0.07796722857142857,32,False,2.0134981236339662e-05,True,0.07797389917755619
9,1,1,512,1,512,1,16,2048,1,0.13527252477018165,128,64,256,DLMT,1,True,True,True,128,1,True,16,1,27,512,1,35,1024,19,19,0.13684845714285712,1,False,0.004756894373089935,True,0.1384243895155326
10,1,8,256,8,16,32,32,2048,29,0.17188527745182935,512,32,512,DLMT,32,True,False,False,1024,1024,True,1,24,14,2048,1,35,2048,1,24,0.17575877142857146,1,False,0.011692000254351482,True,0.17963226540531357
11,1,32,128,1,256,1,16,2048,22,0.09688279139784196,256,16,1,DLMT,8,False,True,True,1,128,False,5,21,1,2048,1,35,64,1,26,0.09893513999999999,8,True,0.006194939380964803,True,0.10098748860215802
12,1,32,2048,1,1,256,64,1024,5,0.25731272084225826,256,512,256,DLMT,1,True,False,True,2048,2048,False,27,27,1,64,8,35,1024,12,1,0.2582135142857143,8,True,0.0027190121459449044,True,0.2591143077291704
13,1,1,1024,1,16,512,512,512,22,0.12078815098203392,16,128,1,DLMT,1,False,True,False,1024,64,False,29,28,1,1024,1,35,2048,1,12,0.12083199999999998,8,False,0.0001323566610121525,True,0.12087584901796604
14,1,32,512,1,512,16,512,512,1,0.13931304211891088,16,512,512,DLMT,1,False,False,False,1024,1,True,2,1,2,2048,8,35,2048,4,29,0.14011425714285713,1,True,0.002418438319516566,True,0.1409154721668034
15,1,8,256,8,32,128,16,256,1,0.17914566678654492,1,1,64,DLMT,1,False,False,False,2048,512,True,1,29,28,2048,1,35,1,29,28,0.1809998,8,False,0.005596633461542495,True,0.18285393321345506
16,1,1,1,1,32,1,512,256,1,0.16496374419686968,512,256,128,DLMT,8,False,False,False,512,256,True,12,1,28,128,8,35,512,1,4,0.16612365714285712,1,False,0.0035011549110287054,True,0.16728357008884456
17,8,8,64,1,256,32,16,64,25,0.18587216636738121,32,1,512,DLMT,1,True,True,False,256,1,True,30,26,1,1,32,35,128,1,3,0.1875649142857143,1,True,0.005109497835943391,True,0.1892576622040474
18,1,32,2048,1,32,64,16,1024,8,0.1722353839400597,16,1,1,DLMT,32,True,False,True,2048,1,False,24,22,1,64,1,35,64,13,1,0.1723447142857143,1,False,0.0003300096597225677,True,0.1724540446313689
19,8,1,128,8,64,256,1,2048,1,0.14497735062385222,16,16,256,DLMT,1,False,False,True,1,1,False,1,2,1,2048,32,35,256,2,18,0.14503642857142857,1,False,0.00017832462945254653,True,0.1450955065190049
20,1,1,2048,1,128,1,64,64,1,0.24958465453452058,16,16,512,DLMT,8,True,True,True,1,2048,True,1,21,30,2048,8,35,512,26,17,0.2507409714285715,1,False,0.0034903003594509855,True,0.2518972883226224
21,1,1,512,1,512,256,256,1024,22,0.1477878949506455,1,64,1,DLMT,1,False,True,True,2048,256,True,2,22,1,1024,1,35,512,7,1,0.15611134285714287,32,True,0.02512402384621751,True,0.16443479076364023
22,1,32,1,1,64,64,1,128,30,0.15375392059934972,256,1,16,DLMT,1,True,False,True,2048,1024,False,1,4,5,2048,1,35,512,5,1,0.1538099714285714,1,False,0.00016918738313551957,True,0.15386602225779306
23,8,8,256,1,1,16,1,512,1,0.12400366322092989,32,64,1,DLMT,1,True,True,False,512,1024,True,9,1,2,2048,32,35,2048,27,4,0.1256563428571429,1,True,0.004988553188151891,True,0.12730902249335588
