id,SCREP,T1_I,T1_J,cost_mean,U_J,U_I,technique,speedup,T2_J,T2_I,OMP,VEC,PAR1j,ACOPY_A,PAR1i,points
1,True,1,2048,0.02616756,2,9,DLMT,5.149528653034521,1,128,True,False,False,True,True,51
