id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,1024,128,2048,0.2139564426039917,1,256,1,1,DLMT,False,True,False,True,False,29,8,35,0.214253443110294,0.000448242596487797,0.21410494285714285,2,28,True,1,1
2,2048,2048,2048,0.12383481110519273,8,1,512,512,DLMT,False,True,False,False,False,19,1,35,0.12396684603766439,0.00019927131335576307,0.12390082857142856,1,5,True,15,8
3,256,1024,2048,0.11649245560136318,1,16,1,128,DLMT,True,False,True,False,True,29,1,35,0.11656908725577969,0.00011565492657390917,0.11653077142857143,8,8,True,1,32
4,1,1024,2048,inf,1,512,128,32,DLMT,False,True,True,True,False,8,32,1,inf,inf,inf,1,29,False,12,1
5,256,128,1,0.26501825143143,1,512,1,16,DLMT,True,True,False,False,False,5,1,35,0.2651316342828557,0.00017112100027376188,0.26507494285714284,7,2,True,1,32
6,2048,1,128,0.20372108775428296,32,1,1,256,DLMT,True,True,True,True,False,17,1,35,0.20379954081714555,0.00011840385404648539,0.20376031428571426,1,27,True,27,1
7,64,2048,1024,0.11264447917001773,1,1,128,16,DLMT,True,True,False,False,False,3,8,35,0.11269803511569655,8.08283340904458e-05,0.11267125714285714,25,1,True,23,8
8,512,2048,64,0.15930985573122547,1,16,1,64,DLMT,False,True,True,True,True,25,1,35,0.15934225855448886,4.890336994356144e-05,0.15932605714285716,1,15,True,28,32
9,1024,512,1,0.10471964700030796,1,256,512,1,DLMT,False,False,True,False,False,4,1,35,0.10474823871397775,4.315152230861644e-05,0.10473394285714285,1,2,True,19,8
10,512,1,256,0.20135305963771433,1,64,256,256,DLMT,False,False,False,False,False,29,32,35,0.2013778546479999,3.742141698251819e-05,0.2013654571428571,21,1,True,18,1
11,1,1024,1,0.1650511327051074,1,32,1,512,DLMT,True,True,False,False,False,16,32,35,0.1650684672948926,2.616191342936662e-05,0.1650598,24,1,True,30,1
12,2048,2048,2048,0.13239248872216164,1,256,16,512,DLMT,True,False,True,False,True,20,32,35,0.1324563112778383,9.632302795430278e-05,0.13242439999999997,1,22,True,8,1
13,1,1024,128,0.16287894048531565,1,32,512,512,DLMT,True,False,False,True,True,20,1,35,0.16297883094325583,0.00015075785152329023,0.16292888571428574,1,27,True,18,1
14,128,2048,1,0.12405010669372385,1,16,64,1,DLMT,True,True,True,False,True,30,8,35,0.12408515044913332,5.288914861118916e-05,0.12406762857142858,15,5,True,1,1
15,64,256,256,0.25946454435919963,8,16,1,16,DLMT,True,False,False,True,True,1,8,35,0.25949396992651474,4.4410000712288196e-05,0.2594792571428572,1,2,True,10,1
16,128,128,256,0.16631123491143326,8,16,1,64,DLMT,False,False,True,False,False,1,1,35,0.1663339079457096,3.421886339791258e-05,0.16632257142857143,30,28,True,1,1
17,128,128,1,inf,32,256,16,1,DLMT,False,True,False,False,True,2,1,1,inf,inf,inf,24,1,False,22,1
18,512,1,1024,inf,1,1,16,1,DLMT,False,False,True,True,True,13,32,1,inf,inf,inf,26,1,False,18,1
19,1,1,1,0.10090461826454152,1,1,512,16,DLMT,True,True,True,True,True,22,8,35,0.10093029602117277,3.875368580232487e-05,0.10091745714285714,30,28,True,1,8
20,512,1,2048,0.12359728543227896,1,512,32,32,DLMT,False,True,False,False,True,7,1,35,0.1236990574248639,0.00015359752336438704,0.12364817142857143,1,20,True,26,8
21,2048,64,1024,0.22521757657442626,1,512,16,512,DLMT,True,True,True,True,False,3,1,35,0.22527648056843091,8.889977847129316e-05,0.2252470285714286,26,1,True,8,1
22,2048,2048,128,0.28112008061380284,1,32,1,64,DLMT,False,False,False,True,True,8,1,35,0.28115437652905445,5.1760484494466924e-05,0.28113722857142864,30,1,True,2,1
23,1,128,1024,0.393528718893938,1,128,32,1,DLMT,False,False,False,False,False,27,1,35,0.39356625253463345,5.6646962560643855e-05,0.3935474857142857,1,1,True,30,1
24,2048,1024,1024,0.2847896455457801,32,256,128,1,DLMT,True,False,False,True,False,29,1,35,0.2849234973113628,0.0002020133355872905,0.28485657142857146,18,30,True,1,1
25,1,64,512,inf,32,16,64,512,DLMT,False,True,True,False,True,15,1,1,inf,inf,inf,3,2,False,1,1
26,512,2048,512,0.21096033558561864,8,512,512,1,DLMT,True,False,True,True,True,8,8,35,0.2109907501286671,4.590259429776682e-05,0.21097554285714287,30,1,True,23,1
27,2048,1,256,0.24539653454028182,1,32,512,256,DLMT,True,False,False,True,False,5,1,35,0.24551300831686101,0.00017578592267939139,0.24545477142857142,6,12,True,1,32
28,1,1024,1,0.2870261443360409,1,512,1,512,DLMT,False,False,True,True,False,24,1,35,0.2873064842353876,0.0004230978793496898,0.28716631428571426,28,7,True,1,32
29,1,1,1,0.1783475926081726,1,1,1,1,DLMT,False,False,False,False,False,1,1,35,0.17851715024897027,0.0002559017764371187,0.17843237142857143,1,1,True,1,1
30,512,1024,64,0.10774437857026771,1,32,64,256,DLMT,False,True,True,False,True,4,8,35,0.10777607857258943,4.784265025762523e-05,0.10776022857142857,1,30,True,17,8
31,2048,1024,2048,0.17844785861091494,1,32,128,64,DLMT,True,False,False,False,False,16,1,35,0.1784816842462279,5.105072307549089e-05,0.17846477142857142,27,1,True,30,1
32,2048,1024,1,0.31173662124396273,1,256,32,1,DLMT,False,False,False,False,True,7,1,35,0.31241886447032285,0.0010296631444411369,0.3120777428571428,16,1,True,28,32
33,1,64,512,0.10872007477763708,1,512,32,512,DLMT,False,False,True,True,True,24,1,35,0.10873821093664864,2.7371667162694227e-05,0.10872914285714286,5,1,True,30,8
34,1024,128,256,inf,1,32,64,1,DLMT,True,True,False,True,True,4,32,1,inf,inf,inf,27,28,False,1,1
35,1,2048,512,0.12919165038494168,8,1,1,16,DLMT,True,False,False,True,True,9,1,35,0.1292460639007726,8.212260619938656e-05,0.12921885714285714,30,1,True,13,8
36,64,1,1,0.24652687875444385,1,32,16,16,DLMT,True,False,True,False,False,3,1,35,0.24659243553127042,9.894036959044465e-05,0.24655965714285713,25,1,True,29,1
37,2048,64,2048,0.18822156207503005,1,128,16,1,DLMT,True,False,True,True,False,30,1,35,0.18825403792496992,4.901358412289131e-05,0.18823779999999998,2,1,True,1,1
38,2048,256,2048,0.18797602882541414,1,1,32,512,DLMT,False,True,True,False,True,26,32,35,0.1880208854603001,6.769905796227413e-05,0.18799845714285712,25,25,True,1,1
39,1,256,1,0.1924389732496956,1,1,1,1,DLMT,False,True,False,False,True,28,8,35,0.19248136960744727,6.398592957575576e-05,0.19246017142857144,5,1,True,12,1
40,512,512,1,inf,1,1,512,512,DLMT,True,True,True,True,True,1,32,1,inf,inf,inf,6,1,False,6,1
41,2048,512,1,0.10945365989483924,1,16,1,32,DLMT,False,True,True,True,False,29,8,35,0.11067896867658933,0.0018492749277398812,0.11006631428571428,1,18,True,30,8
42,1,512,2048,inf,32,128,32,512,DLMT,True,True,False,False,True,18,1,1,inf,inf,inf,1,3,False,15,1
43,1024,1024,2048,0.20179049366657129,1,128,256,256,DLMT,False,False,False,True,False,3,1,35,0.20199710633342874,0.00031182639858925293,0.2018938,1,29,True,21,1
44,128,1,512,0.2602639959456969,1,1,1,128,DLMT,False,True,True,False,False,3,1,35,0.2604513754828746,0.0002827991484558379,0.26035768571428575,9,1,True,21,32
45,1,1024,512,0.2793379838969387,1,128,512,64,DLMT,False,True,True,True,False,28,1,35,0.2797858446744898,0.0006759257089959091,0.27956191428571425,29,29,True,1,32
46,1,2048,2048,0.1766625686735409,1,16,512,1,DLMT,False,False,False,False,False,8,32,35,0.17668651704074478,3.614363635523769e-05,0.17667454285714285,1,29,True,15,1
47,512,128,128,0.23057676224038037,1,1,128,512,DLMT,True,False,False,True,True,26,1,35,0.23072889490247678,0.00022960344518498888,0.23065282857142858,1,21,True,29,32
48,2048,128,64,0.09177507042565371,8,1,16,32,DLMT,True,False,True,False,True,10,1,35,0.09180462100291771,4.4598669697374896e-05,0.09178984571428571,4,26,True,1,8
49,256,1,1,0.20257624874573912,1,512,64,128,DLMT,False,False,False,False,False,21,32,35,0.2025964941114037,3.055494882926836e-05,0.20258637142857142,28,1,True,16,1
50,64,1024,1024,inf,1,512,1,32,DLMT,True,False,False,True,False,4,32,1,inf,inf,inf,9,16,False,1,1
51,2048,1,1024,0.23107384011310858,1,256,256,256,DLMT,True,True,False,True,True,5,1,35,0.23132044560117718,0.00037218483448470515,0.23119714285714288,1,21,True,25,32
52,256,1,1,0.15225245465524334,32,512,16,32,DLMT,True,True,False,False,False,25,1,35,0.15229274534475667,6.080798819703986e-05,0.1522726,1,13,True,29,1
53,1024,128,2048,inf,32,128,64,1,DLMT,False,True,True,True,True,7,1,1,inf,inf,inf,7,1,False,28,1
54,1,64,1,0.1856567305108536,1,1,64,256,DLMT,False,True,False,True,True,7,1,35,0.18569818377486066,6.256258254495108e-05,0.18567745714285713,17,26,True,1,1
55,2048,2048,1,0.19952000142248635,1,256,16,512,DLMT,True,True,False,False,False,6,1,35,0.19953582714894227,2.388468897320983e-05,0.19952791428571431,11,1,True,2,1
56,1024,128,1,inf,32,512,1,256,DLMT,False,False,True,True,True,25,1,1,inf,inf,inf,17,13,False,1,1
57,2048,1,1,0.3217081740917786,32,16,512,256,DLMT,False,False,False,True,False,27,1,35,0.32175662590822146,7.312502014651717e-05,0.32173240000000003,2,1,True,4,1
58,1024,2048,1,0.11203378636677455,1,256,512,16,DLMT,True,True,True,False,True,28,1,35,0.11205798506179687,3.6521439048921654e-05,0.11204588571428571,1,17,True,6,8
59,512,2048,1024,0.2789301924720292,1,128,1,128,DLMT,True,False,True,False,True,5,32,35,0.2792360932422566,0.00046167515746508436,0.2790831428571429,1,30,True,26,1
60,1,1,512,inf,32,1,1,1,DLMT,False,True,False,True,False,7,1,1,inf,inf,inf,3,29,False,1,1
61,2048,1,1,inf,32,1,256,64,DLMT,True,True,True,True,True,17,1,1,inf,inf,inf,1,8,False,5,1
62,2048,1,1,0.12602130641696987,8,64,32,1,DLMT,False,True,False,False,False,14,8,35,0.12605943644017295,5.75470419814647e-05,0.1260403714285714,30,21,True,1,1
63,1024,1,2048,0.19603145396857097,8,64,256,128,DLMT,True,False,False,False,False,20,8,35,0.19607346031714334,6.339731533619324e-05,0.19605245714285716,29,1,True,29,1
64,256,256,2048,0.1736692996029575,8,1,32,256,DLMT,True,True,True,True,False,4,1,35,0.17369824325418534,4.368267764836022e-05,0.17368377142857142,29,1,True,9,1
65,2048,2048,2048,0.2830511135429435,1,1,32,1,DLMT,True,True,True,False,True,29,1,35,0.2831494578856278,0.0001484244052763285,0.28310028571428564,25,1,True,25,32
66,64,64,1,0.17099739549112333,32,128,16,1,DLMT,False,False,True,False,False,2,1,35,0.17116060450887668,0.00024632023291409953,0.171079,12,1,True,30,1
67,1024,2048,2048,inf,32,256,128,512,DLMT,False,True,True,False,True,7,1,1,inf,inf,inf,26,1,False,21,1
68,2048,2048,1024,inf,32,256,1,16,DLMT,True,False,False,True,True,20,1,1,inf,inf,inf,4,1,False,22,1
69,256,1,2048,0.26535973244907013,1,1,512,1,DLMT,False,False,False,True,True,20,1,35,0.2654566104080726,0.0001462112924531371,0.26540817142857137,14,1,True,10,32
70,512,1,1024,0.13427875425908944,1,512,16,256,DLMT,False,True,False,False,False,9,1,35,0.13431284574091054,5.145194706853065e-05,0.1342958,1,2,True,1,8
71,256,1024,2048,0.11652687769926547,1,1,1,128,DLMT,False,False,True,False,False,23,32,35,0.11655540801502025,4.305885862540347e-05,0.11654114285714286,4,10,True,1,1
72,1,256,2048,0.14676639767445263,8,256,256,1,DLMT,False,True,True,True,False,29,8,35,0.1468942880398331,0.0001930162010753259,0.14683034285714286,12,27,True,1,1
73,2048,1024,128,0.09193892698597969,1,64,16,256,DLMT,True,False,True,True,False,1,1,35,0.09197181015687744,4.962832584855754e-05,0.09195536857142857,23,30,True,1,8
74,64,1024,128,0.14062889556177974,1,16,512,64,DLMT,False,False,False,False,True,2,1,35,0.14065270443822023,3.593311246508574e-05,0.14064079999999998,12,2,True,1,1
75,2048,2048,256,inf,32,1,64,256,DLMT,False,True,False,True,True,21,1,1,inf,inf,inf,8,26,False,1,1
76,512,1024,512,inf,1,512,64,1,DLMT,False,True,False,True,False,11,32,1,inf,inf,inf,2,7,False,1,1
77,1024,1,1,inf,1,64,512,32,DLMT,True,False,True,True,True,3,32,1,inf,inf,inf,1,30,False,26,1
78,512,256,1,inf,1,64,1,512,DLMT,False,False,True,True,False,30,32,1,inf,inf,inf,26,1,False,24,1
79,1,512,2048,0.2904102457953722,1,32,16,64,DLMT,True,True,True,False,True,12,8,35,0.2904919827760565,0.00012336004711611414,0.29045111428571435,1,30,True,30,1
80,1024,2048,1,0.09017219174630423,8,64,512,32,DLMT,True,False,True,False,False,26,1,35,0.09020161396798149,4.4404951369441414e-05,0.09018690285714286,1,8,True,1,8
81,2048,256,128,0.1564213809275213,1,1,16,1,DLMT,False,False,False,False,False,30,1,35,0.15653799050105008,0.00017599087174844115,0.1564796857142857,1,25,True,19,1
82,1,128,1,0.25871171978468055,1,512,1,256,DLMT,True,True,False,True,True,19,1,35,0.25876639450103367,8.251681832282753e-05,0.2587390571428571,28,12,True,1,32
83,1,128,1,0.19144308265538282,1,128,64,32,DLMT,True,True,False,True,False,25,1,35,0.19149211734461716,7.400471027480245e-05,0.1914676,1,1,True,28,1
84,128,64,2048,0.22570075168633608,1,256,1,32,DLMT,False,False,True,True,True,30,1,35,0.22577079117080678,0.00010570581433238885,0.22573577142857143,30,1,True,14,1
85,1,512,2048,0.2149406569834348,1,32,256,512,DLMT,False,False,True,True,False,26,1,35,0.21528545730227946,0.0005203835916408046,0.21511305714285714,1,20,True,28,32
86,1,2048,1,0.23122049169636022,1,1,64,128,DLMT,False,True,False,False,True,10,32,35,0.23127036544649687,7.527104763615909e-05,0.23124542857142855,21,1,True,27,1
87,1,128,512,inf,32,64,16,256,DLMT,True,False,False,False,True,27,1,1,inf,inf,inf,26,3,False,1,1
