id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.19823914502777362,1,1,256,512,7,30,1,DLMT,24,1,1024,128,0.1981898264007978,7.443323813173491e-05,1,0.1982144857142857,32
2,True,35,0.17976140804588264,32,32,512,1,24,1,14,DLMT,29,512,1024,1,0.17971567766840307,6.901773803353204e-05,1,0.17973854285714286,1
3,True,35,0.2144788245241,1,1,1,1,12,15,1,DLMT,2,128,64,64,0.21444791833304294,4.664460508647955e-05,1,0.21446337142857147,1
4,True,35,0.2917592844496599,1,128,512,32,26,1,28,DLMT,8,256,2048,1,0.2911892298360545,0.000860344527097212,32,0.2914742571428572,1
5,True,35,0.11847809718832442,1,32,1,1,28,1,29,DLMT,26,256,2048,2048,0.11844573138310416,4.8847501137180996e-05,8,0.11846191428571429,8
6,True,35,0.15009824202039598,1,512,32,64,11,1,26,DLMT,1,2048,64,1,0.14960604369388972,0.0007428413459858876,1,0.14985214285714285,32
7,True,35,0.15618554937632426,1,64,128,512,18,1,27,DLMT,1,1,1,64,0.15603176490939,0.00023209640150557517,1,0.15610865714285713,32
8,True,35,0.15758494772850629,1,512,128,128,22,1,23,DLMT,21,1,1024,1024,0.15747459512863654,0.0001665476483883026,1,0.1575297714285714,1
9,True,35,0.15334303031839158,1,16,512,128,2,1,5,DLMT,3,2048,2048,1024,0.15315988396732272,0.000276410289539418,1,0.15325145714285715,1
10,True,35,0.3121781837660951,1,512,128,1,4,27,1,DLMT,28,128,2048,1,0.3116694162339049,0.0007678481174220424,32,0.3119238,1
11,True,35,0.1489429032752902,1,1,64,1,1,12,24,DLMT,20,2048,1,2048,0.1487780110104241,0.00024886064291453633,1,0.14886045714285714,8
12,True,35,0.23645325776997578,1,64,1,512,1,3,11,DLMT,22,2048,2048,128,0.23631314223002425,0.0002114668227946372,32,0.23638320000000002,1
13,True,35,0.13586978631901658,8,512,1,1,1,20,25,DLMT,3,64,2048,1024,0.1356079851095548,0.0003951186998090271,1,0.1357388857142857,1
14,True,35,0.22005865085339812,1,128,32,64,19,13,1,DLMT,27,2048,1,1,0.22002586343231614,4.9483817185677125e-05,1,0.22004225714285713,1
