id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,128,2048,128,0.1220664843243502,1,32,64,64,RS,True,False,False,True,False,14,8,35,0.12210168710422127,5.3129153379057745e-05,0.12208408571428574,15,1,True,11,8
2,512,1,1,0.11503246348981036,1,1,16,1,RS,True,False,True,False,False,15,1,35,0.11505679365304675,3.67198550528458e-05,0.11504462857142855,2,17,True,1,1
3,128,256,1024,0.1690075670580597,8,64,128,128,RS,True,False,True,True,False,27,1,35,0.16915649008479744,0.00022475936156753226,0.16908202857142857,23,14,True,1,1
4,256,64,1,0.11582857983679527,8,512,32,32,RS,True,False,False,False,True,27,1,35,0.11586382016320475,5.3185819807271446e-05,0.11584620000000001,25,9,True,1,8
5,1,128,128,0.1000161574146253,1,64,16,64,RS,True,False,True,True,True,27,1,35,0.10003807687108901,3.308153983041101e-05,0.10002711714285716,30,1,True,30,8
6,1024,64,2048,0.09428699931246758,1,64,16,256,RS,True,True,True,True,True,30,1,35,0.09432993211610384,6.479555074168504e-05,0.09430846571428571,17,24,True,1,8
7,128,512,512,0.11936620807196287,8,64,16,16,RS,False,False,False,False,True,16,1,35,0.11941024907089424,6.646807427599463e-05,0.11938822857142856,28,1,True,16,8
8,128,2048,1024,0.3343297642494324,1,32,256,16,RS,False,False,False,False,True,23,8,35,0.3343657214648533,5.426777147081156e-05,0.33434774285714286,1,4,True,29,1
9,256,128,1024,0.1015007988539377,1,16,128,16,RS,False,False,False,False,True,4,8,35,0.10153765828891947,5.5629429885517976e-05,0.10151922857142859,7,16,True,1,8
10,512,64,64,0.12159313707085066,1,64,32,64,RS,False,False,True,False,False,10,32,35,0.12162800578629222,5.262497273255317e-05,0.12161057142857144,18,9,True,1,1
11,256,1024,256,0.21577822239814468,1,64,128,64,RS,False,False,False,True,False,27,1,35,0.21590177760185528,0.00018647343740367688,0.21583999999999998,19,1,True,13,1
12,1024,2048,256,0.0930343290574535,8,1,1,512,RS,False,True,True,False,True,1,1,35,0.09305457951397507,3.05626321123131e-05,0.09304445428571428,18,1,True,16,8
13,2048,2048,1,0.29726550337710245,1,16,256,256,RS,False,False,False,False,True,15,1,35,0.29730101090861183,5.358909423015502e-05,0.29728325714285714,3,27,True,1,1
14,128,1024,1,0.13436256745192837,8,64,1,16,RS,True,True,False,True,True,25,1,35,0.13440868969092873,6.960914788580552e-05,0.13438562857142855,26,1,True,12,8
15,2048,512,256,inf,1,32,256,16,RS,True,True,False,True,True,27,32,1,inf,inf,inf,1,28,False,19,1
16,128,1024,1024,0.19767805504101274,32,512,512,16,RS,True,True,True,True,False,17,1,35,0.19775303067327296,0.00011315560534241516,0.19771554285714285,1,14,True,17,1
17,128,1,2048,0.13490189387349605,8,64,128,32,RS,True,False,False,True,False,14,1,35,0.13493502041221828,4.9995624298327076e-05,0.13491845714285716,1,4,True,19,1
18,512,2048,64,0.09461363360638289,8,32,16,256,RS,True,False,True,True,True,17,1,35,0.09474898925075997,0.00020428303722521644,0.09468131142857143,2,1,True,23,8
19,256,512,128,0.19745413704553968,8,32,128,256,RS,True,True,False,False,False,14,8,35,0.19778037724017458,0.0004923720627363679,0.19761725714285713,29,1,True,30,1
20,128,512,1,0.22931194714327593,8,256,128,16,RS,True,True,False,False,True,2,8,35,0.22949428142815262,0.00027518469345187864,0.22940311428571428,1,17,True,9,1
21,256,256,1024,0.23008852117464784,1,1,128,32,RS,False,True,True,True,False,18,1,35,0.23030862168249505,0.00033218267656855057,0.23019857142857145,1,3,True,17,32
22,1024,512,1,0.0879467298502788,8,256,16,512,RS,True,False,True,False,False,28,1,35,0.08800947014972119,9.468965247435513e-05,0.08797809999999999,17,1,True,2,8
23,1024,256,1,0.11211628557444742,1,16,128,32,RS,False,False,True,False,False,6,1,35,0.1121400001398383,3.579077523380528e-05,0.11212814285714286,25,4,True,1,32
24,2048,256,512,0.1170383235725148,1,64,256,64,RS,False,True,False,True,True,25,1,35,0.11713670499891375,0.00014848037319622386,0.11708751428571428,23,1,True,3,8
25,2048,1,256,0.18299277079650564,32,256,64,16,RS,True,False,True,True,False,15,1,35,0.1831695720606372,0.0002668340828213322,0.18308117142857142,1,10,True,6,1
26,2048,1,128,0.10139563538584011,1,16,256,32,RS,False,False,True,True,False,8,8,35,0.10156802175701705,0.0002601709861625934,0.10148182857142858,14,26,True,1,8
27,2048,2048,512,0.40180081649138805,1,128,16,16,RS,False,False,True,True,True,21,1,35,0.40184735493718343,7.02373003990513e-05,0.40182408571428574,1,22,True,18,1
28,512,1,1,0.14896947211499414,8,128,128,1,RS,False,False,True,False,True,27,1,35,0.14903041359929156,9.197482352940573e-05,0.14899994285714285,15,25,True,1,1
29,2048,2048,512,0.08823992631020877,1,1,128,512,RS,True,False,True,True,False,24,8,35,0.0882598565469341,3.00793462260704e-05,0.08824989142857144,30,10,True,1,8
30,1024,2048,256,0.14402956368344305,8,32,256,32,RS,True,False,True,False,True,13,1,35,0.14427323631655692,0.0003677584766431033,0.14415139999999999,29,14,True,1,1
31,2048,64,64,0.19886449714451299,8,32,64,512,RS,True,False,True,False,True,12,8,35,0.1990265885697728,0.0002446335268293772,0.1989455428571429,26,1,True,17,1
32,1,1,1,0.18221378988267792,8,256,64,16,RS,False,True,True,False,True,29,8,35,0.18237095297446496,0.0002371955294344171,0.18229237142857144,17,3,True,1,1
33,1,1024,2048,0.24284499809569066,1,256,1,32,RS,True,False,True,False,True,24,8,35,0.24294877333288079,0.00015662088374316207,0.24289688571428572,14,1,True,21,1
34,256,1024,512,0.09074918266082119,8,128,128,128,RS,True,True,True,False,False,27,1,35,0.09077251448203594,3.5213125567674866e-05,0.09076084857142856,10,19,True,1,8
35,1024,2048,1,0.17856202599355045,1,16,256,16,RS,False,False,True,False,False,18,8,35,0.17867191686359238,0.00016585079106823297,0.1786169714285714,19,1,True,16,1
36,512,256,1024,inf,1,16,1,32,RS,False,True,False,True,False,7,32,1,inf,inf,inf,16,28,False,1,1
37,512,1,512,0.1573668336681767,32,128,64,256,RS,False,True,False,False,False,13,1,35,0.15740876633182324,6.328610770596691e-05,0.15738779999999997,1,5,True,23,1
38,1024,64,2048,0.11594576952636321,1,512,64,512,RS,True,True,False,True,False,8,8,35,0.11598525904506535,5.9598835764550266e-05,0.11596551428571428,4,8,True,1,1
39,64,1,64,0.1159934363435044,1,64,128,64,RS,True,True,True,True,False,28,8,35,0.11601553508506704,3.3352122595611595e-05,0.11600448571428572,1,5,True,13,1
40,128,1024,256,0.09445326829916739,1,256,256,128,RS,False,False,True,False,True,13,8,35,0.09448458312940403,4.7261336314202514e-05,0.09446892571428571,1,19,True,2,8
41,1024,128,1024,0.12321600327791335,8,256,16,16,RS,True,True,False,False,False,7,1,35,0.12324793957922953,4.819928020463525e-05,0.12323197142857144,14,17,True,1,8
42,128,128,256,0.10495177755463242,1,16,128,16,RS,False,False,False,True,True,23,1,35,0.10499239387393902,6.12994390226338e-05,0.10497208571428572,19,11,True,1,8
43,512,256,256,0.13608128688123575,1,16,16,256,RS,False,True,False,False,True,21,1,35,0.13627894169019286,0.00029830691495539387,0.1361801142857143,28,15,True,1,8
44,2048,1,64,0.11292104571593219,8,16,64,1,RS,False,False,False,True,True,9,1,35,0.1129628971412107,6.316350018089695e-05,0.11294197142857144,1,2,True,13,8
45,64,1,256,0.12729073095734755,8,16,32,1,RS,True,False,False,False,False,6,1,35,0.12736904047122388,0.00011818720535744918,0.12732988571428572,17,5,True,1,1
46,1,1024,128,0.13352748179821364,1,1,128,256,RS,True,False,True,True,True,13,8,35,0.13355514677321492,4.1752858878043375e-05,0.13354131428571428,4,10,True,1,1
47,64,256,128,0.11470645126385973,1,64,16,32,RS,True,True,True,False,True,23,8,35,0.114727834450426,3.227218426990943e-05,0.11471714285714286,26,1,True,23,8
48,512,1,128,0.232195631988607,1,1,32,16,RS,False,True,False,False,True,24,32,35,0.2324222537256787,0.0003420247228204544,0.23230894285714285,23,15,True,1,1
49,1024,512,2048,0.09236914192304649,1,1,512,64,RS,False,False,True,False,True,27,1,35,0.0923907609340964,3.262809807012168e-05,0.09237995142857144,10,1,True,4,8
50,1024,512,2048,0.2344734148612586,1,16,16,1,RS,False,True,False,False,True,27,1,35,0.23449458513874138,3.195085511934203e-05,0.234484,24,1,True,14,1
51,256,128,1024,0.3192194018097941,1,64,1,128,RS,False,True,False,True,False,11,1,35,0.3196665981902059,0.0006749229797328189,0.319443,28,1,True,14,32
52,1024,512,2048,0.15851038433435286,1,256,128,128,RS,False,True,True,False,True,1,8,35,0.1585510442370757,6.136521649858576e-05,0.15853071428571427,1,18,True,23,1
53,128,512,1,0.08768826593339817,8,1,32,64,RS,True,True,True,False,False,22,1,35,0.08798083120945897,0.00044154880614972325,0.08783454857142857,1,10,True,14,1
54,1024,512,2048,0.2934597584398669,1,512,128,64,RS,True,False,False,True,True,5,1,35,0.293606984417276,0.00022219812082454688,0.29353337142857144,20,1,True,27,32
55,1024,1,128,0.1385049111188808,1,16,64,32,RS,False,False,True,False,True,24,1,35,0.13858988888111928,0.00012825113756109377,0.13854740000000004,3,3,True,1,1
56,512,128,512,0.12454577268379635,8,16,64,128,RS,True,False,True,True,False,3,8,35,0.12457137017334655,3.8632544174410684e-05,0.12455857142857145,27,6,True,1,1
57,1,1,256,0.4270379413183713,1,16,64,16,RS,False,False,False,False,False,21,1,35,0.42719503011019994,0.0002370833935774572,0.4271164857142856,1,21,True,9,32
58,256,512,1,inf,1,64,128,256,RS,False,False,True,True,False,12,32,1,inf,inf,inf,1,13,False,19,1
