id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
101,1024,128,64,0.09232337996771549,8,False,1,64,RS,False,True,True,True,False,20,1,1,35,8,1,9,17,3.861055793009732e-05,True,0.09233617142857141,0.09234896288942733
102,64,1024,1,0.16806508181309623,1,False,256,32,RS,False,True,True,False,True,17,32,256,35,1,4,1,26,8.056163060992699e-05,True,0.1680917714285714,0.16811846104404657
103,2048,2048,2048,0.2078321663216831,1,False,1,128,RS,False,True,False,False,False,5,1,128,35,1,30,16,1,3.3908448167719646e-05,True,0.20784339999999998,0.20785463367831686
104,1024,512,2048,0.1676198979072502,8,False,128,128,RS,False,False,True,False,False,19,8,256,35,1,2,7,1,3.4891130970608153e-05,True,0.16763145714285715,0.1676430163784641
105,2048,128,1024,0.14153786849573646,1,False,16,16,RS,True,True,False,True,False,19,8,16,35,8,11,1,5,4.2655430067995096e-05,True,0.141552,0.14156613150426356
106,256,1024,2048,0.13400731884375822,8,False,16,128,RS,False,False,False,True,False,6,1,128,35,8,1,7,17,4.1813521882815616e-05,True,0.13402117142857142,0.13403502401338463
107,128,256,128,inf,1,False,1,128,RS,True,False,True,True,True,23,32,1,1,1,4,1,1,inf,False,inf,inf
108,512,2048,128,0.1746270679639409,32,False,16,512,RS,False,False,True,True,False,13,1,1,35,1,3,16,1,6.438997260000036e-05,True,0.17464839999999998,0.17466973203605907
109,512,512,2048,0.10296103635546461,1,False,256,32,RS,True,True,True,True,False,21,1,512,35,8,13,22,1,3.4990680975112395e-05,True,0.10297262857142858,0.10298422078739256
110,2048,512,1,0.10350406487018439,8,False,64,1,RS,True,True,True,False,True,22,1,64,35,8,8,25,1,3.438715944496996e-05,True,0.10351545714285713,0.10352684941552988
111,1024,128,1,0.17400263685195996,1,False,16,64,RS,False,True,True,False,False,28,1,16,35,1,6,1,30,0.00033769795222769153,True,0.1741145142857143,0.17422639171946866
112,1,256,512,0.2562317596545001,8,False,32,1,RS,True,True,True,True,False,8,8,256,35,1,1,15,29,0.000610196379229251,True,0.25643391428571427,0.2566360689169284
113,1024,512,128,0.10774665442005704,8,False,64,512,RS,False,True,False,False,True,10,1,64,35,8,1,10,19,7.253758490940898e-05,True,0.10777068571428572,0.1077947170085144
114,1024,1024,128,0.23364367262189406,8,False,1,32,RS,False,False,True,True,True,25,1,1,35,1,26,15,1,5.471682948208454e-05,True,0.2336618,0.23367992737810594
115,512,128,64,0.23145524496830014,1,False,64,64,RS,True,False,False,False,True,20,1,64,35,32,1,7,27,0.0001983066806535701,True,0.23152094285714284,0.23158664074598553
116,1024,1,1,0.10352354881683562,1,False,256,256,RS,True,False,False,True,True,19,1,256,35,8,1,24,21,4.448278731539844e-05,True,0.10353828571428572,0.10355302261173582
117,512,64,512,0.2564081774518059,1,False,16,32,RS,False,True,True,False,False,22,1,512,35,32,1,8,4,0.0002587935052650035,True,0.2564939142857143,0.25657965111962266
118,64,256,256,0.11595572326540161,32,False,64,16,RS,True,False,True,False,False,27,1,1,35,1,1,5,19,3.697063368542743e-05,True,0.11596797142857143,0.11598021959174125
119,1024,128,256,0.14860883348596218,1,False,1,256,RS,True,False,True,True,True,7,8,16,35,1,21,1,16,0.00013046903143376968,True,0.14865205714285715,0.1486952807997521
120,64,512,1024,0.11897956448407948,1,False,512,1,RS,True,False,False,False,False,13,32,256,35,1,1,27,2,3.615628209168962e-05,True,0.11899154285714285,0.11900352123020622
121,512,256,512,0.1647733096241433,1,False,64,512,RS,True,False,True,False,False,23,32,64,35,1,24,16,1,2.9853738698622826e-05,True,0.16478320000000002,0.16479309037585674
122,64,64,64,0.12341952353233158,1,False,1,16,RS,True,True,False,True,True,16,1,32,35,8,17,28,1,3.308894630155037e-05,True,0.1234304857142857,0.12344144789623983
123,1024,1,128,0.11082942838936562,1,False,1,1,RS,False,True,True,False,True,10,1,32,35,8,30,1,22,2.8029139356413503e-05,True,0.11083871428571428,0.11084800018206294
124,512,64,2048,0.26133097526081606,32,False,16,1,RS,False,False,False,True,False,12,1,16,35,1,21,21,1,3.81935564605065e-05,True,0.26134362857142857,0.2613562818820411
125,2048,1024,512,inf,1,False,128,128,RS,True,False,True,True,True,3,32,256,1,1,22,1,17,inf,False,inf,inf
126,128,1,128,0.10190089539969036,8,False,128,16,RS,False,True,True,True,True,3,1,64,35,8,22,12,1,0.00013390430332509772,True,0.10194525714285715,0.10198961888602395
127,1024,256,1024,0.09363294642996838,1,False,64,256,RS,False,True,False,True,True,21,8,32,35,8,1,17,23,0.00012466900719546183,True,0.09367424857142859,0.0937155507128888
