id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,T1_I,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,runs,mean_confidence_interval_sup,cost_std,cost_mean,U_J,U_I,correct_result,U_K,RT_I
1,64,1024,1024,0.17066363790771466,1,256,512,1,DLMT,False,False,True,False,True,5,1,35,0.17069127637799963,4.171285711839488e-05,0.17067745714285715,1,8,True,19,1
2,2048,128,512,0.12318887551936236,1,128,1,1,DLMT,False,False,False,False,False,25,1,35,0.12328198162349474,0.0001405186892936889,0.12323542857142855,24,1,True,25,8
3,2048,128,2048,inf,32,512,1,512,DLMT,False,True,False,True,True,10,1,1,inf,inf,inf,1,22,False,27,1
4,1,64,1,0.1500226433821638,1,16,32,512,DLMT,True,True,False,True,True,30,1,35,0.1500568423321219,5.161414139397071e-05,0.15003974285714286,1,5,True,17,1
5,1,1,128,0.23189873972543168,1,32,1,16,DLMT,True,True,True,True,True,25,1,35,0.23212880313171114,0.0003472189992920701,0.2320137714285714,1,27,True,28,32
6,128,2048,2048,inf,32,256,512,32,DLMT,True,False,False,True,True,18,1,1,inf,inf,inf,25,1,False,25,1
7,512,1,512,0.2815360496418119,1,1,256,32,DLMT,False,False,False,True,True,1,1,35,0.28170852178675954,0.00026030043866146006,0.2816222857142857,29,29,True,1,32
8,512,1,1024,0.40155525574690343,1,1,16,16,DLMT,True,True,True,True,True,4,1,35,0.4016005728245252,6.839397276225476e-05,0.4015779142857143,28,1,True,25,1
9,512,2048,128,0.1984446961157024,1,64,1,256,DLMT,False,False,True,False,True,3,32,35,0.1984677038842976,3.4724055062740786e-05,0.1984562,18,1,True,28,1
10,1,1,1024,0.24306748208038512,8,256,128,512,DLMT,False,True,False,False,True,4,1,35,0.243087375062472,3.002312034253213e-05,0.24307742857142856,24,1,True,1,1
11,2048,1,1,inf,32,512,512,64,DLMT,True,False,True,True,True,15,1,1,inf,inf,inf,1,2,False,2,1
12,2048,1,512,0.20513229775230923,1,1,512,128,DLMT,False,True,False,False,False,24,32,35,0.20515913081911935,4.049731661556297e-05,0.2051457142857143,2,1,True,6,1
13,2048,1,2048,0.21127667778370302,1,1,16,256,DLMT,True,False,True,False,True,30,1,35,0.21131897935915406,6.384288111753525e-05,0.21129782857142854,8,18,True,1,32
14,2048,2048,1,0.160417462671513,32,1,512,128,DLMT,False,False,False,False,False,9,1,35,0.16049196589991557,0.00011244263843745043,0.16045471428571428,1,22,True,26,1
15,1024,2048,1,inf,32,16,1,128,DLMT,True,True,False,False,True,5,1,1,inf,inf,inf,28,26,False,1,1
