id,T2_K,T2_J,T2_I,mean_confidence_interval_inf,RT_K,baseline,T1_J,T1_K,technique,VEC2,VEC1,SCR,ACOPY_x,ACOPY_y,U1_I,RT_J,T1_I,runs,RT_I,U_K,U_J,U_I,cost_std,correct_result,cost_mean,mean_confidence_interval_sup
1,512,256,128,inf,1,False,1,16,DLMT,False,True,True,True,False,23,32,32,1,1,27,1,23,inf,False,inf,inf
2,1024,1,128,inf,1,False,512,256,DLMT,False,False,False,True,True,16,32,1,1,1,13,9,1,inf,False,inf,inf
3,64,1,512,0.10101292738098429,1,False,32,16,DLMT,False,True,True,True,True,9,8,512,35,8,1,11,29,3.764814546751004e-05,True,0.10102539999999999,0.10103787261901569
4,64,128,1024,0.20813844454962988,1,False,16,1,DLMT,False,True,False,True,False,30,8,512,35,1,16,14,1,2.97914382989177e-05,True,0.2081483142857143,0.2081581840217987
5,1,1,1024,0.11072927954967518,8,False,128,1,DLMT,True,True,True,True,False,22,8,512,35,1,8,1,3,6.426875966896971e-05,True,0.11075057142857142,0.11077186330746766
6,1024,1024,1024,inf,32,False,512,16,DLMT,True,True,True,False,True,5,1,128,1,1,1,30,25,inf,False,inf,inf
7,2048,64,256,0.21578225428835604,1,False,64,512,DLMT,False,True,False,True,False,23,1,256,35,1,1,26,1,4.459563445276628e-05,True,0.21579702857142857,0.2158118028545011
8,2048,1024,2048,0.1092503465387836,1,False,256,16,DLMT,True,False,True,True,True,16,1,1,35,8,21,10,1,3.612420749784035e-05,True,0.10926231428571427,0.10927428203264494
9,64,2048,2048,0.17922514104372017,32,False,256,1,DLMT,True,False,True,False,False,27,1,32,35,1,9,1,30,0.00011703561641741126,True,0.17926391428571428,0.1793026875277084
10,1024,2048,512,0.25978307429368663,1,False,64,16,DLMT,True,False,True,True,True,17,1,256,35,32,8,28,1,0.0001387113108405486,True,0.25982902857142853,0.25987498284917043
11,2048,64,2048,0.15251742665348436,8,False,16,128,DLMT,True,True,True,True,True,3,1,1,35,1,30,1,15,0.00023846440713320028,True,0.15259642857142855,0.15267543048937274
12,512,1,2048,inf,1,False,512,512,DLMT,True,False,True,True,False,5,32,64,1,1,1,20,18,inf,False,inf,inf
13,2048,1024,512,0.09018024501296136,8,False,16,512,DLMT,False,True,True,False,False,29,1,1,35,8,11,1,5,3.715509073258832e-05,True,0.09019255428571428,0.0902048635584672
14,128,512,2048,0.15407532930001733,32,False,128,16,DLMT,True,False,True,True,False,23,1,512,35,1,1,1,2,3.2381602234373746e-05,True,0.15408605714285717,0.154096784985697
15,128,1,256,inf,1,False,1,32,DLMT,False,True,False,False,True,11,32,256,1,1,3,5,1,inf,False,inf,inf
16,256,1,1024,0.17491130315615422,1,False,128,256,DLMT,True,True,False,False,False,30,1,16,35,1,1,3,30,0.00020399548614453858,True,0.17497888571428574,0.17504646827241727
17,512,512,128,0.18942892269148992,8,False,1,128,DLMT,False,True,True,False,True,1,1,128,35,1,19,22,1,0.00014969041794480288,True,0.1894785142857143,0.18952810587993868
18,1,1,128,0.17050583050329415,8,False,32,64,DLMT,True,False,True,True,False,4,1,128,35,1,1,10,20,6.769399334279172e-05,True,0.17052825714285716,0.17055068378242016
19,1,1,2048,0.10091762817464205,1,False,256,128,DLMT,False,False,True,True,True,6,8,16,35,8,1,30,5,3.285932911981109e-05,True,0.10092851428571427,0.10093940039678649
20,256,2048,1,0.1867438431982393,1,False,64,256,DLMT,False,False,False,False,True,1,32,1,35,1,1,30,20,0.00010310105999177915,True,0.186778,0.1868121568017607
21,2048,512,1,0.2700012821751673,1,False,1,256,DLMT,True,True,False,True,True,17,1,512,35,32,1,29,23,0.0001103139638134966,True,0.27003782857142855,0.2700743749676898
22,2048,128,1,0.1195368725340603,1,False,1,128,DLMT,False,False,False,False,True,27,8,128,35,8,1,11,27,4.643788038545566e-05,True,0.11955225714285714,0.11956764175165398
23,512,256,1024,0.22667809280211063,1,False,1,32,DLMT,True,True,False,True,False,1,1,256,35,32,24,1,5,0.000341927401293173,True,0.22679137142857142,0.22690465005503221
24,64,2048,1024,0.13954184452791862,1,False,512,32,DLMT,False,True,False,False,True,26,32,64,35,1,1,17,8,0.0005960552597310609,True,0.1397393142857143,0.13993678404350995
25,2048,512,1,0.104804527658799,1,False,512,128,DLMT,True,True,True,False,False,30,32,512,35,1,19,1,3,0.00013803277930718113,True,0.10485025714285716,0.10489598662691532
26,1,1024,64,0.14002234297245336,1,False,1,512,DLMT,False,True,True,False,True,12,1,1,35,1,2,1,12,4.001585400099061e-05,True,0.14003559999999998,0.1400488570275466
27,512,1024,2048,0.11898675071948266,8,False,16,16,DLMT,True,False,False,False,True,1,1,512,35,8,24,19,1,0.00014365513125083392,True,0.11903434285714286,0.11908193499480306
28,128,2048,256,0.24195767873702767,1,False,512,128,DLMT,False,False,True,False,False,16,1,256,35,32,30,1,30,0.00034041750356686044,True,0.24207045714285716,0.24218323554868665
29,1024,128,1,0.09310729942521331,1,False,1,512,DLMT,True,True,True,True,True,13,8,256,35,8,30,1,6,2.7745726789940452e-05,True,0.09311649142857144,0.09312568343192956
30,256,256,512,0.13554956755311345,8,False,128,32,DLMT,True,False,True,False,True,24,8,16,35,1,5,1,13,2.7609078660646775e-05,True,0.13555871428571428,0.1355678610183151
31,1024,512,1024,0.1108865464200167,8,False,1,32,DLMT,False,False,False,False,False,28,8,1,35,1,1,28,10,0.00021792231156435188,True,0.11095874285714286,0.11103093929426901
32,64,1024,256,0.22980843777749121,1,False,64,1,DLMT,False,False,False,True,False,27,8,1,35,1,30,22,1,4.4904197340289626e-05,True,0.2298233142857143,0.22983819079393736
33,2048,512,64,inf,1,False,1,512,DLMT,False,True,False,True,False,28,32,16,1,1,7,1,30,inf,False,inf,inf
