id,correct_result,runs,mean_confidence_interval_sup,RT_K,T1_I,T1_J,T1_K,U_K,U_J,U_I,technique,U1_I,T2_K,T2_J,T2_I,mean_confidence_interval_inf,cost_std,RT_I,cost_mean,RT_J
1,True,35,0.27815441197837915,1,64,32,64,14,1,8,SIMA,19,1,256,1,0.27795747373590646,0.00029722545005982434,32,0.2780559428571428,1
2,True,35,0.155550695037892,32,1,256,256,1,27,26,SIMA,19,512,1,2048,0.15548324781925085,0.00010179348441520237,1,0.15551697142857143,1
3,True,35,0.12289706669689177,1,1,16,128,2,1,13,SIMA,17,2048,128,2048,0.12287201901739395,3.780275338206531e-05,1,0.12288454285714286,8
4,True,35,0.14723804510137165,32,128,1,512,1,4,22,SIMA,24,2048,2048,1024,0.14717778347005697,9.094876781653946e-05,1,0.1472079142857143,1
5,True,35,0.22245676554262822,1,16,16,128,27,1,30,SIMA,23,1024,128,2048,0.22242037731451464,5.4918269515076264e-05,1,0.22243857142857143,8
6,True,35,0.15425360680059477,8,64,256,16,1,7,24,SIMA,28,1,512,256,0.15416953605654807,0.0001268822369002714,1,0.15421157142857142,8
7,True,35,0.1293267200764608,8,512,64,128,17,1,22,SIMA,4,256,1024,2048,0.12929836563782487,4.279341929191904e-05,8,0.12931254285714283,1
8,True,35,0.11612859975948746,1,32,128,1,11,30,1,SIMA,25,1,2048,64,0.11606020024051251,0.00010323072632284894,8,0.11609439999999999,8
9,True,35,0.11740734402364966,1,1,256,64,16,22,1,SIMA,7,128,1024,512,0.11733139883349317,0.00011461889291144261,8,0.11736937142857141,8
10,True,35,0.1306320158953001,1,16,256,512,24,1,19,SIMA,2,2048,1024,2048,0.1306001555332713,4.808467022039393e-05,8,0.1306160857142857,1
11,True,35,0.2226778964917142,1,512,128,256,13,26,1,SIMA,22,1,1,2048,0.22263364636542865,6.678369592060969e-05,1,0.22265577142857143,8
12,True,35,0.20720685500591984,8,512,64,256,14,26,1,SIMA,23,1,1,2048,0.20718468785122296,3.3455373870522714e-05,1,0.2071957714285714,1
13,True,35,0.20251046951955104,1,512,64,256,13,25,1,SIMA,24,1,1,2048,0.20246501619473467,6.859960135541814e-05,1,0.20248774285714286,1
14,True,35,0.2070063209832002,1,512,32,256,12,25,1,SIMA,23,1,1,1024,0.20683310758822837,0.00026141915673914053,1,0.2069197142857143,1
15,True,35,0.12795581853223,1,512,64,128,14,26,1,SIMA,23,1,1,2048,0.1279244100391986,4.7402695178693844e-05,8,0.1279401142857143,1
16,True,35,0.3184892696587712,1,512,64,256,14,27,1,SIMA,24,1,64,2048,0.3180660446269431,0.0006387446591493639,32,0.31827765714285716,1
17,True,35,0.21102570781183877,1,256,32,64,14,27,1,SIMA,23,64,64,2048,0.2108779493310184,0.00022300179188444432,1,0.21095182857142858,1
18,True,35,0.21105938431851737,8,512,32,256,14,26,1,SIMA,24,1,1,2048,0.21103627282433976,3.488060100587061e-05,1,0.21104782857142856,1
19,True,35,0.17896162918572295,1,1,1,1,1,1,1,SIMA,1,1,1,1,0.17876339938570557,0.00029917470972456035,1,0.17886251428571426,1
